MRA_term,Modified_term,State
"Blood 1,25-dihydroxycholecalciferol decreased","bolod 1,25 diydrxoycholecalcifeorl decreaed",NO return
"Blood 1,25-dihydroxycholecalciferol decreased","bood 1,25 dihydroxfycholecalacfierol decreansed",NO return
"Blood 1,25-dihydroxycholecalciferol decreased","bltood 1,25 dihydbroxycolecalcfferol decroeased",NO return
Blood 25-hydroxycholecalciferol increased,bzood 25 hydroaxcyholecalciferok nicreased,NO return
Blood 25-hydroxycholecalciferol increased,lbood 25 yhdroxycolecalcifegol ikcreased,NO return
Blood 25-hydroxycholecalciferol increased,bloodw 25 hydrooxycholecaflciferolm incraesed,NO return
Blood 25-hydroxycholecalciferol increased,blhod 25 hydorxycholcalciferok increaksed,NO return
Blood 25-hydroxycholecalciferol increased,blouod 25 hydroxycholecalmcifro increasedj,NO return
Blood 25-hydroxycholecalciferol decreased,lood 25 ywhdroxycbholecalciferol deceased,NO return
Blood 25-hydroxycholecalciferol decreased,bjlood 25 hydaroxychlecalcierol decreasde,NO return
Blood 25-hydroxycholecalciferol decreased,zlood 25 hyroxychloecalctiferol dgecreased,NO return
Blood 25-hydroxycholecalciferol decreased,blowd 25 hydorxycholecaplciferl decreaqsed,NO return
Blood 25-hydroxycholecalciferol decreased,bood 25 hydroxycholeaclcifgreol decbreased,NO return
Microsporidia infection,micotrsporidia infecton,NO return
Thyroglobulin absent,thyocrglobulin abesnt,NO return
Listeria encephalitis,listerria encplehalitis,NO return
Mucocutaneous leishmaniasis,mucocutnaeuos leisahniasis,NO return
Transaminases decreased,transamineas decresed,NO return
Injection site calcification,injoection site calcificiaon,NO return
Neuroglycopenia,neuroglyceonia,NO return
Arteriovenous fistula site complication,arcteriovmnous fistyla site complictjaion,NO return
Von Willebrand's factor multimers test,von illebrand' afctor multimes test,NO return
Bone tuberculosis,bone tuberuqclosis,NO return
Acquired epidermolysis bullosa,acquire epidriemolysis bullsoa,NO return
Fistulography normal,fistulograpyjh ynormal,NO return
Dehydroepiandrosterone decreased,eadhydroepiandrosteroen decreasd,NO return
Dehydroepiandrosterone decreased,dehydroepiandsoteronue decreaeed,NO return
Dehydroepiandrosterone decreased,dlhydrpepviandrosterone decrease,NO return
Dehydroepiandrosterone decreased,dhydroepkiandrosteone dcreased,NO return
Dehydroepiandrosterone decreased,dehtdroepiandrsotreone descreased,NO return
Dehydroepiandrosterone test,dehydlroepiandrosternd test,NO return
Dehydroepiandrosterone test,dehydrpepiandrnsteronl test,NO return
Dehydroepiandrosterone test,dehydroepiandowserone test,NO return
Dehydroepiandrosterone test,dqehyrdoepiandmrosterone test,NO return
Dehydroepiandrosterone test,dehydroepiandryotreone test,NO return
Tenosynovitis stenosans,tenosoyvitis stenosns,NO return
Neurological examination abnormal,ehnurological etxamination absormal,NO return
Mucopolysaccharidosis I,mucopolysactharyidosiy i,NO return
Mucopolysaccharidosis I,mucopyolwsagcharidosis i,NO return
Mucopolysaccharidosis I,mucopolysacharidodsi i,NO return
Mucopolysaccharidosis I,mucopvlysacchridosi i,NO return
Mucopolysaccharidosis I,mucoxplysaccaridosis i,NO return
Mucopolysaccharidosis II,muopolysalcharidsois ii,NO return
Mucopolysaccharidosis II,mcuopolxaccharidosis ii,NO return
Mucopolysaccharidosis II,mucohpolysacnchariudosis ii,NO return
Mucopolysaccharidosis II,emucopolsyacchariodosis ii,NO return
Mucopolysaccharidosis II,mucoplysaezcharidosis ii,NO return
Mucopolysaccharidosis III,mucopouysacharidoslis iii,NO return
Mucopolysaccharidosis III,hucopolysacchariudosiz iii,NO return
Mucopolysaccharidosis III,mucooplysagccharidgosis iii,NO return
Mucopolysaccharidosis III,mducpoolysaccharidolis iii,NO return
Mucopolysaccharidosis III,moucoposlycaccharidosis iii,NO return
Mucopolysaccharidosis V,mucopnlysacchraidossi v,NO return
Mucopolysaccharidosis V,emuooplysaccharidosis v,NO return
Mucopolysaccharidosis V,umcopolysacchridosos v,NO return
Mucopolysaccharidosis V,mucopiolyscchridosis v,NO return
Mucopolysaccharidosis V,umcopolysaucaridosis v,NO return
Mucopolysaccharidosis VI,oucoplopysaccharidosis vi,NO return
Mucopolysaccharidosis VI,mucovolysacchaxdosis vi,NO return
Mucopolysaccharidosis VI,mucopolysaccahridos vi,NO return
Mucopolysaccharidosis VI,mucoolvsaccharsdosis vi,NO return
Mucopolysaccharidosis VI,mucopolysacchawiosls vi,NO return
Mucopolysaccharidosis VII,muocpolyascchardosis vii,NO return
Mucopolysaccharidosis VII,mfcopolysachcaridoss vii,NO return
Mucopolysaccharidosis VII,mcuopolsacchraidosis vii,NO return
Mucopolysaccharidosis VII,mucopolyascchdridossi vii,NO return
Mucopolysaccharidosis VII,mucopolysalccharipdvosis vii,NO return
Blood methaemoglobin,blobd methaemoogbin,NO return
Neuroendocrine carcinoma,neuroendoicne cacinoma,NO return
Scleral pigmentation,sclreal pigmentiaon,NO return
Haemodynamic test normal,aehemodynamic test norml,NO return
Nasal mucosal discolouration,napal mucorsal discoulration,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,ceronic idnflammaory edmyeljinating pylyradicruloneuopathy,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,hronic inflamamjatory demlinating polnradiclorneuropathy,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,chornic inflatmmvatory demyelintnig poledyradiculoneuropwthy,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,chroni inmlmmatory pemyelinatpng polyrzadiculofneuropaty,NO return
Chronic inflammatory demyelinating polyradiculoneuropathy,cvhronic inlfammator demjeylinating poylradiculneuropahy,NO return
Computerised tomogram abdomen abnormal,computerisdae tomogarm xbdomen abnomral,NO return
Computerised tomogram thorax abnormal,mcputerised tomogrqm thorhx sabnormal,NO return
"Reproductive tract hypoplasia, male",reprdzouctive tlract hypolpasia male,NO return
Glaucomatous optic disc atrophy,glaucomoaus optci disc atropyh,NO return
Cerebral ventriculogram abnormal,crebral ventriclnuogram anormal,NO return
Pseudomononucleosis,pseudomononuclonesis,NO return
Subacute myelo-opticoneuropathy,subancute myplo opctoneuropathy,NO return
Anaesthetic premedication,anagesthetic premedicatni,NO return
Hypothromboplastinaemia,hypovhrombopqlastinaemai,NO return
Hypothromboplastinaemia,hypotaroumboplastinaemai,NO return
Hypothromboplastinaemia,hypotromboplastienaemyia,NO return
Hypothromboplastinaemia,hypothrmobopltsinaemia,NO return
Hypothromboplastinaemia,hyopthdomboplastinaemaia,NO return
Diaphragmatic injury,adphragmatic njury,NO return
Cytomegalovirus infection reactivation,cytomeatglovirus inection eractivatibon,NO return
Meningitis noninfective,nmeningitis ohnninfective,NO return
Scleromalacia,scleromaajlcia,NO return
Postprandial hypoglycaemia,pkotprandial hypoygcaemia,NO return
Glossoptosis,glosstoosis,NO return
Familial hypertriglyceridaemia,familila hyejprtriglyaceridaemia,NO return
Familial hypertriglyceridaemia,familila hypezrtriglyceridafremia,NO return
Familial hypertriglyceridaemia,faimlial hypertrgislycerdaemia,NO return
Familial hypertriglyceridaemia,famiial hypertrilyceidameia,NO return
Familial hypertriglyceridaemia,failial hypertrglcyerydaemia,NO return
Auriculotemporal syndrome,auriculoeztmporal syndorme,NO return
Dialysis disequilibrium syndrome,dialyis disequlniibrium syndrme,NO return
Buschke-Lowenstein's tumour,busczke owenstein' tmour,NO return
Cutis rhomboidalis nuchae,cuts rhomboidasl nucehae,NO return
Immunohistochemistry,immuhnistochemistry,NO return
Pyridinoline urine increased,yvpridinoline urien increjsed,NO return
Dexamethasone suppression test negative,xdamethasone supzression test uegative,NO return
"Blood 1,25-dihydroxycholecalciferol","lbood 1,25 dihdyroxycholecafciferuol",NO return
"Blood 1,25-dihydroxycholecalciferol","bood 1,25 idhydroxychoeaclciferol",NO return
"Blood 1,25-dihydroxycholecalciferol","blod 1,25 dihydrogcyhrlecalciferol",NO return
"Blood 1,25-dihydroxycholecalciferol","bood 1,25 dihydrxtzholecalciferol",NO return
"Blood 1,25-dihydroxycholecalciferol","blod 1,25 dihydrxmyholecalciferol",NO return
Blood 25-hydroxycholecalciferol,bood 25 hydroxcholecacferol,NO return
Blood 25-hydroxycholecalciferol,bklood 25 hydroyxycholecalxcifeerol,NO return
Blood 25-hydroxycholecalciferol,blooq 25 hydrgxychsolzecalciferol,NO return
Blood 25-hydroxycholecalciferol,bldood 25 hydroxycholelaciaerol,NO return
Blood 25-hydroxycholecalciferol,bood 25 hnydroycholdcalciferol,NO return
Hyperinsulinaemia,pherinsulinaemia,NO return
Congenital hypogammaglobulinaemia,congenhital hypogamdmaglobluiinaemia,NO return
Congenital hypogammaglobulinaemia,conenital hyposgamaglobluinaemia,NO return
Congenital hypogammaglobulinaemia,cogngenital hypogammalobuklinarmia,NO return
Congenital hypogammaglobulinaemia,congenmtal hypogammamglobulinamei,NO return
Congenital hypogammaglobulinaemia,cogenital hyebogamwmaglobulinaemia,NO return
Cardiovascular function test,ancrdiovascular functqon test,NO return
Anaesthetic complication,znaesthetic complicaotn,NO return
Female reproductive neoplasm,femakle reproduicve nteoplasm,NO return
Genitourinary tract infection,genitorzuinary tratc infectaon,NO return
Genitourinary tract infection,genoiurinary tracft infction,NO return
Paraganglion neoplasm,paragangiylon noplasm,NO return
Retinoschisis,retoischisis,NO return
Retinoschisis,retoischisis,NO return
Bladder sphincterectomy,badder sphincteelrctomy,NO return
Atypical mycobacterial infection,atypiacl mybcacterial infectin,NO return
Extragonadal primary non-seminoma,xuetragonadal primarc non semimnoma,NO return
Oesophagoplasty,oesophagoplatfsy,NO return
Hydroxycorticosteroids urine abnormal,ydsoxycorkticosteroids uriine abnoral,NO return
Hydroxycorticosteroids urine abnormal,hydroxyoticosterouds uridne abnorhal,NO return
Hydroxycorticosteroids urine abnormal,hydrcycoreticosteroids urink abnohmal,NO return
Hydroxycorticosteroids urine abnormal,hydroxyorticosterwidn urien abnorml,NO return
Hydroxycorticosteroids urine abnormal,hydroxycortcitstepoids urinr abnomral,NO return
Laryngeal infiltration,lryngeal infilratation,NO return
Lymphocytic infiltration,lymphocyic infilattion,NO return
Red blood cell elliptocytes present,red bgood cell elliptotces prjesent,NO return
Radiotherapy to pancreas,radiothepry to pacreas,NO return
Platelet adhesiveness,platele adefhsiveness,NO return
Neuromuscular toxicity,neuromcuular toxicitey,NO return
"Hallucination, synaesthetic",halclination synastheti,NO return
Gastrooesophageal sphincter insufficiency,gastlooesoephageal pshincter siufficiency,NO return
Chitotriosidase normal,chitotorsidase onrmal,NO return
Lymphocytic hypophysitis,lymphoctic hyphoysitis,NO return
Electromagnetic interference,elbecromagnetic interfereen,NO return
Facioscapulohumeral muscular dystrophy,aufcioscapulohumeral muscslar dystropyh,NO return
Suggestibility,suggestibiimlty,NO return
Uvulopalatopharyngoplasty,uvluopalatopharyngoplisyt,NO return
Uvulopalatopharyngoplasty,uvulpalatopharyngolsaty,NO return
Uvulopalatopharyngoplasty,uulopalatopharnlngoplasty,NO return
Uvulopalatopharyngoplasty,uuvlopaljatopharygoplasty,NO return
Uvulopalatopharyngoplasty,uvulpoalatoparyngoplysty,NO return
Monofilament pressure perception test,monofilmlaent pressuer prception test,NO return
Tachyphrenia,cthyphrenia,NO return
Mitochondrial neurogastrointestinal encephalopathy,mitohcondrialh neurogastroitnstial sncenphalopathy,NO return
Mitochondrial neurogastrointestinal encephalopathy,mitpchonbdrial neurgoastriontdstinal encephdlopatyh,NO return
Mitochondrial neurogastrointestinal encephalopathy,mtiochoxndrial neurogostroinestinav enbphalopathy,NO return
Mitochondrial neurogastrointestinal encephalopathy,mitochonvrialj neurogasdtoointestional enecpahlopathy,NO return
Mitochondrial neurogastrointestinal encephalopathy,mtirochondrial nmeurogastroinetstial encephalathy,NO return
Vaginal adenocarcinoma,vagiyal adenocarcinoaom,NO return
Von Willebrand's factor antigen increased,von willerand' factom atigen incerased,NO return
Neuropsychological test abnormal,neuropcshological test bnormal,NO return
Cytomegalovirus myelomeningoradiculitis,cytomegalovisu ymelomeningoadicullitis,NO return
Cytomegalovirus myelomeningoradiculitis,cyomegalsvirus myevomeninogradicuitis,NO return
Cytomegalovirus myelomeningoradiculitis,cytomegalozkrus myelomeninogradiceuiltis,NO return
Cytomegalovirus myelomeningoradiculitis,cyomegalovirsu myelomenyinhradiculitis,NO return
Cytomegalovirus myelomeningoradiculitis,cytoegaolvirus myjlamdningoradiculitis,NO return
Embryonal rhabdomyosarcoma,embvyonal rhabdomyosacuroma,NO return
Argininosuccinate lyase decreased,argininocscinate ylase devreased,NO return
Cavopulmonary anastomosis,cavopulmoaknry anastomsois,NO return
Magnetic resonance cholangiopancreatography,magnetcic rsonance cholangiopacreatgraphdy,NO return
Magnetic resonance cholangiopancreatography,agnetic rxsonance cholagiopalncreatouraphy,NO return
Magnetic resonance cholangiopancreatography,mganetic resonancf chloangioopancreatograpy,NO return
Magnetic resonance cholangiopancreatography,mnagnetic resonancr cholangiopanbreatkgrahpy,NO return
Magnetic resonance cholangiopancreatography,amgnetic reosnance choangiopancreatoganhy,NO return
Mesangioproliferative glomerulonephritis,mersaniooroliferative glomerulnephsitis,NO return
Mesangioproliferative glomerulonephritis,meoanlgioproliferatgive glomerulonephrtiois,NO return
Mesangioproliferative glomerulonephritis,mesangiorpoliqeraive glomeruvonephzritis,NO return
Mesangioproliferative glomerulonephritis,mesanaioprohliferabtive glmomeurlonephritis,NO return
Mesangioproliferative glomerulonephritis,mseangioproliferatiuvle glomereulonebphritis,NO return
Toxoplasmosis prophylaxis,xtoplasmosis rophylaxis,NO return
Bladder transitional cell carcinoma recurrent,bladdr trsaitional cell larcinoma irecurrent,NO return
Human herpesvirus 6 infection reactivation,uhman heresvirus 6 infectidn retaivation,NO return
Pseudothrombophlebitis,pseudutrhombophlebtiis,NO return
Pseudothrombophlebitis,pseduothromboplhetitis,NO return
Pseudothrombophlebitis,seudotjromobphlebitis,NO return
Pseudothrombophlebitis,pseudthrombophleibtsi,NO return
Pseudothrombophlebitis,pwseuodthrotmbophlebitis,NO return
Anaphylactoid syndrome of pregnancy,anahxpylactoid synrome of prugnancy,NO return
Reactive perforating collagenosis,reactivie perforatng collagnaeosis,NO return
Cervicitis streptococcal,cervictis stprtococcal,NO return
Pulmonary arteriopathy,pulmodnary taeriopathy,NO return
Cholecystoenterostomy,cholecystoenteorstnky,NO return
Cholecystoenterostomy,cholecytoeterostmy,NO return
Cholecystoenterostomy,choleczsyoenterosfomy,NO return
Cholecystoenterostomy,chofcystoenterosltomy,NO return
Cholecystoenterostomy,ctolecysntoenterostxomy,NO return
Systemic lupus erythematosus disease activity index decreased,ystemic luups ertjyhematosus disesae activtiy inedx decreasd,NO return
Dieulafoy's vascular malformation,dieulafoy'es vascdular lmformation,NO return
Lupus pancreatitis,lupmus npcreatitis,NO return
Hyperprothrombinaemia,hyperprthrpombainaemia,NO return
Hyperprothrombinaemia,hyperprtohrombinacmzia,NO return
Hyperprothrombinaemia,hypbrprothrombinaemam,NO return
Hyperprothrombinaemia,hypermerothrombinxaemia,NO return
Hyperprothrombinaemia,hyperprothrzombinlamia,NO return
Intellectual disability,ienllectual disabiity,NO return
Atrioventricular conduction time shortened,atrioezvntricular fconduction time hortened,NO return
Aspartylglucosaminuria,aspartyglgluocysaminuria,NO return
Aspartylglucosaminuria,aspartyglucosvminurai,NO return
Aspartylglucosaminuria,aspatylgluosoaminuria,NO return
Aspartylglucosaminuria,aspartylglcuosaminuir,NO return
Aspartylglucosaminuria,eswpartylgulucosaminuria,NO return
Hypertransaminasaemia,hyretransaminagaemia,NO return
Hypertransaminasaemia,hyperdtransamnsaemia,NO return
Hypertransaminasaemia,yhpzrktransaminasaemia,NO return
Hypertransaminasaemia,dypertranasmunasaemia,NO return
Hypertransaminasaemia,hypertransamiansaeoiam,NO return
Oropharyngeal pain,oropharynefgal pain,NO return
X-linked lymphoproliferative syndrome,x liyked lymopproliferative sfndrome,NO return
Exposure to contaminated device,exposurc to ctoaminated devicxe,NO return
Pneumoretroperitoneum,pgneumoretropesitoeum,NO return
Pneumoretroperitoneum,pneumortroperineum,NO return
Pneumoretroperitoneum,pneumobetropexritonemu,NO return
Pneumoretroperitoneum,pneumoretrpgoeritneum,NO return
Pneumoretroperitoneum,bneumoretroperiotnneum,NO return
Familial hypocalciuric hypercalcaemia,familal hypocalcriic hyprecalcaemai,NO return
Pseudohyperphosphataemia,pyeudohperphosphataemija,NO return
Pseudohyperphosphataemia,pseudohyepprhosphataemqa,NO return
Pseudohyperphosphataemia,pseudohyerpbhosphatemia,NO return
Pseudohyperphosphataemia,pseudoyhprphsophataemia,NO return
Pseudohyperphosphataemia,pseudohuypxrphosprataemia,NO return
Emphysematous pyelonephritis,emphymsatous pyeqonephristis,NO return
Adenosquamous cell carcinoma,adnfeosquamous cell carciroma,NO return
Cerebrospinal fluid drainage,cerebogrspinal fluuid drianage,NO return
Gastrointestinal examination abnormal,gasotintestinal examinatron abnoral,NO return
Von Willebrand's factor antigen decreased,von wilelbrand' fctor antigenu decreasde,NO return
Pseudoendophthalmitis,pseudoendopuhtacmitis,NO return
Pseudoendophthalmitis,pserdoendphtalmitis,NO return
Pseudoendophthalmitis,pseudoeddophghalmitsi,NO return
Pseudoendophthalmitis,pesudoenophthalomitis,NO return
Pseudoendophthalmitis,psuedoendpohhalmitis,NO return
Cutaneovisceral angiomatosis with thrombocytopenia,cunteovisceral angoimatoshis with thrmbocytpenia,NO return
Product contamination physical,poduct ctoamination hpysical,NO return
Incision site hypoaesthesia,incisixon site hypoatehesia,NO return
Vaccination site paraesthesia,vaccinaion site parsathesia,NO return
Vaccination site paraesthesia,vaccinatron site paraesthiea,NO return
CSF white blood cell differential,csf whtie blod cell differentilva,NO return
Methylenetetrahydrofolate reductase polymorphism,methylnetetrahyddrofloate reudctase polymrophsim,NO return
Methylenetetrahydrofolate reductase polymorphism,methyleetetrahydrokfloate reducmtase polymrohpism,NO return
Methylenetetrahydrofolate reductase polymorphism,methcyleneyetrahydrotfolate reductse polymorpxist,NO return
Methylenetetrahydrofolate reductase polymorphism,methylemnetetrahydrofoatle redctase polmorphisq,NO return
Methylenetetrahydrofolate reductase polymorphism,methyleentecrahydrofolatee reducease polmorphcism,NO return
Gastrointestinal vascular malformation,gastroinestial ascular maolrmation,NO return
Pancreaticogastrostomy,pcnreaticogastrostopmy,NO return
Pancreaticogastrostomy,panxcreaticocgajstrostomy,NO return
Pancreaticogastrostomy,pancreatzcogastrzowstomy,NO return
Pancreaticogastrostomy,pgncreatcogastrosftomy,NO return
Pancreaticogastrostomy,pancrqeaticogasrtostmoy,NO return
Methylenetetrahydrofolate reductase deficiency,ethyleentetrahydrofnlate redumctase deficietncy,NO return
Methylenetetrahydrofolate reductase deficiency,methlyenpetetrahydrofolte redpctase deficienyc,NO return
Methylenetetrahydrofolate reductase deficiency,methyelnetetarhydrofrlate reductjse deficiencz,NO return
Methylenetetrahydrofolate reductase deficiency,methyleneterhaydofolate reductsae deficienhcy,NO return
Methylenetetrahydrofolate reductase deficiency,methyltnetetrahydofolagte redutcase deficienacy,NO return
CSF immunoglobulin,csf immunogloblzuin,NO return
Peritoneal permeability increased,peritonea permebpaility nicreased,NO return
Urinary hexose tetrasaccharide,rinary exose tetrascwacharide,NO return
Multicentric reticulohistiocytosis,lulticeytric reiculohstiocuytosis,NO return
Multicentric reticulohistiocytosis,mluticetnric redicuplohistiopytosis,NO return
Multicentric reticulohistiocytosis,mulhticentrci reticuwohiptiocxytosis,NO return
Multicentric reticulohistiocytosis,imulticetric ruticuloistiocytocis,NO return
Multicentric reticulohistiocytosis,multcientic reticulohistioccytsiys,NO return
Von Willebrand's factor inhibition,von willebran' fcator inhgibition,NO return
Cerebral haemosiderin deposition,crrebral hewamosiderin depositio,NO return
Necrotising bronchiolitis,nhecrotising bronchiiotis,NO return
Globotriaosylceramide,lgobtriaosylceramied,NO return
Globotriaosylceramide,globtoriaosyclehamide,NO return
Globotriaosylceramide,golbotriaoselgceramide,NO return
Globotriaosylceramide,glogovtriasylceramide,NO return
Globotriaosylceramide,gyobotiraosylceramidv,NO return
Globotriaosylceramide increased,golbotriarsylcramide incireased,NO return
Globotriaosylceramide increased,globtoriaosdyceramide inreased,NO return
Globotriaosylceramide increased,golbotriaoylcramide qncreased,NO return
Globotriaosylceramide increased,lobotriaosylcerbamde increaesd,NO return
Globotriaosylceramide increased,globsotriasoylceramidw inqreased,NO return
N-acetylglutamate synthase deficiency,n aceltglutamate synthasev deficincy,NO return
Neuropsychiatric syndrome,neuropsyicatric syndroe,NO return
Human chorionic gonadotropin increased,humaxn chorionicf godnotropin inzcreased,NO return
Early infantile epileptic encephalopathy with burst-suppression,earyl infantwle epilepotic encephalotphy with brst supperssion,NO return
Vulvovaginal rash,vulvovagiamnl rash,NO return
Drug metabolising enzyme test normal,drug metalbising enzydme test norhal,NO return
Faecal elastase concentration normal,faecqal elastasue cocrnentration nolrmal,NO return
Amygdalohippocampectomy,maygdalohippocapmjectomy,NO return
Amygdalohippocampectomy,amycgdalohippokampecnomy,NO return
Amygdalohippocampectomy,maygdalohipocampecutomy,NO return
Amygdalohippocampectomy,amygxalohippocamehpctomy,NO return
Amygdalohippocampectomy,amygdnlohippiocampecotmy,NO return
Cerebral cavernous malformation,ecrebral cvaernous malformaivton,NO return
Progesterone receptor gene overexpression,progeesterlne eceptor gene overexpresifson,NO return
Congenital haematological disorder,cogenital haematologiclsa disordre,NO return
Oesophagogastroduodenoscopy abnormal,oeophgogastroduodensocopy abormal,NO return
Oesophagogastroduodenoscopy abnormal,oeophagogastrduodenoscpy abnormrl,NO return
Oesophagogastroduodenoscopy abnormal,esophagogastrduodecoscopy abpnormal,NO return
Oesophagogastroduodenoscopy abnormal,oesophagogastrodoudneoscop abnormhal,NO return
Oesophagogastroduodenoscopy abnormal,oesophagogtsroduodenoscoy adbnormal,NO return
Oesophagogastroduodenoscopy normal,oesiophagogastroduodenosoyp norml,NO return
Oesophagogastroduodenoscopy normal,oespohagogasroduodenocsopy normll,NO return
Oesophagogastroduodenoscopy normal,oesxphagogastcrvoduodenoscopy nocmal,NO return
Oesophagogastroduodenoscopy normal,oseopxhaggoastroduodenoscopy ormal,NO return
Oesophagogastroduodenoscopy normal,oesophzagogastrododenoscoypy nnrmal,NO return
Cytomegalovirus immunisation,cytomegalovisr immsnisatoin,NO return
Peritumoural oedema,peritumoaul oeduema,NO return
Prekallikrein increased,rvpekallikrein icnreased,NO return
Pseudomenstruation neonatal,pseudometnruation neonatial,NO return
Bursal fluid accumulation,burasl flui accumultiaion,NO return
Contrast encephalopathy,contralst encephaloptjahy,NO return
Birdshot chorioretinopathy,hirdshot chorioretoipathy,NO return
Bronchoplegia,bronchopleag,NO return
Extragonadal primary germ cell tumour,xwetragonadal priqary germ cell tuomur,NO return
Beta 2 microglobulin urine,beta 2 microglouqblin urzine,NO return
Ovarian endometrioid carcinoma,ovarain deometrioid carcinomx,NO return
Endometriosis male,endotmriosis male,NO return
Ductal adenocarcinoma of pancreas,ducatl adenocryacinoma of panqreas,NO return
Implant site hyperaesthesia,impladt site hyperaestshia,NO return
Acute undifferentiated leukaemia,tcute undifferetpniated leukamia,NO return
Pupil constriction procedure,pupix constricotn porcedure,NO return
Instillation site vesicles,itnillation site vesiclse,NO return
Visual perseveration,ivsual perseveratinfo,NO return
Catheter site discolouration,cathter site discolouratinuo,NO return
Craniofacial deformity,cranifhoacial dformity,NO return
Tachycardia induced cardiomyopathy,tachycaruia inducedq cardopimyopathy,NO return
Instillation site hypoaesthesia,instillaiotn site hypoasbethesia,NO return
Noninfective encephalitis,noixnnfective encephaihtis,NO return
Angiomyofibroblastoma,angioymobiroblastoma,NO return
Angiomyofibroblastoma,angirmyofebroblastola,NO return
Angiomyofibroblastoma,angiofmeyofibrobklastoma,NO return
Angiomyofibroblastoma,angiomofibrboastoma,NO return
Angiomyofibroblastoma,angiomeqofibrblastoma,NO return
Proliferative injection therapy,proflerative injectoin thearpy,NO return
Methylenetetrahydrofolate reductase gene mutation,methyleteetrahydrofolte rneductase gene mxutation,NO return
Methylenetetrahydrofolate reductase gene mutation,metyeneettrahydrofolate reudctase gene mutadion,NO return
Methylenetetrahydrofolate reductase gene mutation,tmthylenetetrahdrofolate reductiase gene mutatoin,NO return
Methylenetetrahydrofolate reductase gene mutation,methsyleuetetrahydrofoclate reducatse gene meutation,NO return
Methylenetetrahydrofolate reductase gene mutation,methylenemttrahydrooflate reducpase gene mutvation,NO return
Cardiovascular examination,cariwdovascular examinatiox,NO return
Secondary cerebellar degeneration,seconadry ecrebellar deewgneration,NO return
Granulomatous dermatitis,granoumatous dermatitzis,NO return
Vascular malformation,vasculyar malformaotn,NO return
BK polyomavirus test negative,bk polyomavrqius test negatcve,NO return
Administration site cellulitis,admnsiistration site celjulitis,NO return
Administration site hypertrichosis,adminscitration site hypertricohiss,NO return
Paravenous drug administration,paravenops drug adminisrvtation,NO return
Medical device site discolouration,medcial deice site discolourtyaion,NO return
Interleukin 28B polymorphism,interleuiin 28b lpymorphism,NO return
CYP1A2 polymorphism,cyf1a2 polmzyorphism,NO return
Basophilopenia,basophilopnveia,NO return
Administration site abscess sterile,administrtsaion site asbcess stermle,NO return
Administration site plaque,adminisattion site plque,NO return
Application site lymphadenopathy,appzication site lymphdcaenopathy,NO return
Gastrostomy tube site complication,glstrostomy tube site complicaotn,NO return
Vaccination site extravasation,vaccintion site extrasvation,NO return
Vaccination site joint inflammation,vaccinatson site jont inflammatni,NO return
Spontaneous intrahepatic portosystemic venous shunt,sponrtaneous enprahepatic ozprtosystemic veonus shutn,NO return
Fistula inflammation,fsitula inflammaotn,NO return
Radiotherapy to head and neck,radtiherapy to head and neck,NO return
Erythematotelangiectatic rosacea,eryhtemamtotelangiectaic roscaea,NO return
Erythematotelangiectatic rosacea,erythemaitotlaniectatic orsacea,NO return
Erythematotelangiectatic rosacea,ertyhematoselangihctatic ryosacea,NO return
Erythematotelangiectatic rosacea,erythemiatotelangueictatic rosaczea,NO return
Erythematotelangiectatic rosacea,ermthematotleangiectaitc roascea,NO return
Arteriovenous fistula maturation failure,arteriovnveous aistula mturation failur,NO return
Acquired amegakaryocytic thrombocytopenia,acquierd eagakaryocytic thrombocyttoepnia,NO return
Personal relationship issue,pernsonal relationshpyi dssue,NO return
Tick-borne encephalitis immunisation,tick born enevcphalitis imunijsation,NO return
Apolipoprotein E gene status assay,apoiplpoprotein e gene sttus aassay,NO return
Tracheloplasty,trachlxeoplasty,NO return
Gastroenteropancreatic neuroendocrine tumour disease,gastroenterotancqeatip neuroedoncrine tuomur divease,NO return
Gastroenteropancreatic neuroendocrine tumour disease,gbsbroneteropancreatic nuroendocriune umour udisease,NO return
Gastroenteropancreatic neuroendocrine tumour disease,agstroenterpoancreatkc nuroenocrine tmour diseae,NO return
Gastroenteropancreatic neuroendocrine tumour disease,gastuoenetropancreartic jeruoendocrine tumotur eisease,NO return
Gastroenteropancreatic neuroendocrine tumour disease,agskorenteropancreatic neuroendqogrine tumouqr dsiease,NO return
Portosplenomesenteric venous thrombosis,prtospenomesenterci venou thrombousis,NO return
Portosplenomesenteric venous thrombosis,potosplemnoesenteric vnous pthrombosis,NO return
Portosplenomesenteric venous thrombosis,portosbpenomesentvric venos thrombosims,NO return
Portosplenomesenteric venous thrombosis,potosplenomeentperic vvenous throsmbosis,NO return
Portosplenomesenteric venous thrombosis,rportoskplxnomesenteric ventus thuombosis,NO return
Neuromyelitis optica spectrum disorder,nuseromyelitis potica specttum disordser,NO return
Hereditary hypophosphataemic rickets,hereditray hypopshphataemic rcikets,NO return
Primary hypercholesterolaemia,prirmary yheprcholesterolaemiw,NO return
Primary hypercholesterolaemia,paimary hpyerchlesterolaemkia,NO return
