MRA_term,Modified_term,SearcherReturned_term,State,Rank
Neuro-ophthalmological test normal,Neuro-ophthalmological test normal,Neuro-ophthalmological test abnormal,Unmatched,1st
Neutrophil chemotaxis normal,Neutrophil chemotaxis normal,Neutrophil chemotaxis abnormal,Unmatched,1st
Neutrophil count increased,Neutrophil count increased,Neutrophil count decreased,Unmatched,1st
Nodal marginal zone B-cell lymphoma stage III,Nodal marginal zone B-cell lymphoma stage III,Nodal marginal zone B-cell lymphoma stage II,Unmatched,1st
Nodal marginal zone B-cell lymphoma stage IV,Nodal marginal zone B-cell lymphoma stage IV,Nodal marginal zone B-cell lymphoma stage II,Unmatched,1st
Non-small cell lung cancer stage I,Non-small cell lung cancer stage I,Non-small cell lung cancer stage 0,Unmatched,1st
Non-small cell lung cancer stage III,Non-small cell lung cancer stage III,Non-small cell lung cancer stage II,Unmatched,1st
Non-small cell lung cancer stage IIIA,Non-small cell lung cancer stage IIIA,Non-small cell lung cancer stage II,Unmatched,1st
Non-small cell lung cancer stage IIIB,Non-small cell lung cancer stage IIIB,Non-small cell lung cancer stage II,Unmatched,1st
Non-small cell lung cancer stage IV,Non-small cell lung cancer stage IV,Non-small cell lung cancer stage II,Unmatched,1st
Non-Hodgkin's lymphoma stage III,Non-Hodgkin's lymphoma stage III,Non-Hodgkin's lymphoma stage II,Unmatched,1st
Non-Hodgkin's lymphoma stage IV,Non-Hodgkin's lymphoma stage IV,Non-Hodgkin's lymphoma stage II,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology aggressive stage III,Non-Hodgkin's lymphoma unspecified histology aggressive stage III,Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology indolent stage III,Non-Hodgkin's lymphoma unspecified histology indolent stage III,Non-Hodgkin's lymphoma unspecified histology indolent stage II,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Non-Hodgkin's lymphoma unspecified histology indolent stage II,Unmatched,1st
Norepinephrine increased,Norepinephrine increased,Norepinephrine decreased,Unmatched,1st
Normal labour,Normal labour,Abnormal labour,Unmatched,1st
Oculopneumoplethysmogram normal,Oculopneumoplethysmogram normal,Oculopneumoplethysmogram abnormal,Unmatched,1st
Oesophageal adenocarcinoma stage I,Oesophageal adenocarcinoma stage I,Oesophageal adenocarcinoma stage 0,Unmatched,1st
Oesophageal adenocarcinoma stage III,Oesophageal adenocarcinoma stage III,Oesophageal adenocarcinoma stage II,Unmatched,1st
Oesophageal adenocarcinoma stage IV,Oesophageal adenocarcinoma stage IV,Oesophageal adenocarcinoma stage II,Unmatched,1st
Oesophageal squamous cell carcinoma stage I,Oesophageal squamous cell carcinoma stage I,Oesophageal squamous cell carcinoma stage 0,Unmatched,1st
Oesophageal squamous cell carcinoma stage III,Oesophageal squamous cell carcinoma stage III,Oesophageal squamous cell carcinoma stage II,Unmatched,1st
Oesophageal squamous cell carcinoma stage IV,Oesophageal squamous cell carcinoma stage IV,Oesophageal squamous cell carcinoma stage II,Unmatched,1st
Oesophagoscopy normal,Oesophagoscopy normal,Oesophagoscopy abnormal,Unmatched,1st
Oestradiol increased,Oestradiol increased,Oestradiol decreased,Unmatched,1st
Oestriol decreased,Oestriol decreased,Oestradiol decreased,Unmatched,1st
Oestriol increased,Oestriol increased,Oestradiol decreased,Unmatched,1st
Oestriol normal,Oestriol normal,Oestradiol normal,Unmatched,1st
Oestrogens total urine increased,Oestrogens total urine increased,Oestrogens total urine decreased,Unmatched,1st
Opticokinetic nystagmus tests normal,Opticokinetic nystagmus tests normal,Opticokinetic nystagmus tests abnormal,Unmatched,1st
Oral candidiasis,Oral candidiasis,Anal candidiasis,Unmatched,1st
Oral pain,Oral pain,Gram stain,Unmatched,1st
Oropharyngeal cancer stage I,Oropharyngeal cancer stage I,Oropharyngeal cancer stage 0,Unmatched,1st
Oropharyngeal cancer stage III,Oropharyngeal cancer stage III,Oropharyngeal cancer stage II,Unmatched,1st
Osmolar gap normal,Osmolar gap normal,Osmolar gap abnormal,Unmatched,1st
Ovarian dysgerminoma stage III,Ovarian dysgerminoma stage III,Ovarian dysgerminoma stage II,Unmatched,1st
Ovarian dysgerminoma stage IV,Ovarian dysgerminoma stage IV,Ovarian dysgerminoma stage II,Unmatched,1st
Ovarian epithelial cancer stage III,Ovarian epithelial cancer stage III,Ovarian epithelial cancer stage II,Unmatched,1st
Ovarian epithelial cancer stage IV,Ovarian epithelial cancer stage IV,Ovarian epithelial cancer stage II,Unmatched,1st
Ovarian germ cell choriocarcinoma stage III,Ovarian germ cell choriocarcinoma stage III,Ovarian germ cell choriocarcinoma stage II,Unmatched,1st
Ovarian germ cell choriocarcinoma stage IV,Ovarian germ cell choriocarcinoma stage IV,Ovarian germ cell choriocarcinoma stage II,Unmatched,1st
Ovarian germ cell embryonal carcinoma stage III,Ovarian germ cell embryonal carcinoma stage III,Ovarian germ cell embryonal carcinoma stage II,Unmatched,1st
Ovarian germ cell embryonal carcinoma stage IV,Ovarian germ cell embryonal carcinoma stage IV,Ovarian germ cell embryonal carcinoma stage II,Unmatched,1st
Ovarian germ cell endodermal sinus tumour stage III,Ovarian germ cell endodermal sinus tumour stage III,Ovarian germ cell endodermal sinus tumour stage II,Unmatched,1st
Ovarian germ cell endodermal sinus tumour stage IV,Ovarian germ cell endodermal sinus tumour stage IV,Ovarian germ cell endodermal sinus tumour stage II,Unmatched,1st
Ovarian germ cell polyembryoma stage III,Ovarian germ cell polyembryoma stage III,Ovarian germ cell polyembryoma stage II,Unmatched,1st
Ovarian germ cell polyembryoma stage IV,Ovarian germ cell polyembryoma stage IV,Ovarian germ cell polyembryoma stage II,Unmatched,1st
Ovarian germ cell teratoma stage III,Ovarian germ cell teratoma stage III,Ovarian germ cell teratoma stage II,Unmatched,1st
Ovarian germ cell teratoma stage IV,Ovarian germ cell teratoma stage IV,Ovarian germ cell teratoma stage II,Unmatched,1st
Oxygen saturation increased,Oxygen saturation increased,Oxygen saturation decreased,Unmatched,1st
Oxygen saturation normal,Oxygen saturation normal,Oxygen saturation abnormal,Unmatched,1st
Oxytocin increased,Oxytocin increased,Oxytocin decreased,Unmatched,1st
Oxytocin normal,Oxytocin normal,Oxytocin abnormal,Unmatched,1st
Pain,Pain,Pain of skin,Unmatched,1st
Paracentesis ear normal,Paracentesis ear normal,Paracentesis ear abnormal,Unmatched,1st
Paracentesis eye,Paracentesis eye,Paracentesis ear,Unmatched,1st
Paracentesis eye abnormal,Paracentesis eye abnormal,Paracentesis ear abnormal,Unmatched,1st
Paracentesis eye normal,Paracentesis eye normal,Paracentesis ear abnormal,Unmatched,1st
Paranasal biopsy normal,Paranasal biopsy normal,Paranasal biopsy abnormal,Unmatched,1st
Paranasal sinus and nasal cavity malignant neoplasm stage I,Paranasal sinus and nasal cavity malignant neoplasm stage I,Paranasal sinus and nasal cavity malignant neoplasm stage 0,Unmatched,1st
Paranasal sinus and nasal cavity malignant neoplasm stage III,Paranasal sinus and nasal cavity malignant neoplasm stage III,Paranasal sinus and nasal cavity malignant neoplasm stage II,Unmatched,1st
Paranasal sinus and nasal cavity malignant neoplasm stage IV,Paranasal sinus and nasal cavity malignant neoplasm stage IV,Paranasal sinus and nasal cavity malignant neoplasm stage II,Unmatched,1st
PCO2 increased,PCO2 increased,PCO2 decreased,Unmatched,1st
Peak expiratory flow rate increased,Peak expiratory flow rate increased,Peak expiratory flow rate decreased,Unmatched,1st
Peak expiratory flow rate normal,Peak expiratory flow rate normal,Peak expiratory flow rate abnormal,Unmatched,1st
Penis carcinoma stage III,Penis carcinoma stage III,Penis carcinoma stage II,Unmatched,1st
Penis carcinoma stage IV,Penis carcinoma stage IV,Penis carcinoma stage II,Unmatched,1st
Penis disorder,Penis disorder,Panic disorder,Unmatched,1st
Peripheral T-cell lymphoma unspecified stage III,Peripheral T-cell lymphoma unspecified stage III,Peripheral T-cell lymphoma unspecified stage II,Unmatched,1st
Peripheral T-cell lymphoma unspecified stage IV,Peripheral T-cell lymphoma unspecified stage IV,Peripheral T-cell lymphoma unspecified stage II,Unmatched,1st
pH semen increased,pH semen increased,pH semen decreased,Unmatched,1st
pH urine increased,pH urine increased,pH urine decreased,Unmatched,1st
pH urine normal,pH urine normal,pH urine abnormal,Unmatched,1st
Pharyngeal cancer,Pharyngeal cancer,Laryngeal cancer,Unmatched,1st
Pharyngeal cancer recurrent,Pharyngeal cancer recurrent,Laryngeal cancer recurrent,Unmatched,1st
Pharyngeal cancer stage 0,Pharyngeal cancer stage 0,Laryngeal cancer stage 0,Unmatched,1st
Pharyngeal cancer stage I,Pharyngeal cancer stage I,Laryngeal cancer stage 0,Unmatched,1st
Pharyngeal cancer stage II,Pharyngeal cancer stage II,Laryngeal cancer stage II,Unmatched,1st
Pharyngeal cancer stage III,Pharyngeal cancer stage III,Laryngeal cancer stage II,Unmatched,1st
Pharyngeal cancer stage IV,Pharyngeal cancer stage IV,Laryngeal cancer stage II,Unmatched,1st
Pharyngeal oedema,Pharyngeal oedema,Laryngeal oedema,Unmatched,1st
Pharyngeal ulceration,Pharyngeal ulceration,Laryngeal ulceration,Unmatched,1st
Plasma viscosity normal,Plasma viscosity normal,Plasma viscosity abnormal,Unmatched,1st
Plasmin inhibitor increased,Plasmin inhibitor increased,Plasmin inhibitor decreased,Unmatched,1st
Plasminogen increased,Plasminogen increased,Plasminogen decreased,Unmatched,1st
Platelet adhesiveness increased,Platelet adhesiveness increased,Platelet adhesiveness decreased,Unmatched,1st
Platelet aggregation increased,Platelet aggregation increased,Platelet aggregation decreased,Unmatched,1st
Platelet count normal,Platelet count normal,Platelet count abnormal,Unmatched,1st
PO2 decreased,PO2 decreased,PCO2 decreased,Unmatched,1st
PO2 increased,PO2 increased,PCO2 decreased,Unmatched,1st
Positron emission tomogram normal,Positron emission tomogram normal,Positron emission tomogram abnormal,Unmatched,1st
Precursor B-lymphoblastic lymphoma stage III,Precursor B-lymphoblastic lymphoma stage III,Precursor B-lymphoblastic lymphoma stage II,Unmatched,1st
Precursor B-lymphoblastic lymphoma stage IV,Precursor B-lymphoblastic lymphoma stage IV,Precursor B-lymphoblastic lymphoma stage II,Unmatched,1st
Precursor T-lymphoblastic lymphoma/leukaemia stage III,Precursor T-lymphoblastic lymphoma/leukaemia stage III,Precursor T-lymphoblastic lymphoma/leukaemia stage II,Unmatched,1st
Precursor T-lymphoblastic lymphoma/leukaemia stage IV,Precursor T-lymphoblastic lymphoma/leukaemia stage IV,Precursor T-lymphoblastic lymphoma/leukaemia stage II,Unmatched,1st
Primary mediastinal large B-cell lymphoma stage III,Primary mediastinal large B-cell lymphoma stage III,Primary mediastinal large B-cell lymphoma stage II,Unmatched,1st
Primary mediastinal large B-cell lymphoma stage IV,Primary mediastinal large B-cell lymphoma stage IV,Primary mediastinal large B-cell lymphoma stage II,Unmatched,1st
Proctoscopy normal,Proctoscopy normal,Proctoscopy abnormal,Unmatched,1st
Prostate cancer stage I,Prostate cancer stage I,Prostate cancer stage 0,Unmatched,1st
Prostate cancer stage III,Prostate cancer stage III,Prostate cancer stage II,Unmatched,1st
Prostate cancer stage IV,Prostate cancer stage IV,Prostate cancer stage II,Unmatched,1st
Prostatic acid phosphatase normal,Prostatic acid phosphatase normal,Prostatic acid phosphatase abnormal,Unmatched,1st
Prostatic specific antigen increased,Prostatic specific antigen increased,Prostatic specific antigen decreased,Unmatched,1st
Protein albumin ratio increased,Protein albumin ratio increased,Protein albumin ratio decreased,Unmatched,1st
Protein albumin ratio normal,Protein albumin ratio normal,Protein albumin ratio abnormal,Unmatched,1st
Protein bound iodine increased,Protein bound iodine increased,Protein bound iodine decreased,Unmatched,1st
Protein total increased,Protein total increased,Protein total decreased,Unmatched,1st
Protein total normal,Protein total normal,Protein total abnormal,Unmatched,1st
Prothrombin level increased,Prothrombin level increased,Prothrombin level decreased,Unmatched,1st
Prothrombin level normal,Prothrombin level normal,Prothrombin level abnormal,Unmatched,1st
Prothrombin time normal,Prothrombin time normal,Prothrombin time abnormal,Unmatched,1st
Prothrombin time ratio increased,Prothrombin time ratio increased,Prothrombin time ratio decreased,Unmatched,1st
Pseudohermaphroditism male,Pseudohermaphroditism male,Pseudohermaphroditism female,Unmatched,1st
Pulmonary arterial wedge pressure increased,Pulmonary arterial wedge pressure increased,Pulmonary arterial wedge pressure decreased,Unmatched,1st
Pulmonary arterial wedge pressure normal,Pulmonary arterial wedge pressure normal,Pulmonary arterial wedge pressure abnormal,Unmatched,1st
Pulse pressure increased,Pulse pressure increased,Pulse pressure decreased,Unmatched,1st
Pulse pressure normal,Pulse pressure normal,Pulse pressure abnormal,Unmatched,1st
Punctate keratosis,Punctate keratosis,Punctate keratitis,Unmatched,1st
Pupillary disorder,Pupillary disorder,Capillary disorder,Unmatched,1st
Pupillary light reflex tests normal,Pupillary light reflex tests normal,Pupillary light reflex tests abnormal,Unmatched,1st
Pyelitis,Pyelitis,Myelitis,Unmatched,1st
Rash papular,Rash papular,Rash macular,Unmatched,1st
Reading disorder,Reading disorder,Eating disorder,Unmatched,1st
Rectal cancer stage I,Rectal cancer stage I,Rectal cancer stage 0,Unmatched,1st
Rectal cancer stage III,Rectal cancer stage III,Rectal cancer stage II,Unmatched,1st
Rectal cancer stage IV,Rectal cancer stage IV,Rectal cancer stage II,Unmatched,1st
Rectosigmoid cancer stage I,Rectosigmoid cancer stage I,Rectosigmoid cancer stage 0,Unmatched,1st
Rectosigmoid cancer stage III,Rectosigmoid cancer stage III,Rectosigmoid cancer stage II,Unmatched,1st
Rectosigmoid cancer stage IV,Rectosigmoid cancer stage IV,Rectosigmoid cancer stage II,Unmatched,1st
Red blood cell count increased,Red blood cell count increased,Red blood cell count decreased,Unmatched,1st
Red blood cell count normal,Red blood cell count normal,Red blood cell count abnormal,Unmatched,1st
Red blood cell microcytes present,Red blood cell microcytes present,Red blood cell macrocytes present,Unmatched,1st
Renal atrophy,Renal atrophy,Adrenal atrophy,Unmatched,1st
Renal cancer,Renal cancer,Rectal cancer,Unmatched,1st
Renal cancer recurrent,Renal cancer recurrent,Anal cancer recurrent,Unmatched,1st
Renal cancer stage I,Renal cancer stage I,Anal cancer stage 0,Unmatched,1st
Renal cancer stage II,Renal cancer stage II,Anal cancer stage II,Unmatched,1st
Renal cancer stage III,Renal cancer stage III,Anal cancer stage II,Unmatched,1st
Renal cancer stage IV,Renal cancer stage IV,Anal cancer stage II,Unmatched,1st
Renal cell carcinoma stage III,Renal cell carcinoma stage III,Renal cell carcinoma stage II,Unmatched,1st
Renal cell carcinoma stage IV,Renal cell carcinoma stage IV,Renal cell carcinoma stage II,Unmatched,1st
Renal disorder,Renal disorder,Adrenal disorder,Unmatched,1st
Renal haemorrhage,Renal haemorrhage,Adrenal haemorrhage,Unmatched,1st
Renal lesion excision,Renal lesion excision,Anal lesion excision,Unmatched,1st
Renal necrosis,Renal necrosis,Dental necrosis,Unmatched,1st
Renin increased,Renin increased,Renin decreased,Unmatched,1st
Renin normal,Renin normal,Renin abnormal,Unmatched,1st
Respiratory depth increased,Respiratory depth increased,Respiratory depth decreased,Unmatched,1st
Respiratory rate increased,Respiratory rate increased,Respiratory rate decreased,Unmatched,1st
Reticulocyte count increased,Reticulocyte count increased,Reticulocyte count decreased,Unmatched,1st
Reticulocyte count normal,Reticulocyte count normal,Reticulocyte count abnormal,Unmatched,1st
Retinal arteriovenous malformation,Retinal arteriovenous malformation,Renal arteriovenous malformation,Unmatched,1st
Retinal artery stenosis,Retinal artery stenosis,Renal artery stenosis,Unmatched,1st
Retinal artery thrombosis,Retinal artery thrombosis,Renal artery thrombosis,Unmatched,1st
Retinal cyst,Retinal cyst,Renal cyst,Unmatched,1st
Retinal cyst excision,Retinal cyst excision,Renal cyst excision,Unmatched,1st
Retinal disorder,Retinal disorder,Renal disorder,Unmatched,1st
Retinal haemorrhage,Retinal haemorrhage,Renal haemorrhage,Unmatched,1st
Retinal pigmentation,Retinal pigmentation,Retinal depigmentation,Unmatched,1st
Retinal scar,Retinal scar,Renal scan,Unmatched,1st
Retinal tear,Retinal tear,Retinal scar,Unmatched,1st
Retinal tumour excision,Retinal tumour excision,Renal tumour excision,Unmatched,1st
Retinal vasculitis,Retinal vasculitis,Renal vasculitis,Unmatched,1st
Retinal vein thrombosis,Retinal vein thrombosis,Renal vein thrombosis,Unmatched,1st
Rib fracture,Rib fracture,Hip fracture,Unmatched,1st
Rinne tuning fork test normal,Rinne tuning fork test normal,Rinne tuning fork test abnormal,Unmatched,1st
Salivary gland cancer stage I,Salivary gland cancer stage I,Salivary gland cancer stage 0,Unmatched,1st
Salivary gland cancer stage III,Salivary gland cancer stage III,Salivary gland cancer stage II,Unmatched,1st
Salivary gland cancer stage IV,Salivary gland cancer stage IV,Salivary gland cancer stage II,Unmatched,1st
Salpingo-oophorectomy unilateral,Salpingo-oophorectomy unilateral,Salpingo-oophorectomy bilateral,Unmatched,1st
Salpingogram normal,Salpingogram normal,Salpingogram abnormal,Unmatched,1st
Scan gallium normal,Scan gallium normal,Scan gallium abnormal,Unmatched,1st
Sciatic hernia,Sciatic hernia,Ischiatic hernia,Unmatched,1st
Selective IgM immunodeficiency,Selective IgM immunodeficiency,Selective IgA immunodeficiency,Unmatched,1st
Semen viscosity increased,Semen viscosity increased,Semen viscosity decreased,Unmatched,1st
Semen volume increased,Semen volume increased,Semen volume decreased,Unmatched,1st
Semen volume normal,Semen volume normal,Semen volume abnormal,Unmatched,1st
Seminal vesiculitis,Seminal vesiculitis,Retinal vasculitis,Unmatched,1st
Serum ferritin increased,Serum ferritin increased,Serum ferritin decreased,Unmatched,1st
Serum ferritin normal,Serum ferritin normal,Serum ferritin abnormal,Unmatched,1st
Sigmoidoscopy normal,Sigmoidoscopy normal,Sigmoidoscopy abnormal,Unmatched,1st
Single photon emission computerised tomogram normal,Single photon emission computerised tomogram normal,Single photon emission computerised tomogram abnormal,Unmatched,1st
Skeletal survey normal,Skeletal survey normal,Skeletal survey abnormal,Unmatched,1st
Skin hypopigmentation,Skin hypopigmentation,Skin hyperpigmentation,Unmatched,1st
Skull X-ray normal,Skull X-ray normal,Skull X-ray abnormal,Unmatched,1st
Slit-lamp tests normal,Slit-lamp tests normal,Slit-lamp tests abnormal,Unmatched,1st
Smear buccal normal,Smear buccal normal,Smear buccal abnormal,Unmatched,1st
Smear cervix normal,Smear cervix normal,Smear cervix abnormal,Unmatched,1st
Smear site unspecified normal,Smear site unspecified normal,Smear site unspecified abnormal,Unmatched,1st
Somatotropin suppression test normal,Somatotropin suppression test normal,Somatotropin suppression test abnormal,Unmatched,1st
Specific gravity urine normal,Specific gravity urine normal,Specific gravity urine abnormal,Unmatched,1st
Sperm analysis normal,Sperm analysis normal,Sperm analysis abnormal,Unmatched,1st
Spermatozoa morphology normal,Spermatozoa morphology normal,Spermatozoa morphology abnormal,Unmatched,1st
Spermatozoa progressive motility normal,Spermatozoa progressive motility normal,Spermatozoa progressive motility abnormal,Unmatched,1st
Spinal X-ray normal,Spinal X-ray normal,Spinal X-ray abnormal,Unmatched,1st
Spine malformation,Spine malformation,Skin malformation,Unmatched,1st
Spirometry normal,Spirometry normal,Spirometry abnormal,Unmatched,1st
Spleen disorder,Spleen disorder,Sleep disorder,Unmatched,1st
Splenic marginal zone lymphoma stage III,Splenic marginal zone lymphoma stage III,Splenic marginal zone lymphoma stage II,Unmatched,1st
Splenic marginal zone lymphoma stage IV,Splenic marginal zone lymphoma stage IV,Splenic marginal zone lymphoma stage II,Unmatched,1st
Stroke volume increased,Stroke volume increased,Stroke volume decreased,Unmatched,1st
Sulphaemoglobin increased,Sulphaemoglobin increased,Sulphaemoglobin decreased,Unmatched,1st
Superficial spreading melanoma stage III,Superficial spreading melanoma stage III,Superficial spreading melanoma stage II,Unmatched,1st
Superficial spreading melanoma stage IV,Superficial spreading melanoma stage IV,Superficial spreading melanoma stage II,Unmatched,1st
T-cell lymphoma,T-cell lymphoma,B-cell lymphoma,Unmatched,1st
T-cell lymphoma recurrent,T-cell lymphoma recurrent,B-cell lymphoma recurrent,Unmatched,1st
T-cell lymphoma refractory,T-cell lymphoma refractory,B-cell lymphoma refractory,Unmatched,1st
T-cell lymphoma stage I,T-cell lymphoma stage I,B-cell lymphoma stage I,Unmatched,1st
T-cell lymphoma stage II,T-cell lymphoma stage II,B-cell lymphoma stage II,Unmatched,1st
T-cell lymphoma stage III,T-cell lymphoma stage III,B-cell lymphoma stage II,Unmatched,1st
T-cell lymphoma stage IV,T-cell lymphoma stage IV,B-cell lymphoma stage II,Unmatched,1st
T-cell type acute leukaemia,T-cell type acute leukaemia,B-cell type acute leukaemia,Unmatched,1st
T-cell unclassifiable lymphoma high grade,T-cell unclassifiable lymphoma high grade,B-cell unclassifiable lymphoma high grade,Unmatched,1st
T-cell unclassifiable lymphoma low grade,T-cell unclassifiable lymphoma low grade,B-cell unclassifiable lymphoma low grade,Unmatched,1st
Tarsal tunnel decompression,Tarsal tunnel decompression,Carpal tunnel decompression,Unmatched,1st
Tarsal tunnel syndrome,Tarsal tunnel syndrome,Carpal tunnel syndrome,Unmatched,1st
Testicular choriocarcinoma stage III,Testicular choriocarcinoma stage III,Testicular choriocarcinoma stage II,Unmatched,1st
Testicular embryonal carcinoma stage III,Testicular embryonal carcinoma stage III,Testicular embryonal carcinoma stage II,Unmatched,1st
Testicular germ cell tumour mixed stage III,Testicular germ cell tumour mixed stage III,Testicular germ cell tumour mixed stage II,Unmatched,1st
Testicular malignant teratoma stage III,Testicular malignant teratoma stage III,Testicular malignant teratoma stage II,Unmatched,1st
Testicular seminoma (pure) stage III,Testicular seminoma (pure) stage III,Testicular seminoma (pure) stage II,Unmatched,1st
Testicular yolk sac tumour stage III,Testicular yolk sac tumour stage III,Testicular yolk sac tumour stage II,Unmatched,1st
Therapeutic response increased,Therapeutic response increased,Therapeutic response decreased,Unmatched,1st
Thermogram normal,Thermogram normal,Thermogram abnormal,Unmatched,1st
Thymol turbidity test normal,Thymol turbidity test normal,Thymol turbidity test abnormal,Unmatched,1st
Thyroid function test normal,Thyroid function test normal,Thyroid function test abnormal,Unmatched,1st
Thyroid releasing hormone challenge test normal,Thyroid releasing hormone challenge test normal,Thyroid releasing hormone challenge test abnormal,Unmatched,1st
Thyroxine increased,Thyroxine increased,Thyroxine decreased,Unmatched,1st
Thyroxine normal,Thyroxine normal,Thyroxine abnormal,Unmatched,1st
Topography corneal normal,Topography corneal normal,Topography corneal abnormal,Unmatched,1st
Total lung capacity normal,Total lung capacity normal,Total lung capacity abnormal,Unmatched,1st
Transferrin increased,Transferrin increased,Transferrin decreased,Unmatched,1st
Tri-iodothyronine increased,Tri-iodothyronine increased,Tri-iodothyronine decreased,Unmatched,1st
Tri-iodothyronine normal,Tri-iodothyronine normal,Tri-iodothyronine abnormal,Unmatched,1st
Tri-iodothyronine uptake increased,Tri-iodothyronine uptake increased,Tri-iodothyronine uptake decreased,Unmatched,1st
Trisomy 13,Trisomy 13,Trisomy 11,Unmatched,1st
Trisomy 21,Trisomy 21,Trisomy 11,Unmatched,1st
Trisomy 22,Trisomy 22,Trisomy 11,Unmatched,1st
Turner's syndrome,Turner's syndrome,Horner's syndrome,Unmatched,1st
Tympanometry normal,Tympanometry normal,Tympanometry abnormal,Unmatched,1st
Type IIa hyperlipidaemia,Type IIa hyperlipidaemia,Type II hyperlipidaemia,Unmatched,1st
Type IIb hyperlipidaemia,Type IIb hyperlipidaemia,Type II hyperlipidaemia,Unmatched,1st
Ultrasound antenatal screen normal,Ultrasound antenatal screen normal,Ultrasound antenatal screen abnormal,Unmatched,1st
Ultrasound bladder normal,Ultrasound bladder normal,Ultrasound bladder abnormal,Unmatched,1st
Ultrasound breast normal,Ultrasound breast normal,Ultrasound breast abnormal,Unmatched,1st
Ultrasound Doppler normal,Ultrasound Doppler normal,Ultrasound Doppler abnormal,Unmatched,1st
Ultrasound eye normal,Ultrasound eye normal,Ultrasound eye abnormal,Unmatched,1st
Ultrasound kidney normal,Ultrasound kidney normal,Ultrasound kidney abnormal,Unmatched,1st
Ultrasound liver normal,Ultrasound liver normal,Ultrasound liver abnormal,Unmatched,1st
Ultrasound prostate normal,Ultrasound prostate normal,Ultrasound prostate abnormal,Unmatched,1st
Ultrasound scan vagina normal,Ultrasound scan vagina normal,Ultrasound scan vagina abnormal,Unmatched,1st
Ultrasound skull normal,Ultrasound skull normal,Ultrasound skull abnormal,Unmatched,1st
Urea urine increased,Urea urine increased,Urea urine decreased,Unmatched,1st
Urea urine normal,Urea urine normal,Urea urine abnormal,Unmatched,1st
Ureteroscopy normal,Ureteroscopy normal,Ureteroscopy abnormal,Unmatched,1st
Urethritis gonococcal,Urethritis gonococcal,Arthritis gonococcal,Unmatched,1st
Urine electrophoresis normal,Urine electrophoresis normal,Urine electrophoresis abnormal,Unmatched,1st
Urine osmolarity increased,Urine osmolarity increased,Urine osmolarity decreased,Unmatched,1st
Urine potassium increased,Urine potassium increased,Urine potassium decreased,Unmatched,1st
Urine sodium increased,Urine sodium increased,Urine sodium decreased,Unmatched,1st
Uterine hypotonus,Uterine hypotonus,Uterine hypertonus,Unmatched,1st
Vaginal cancer stage I,Vaginal cancer stage I,Vaginal cancer stage 0,Unmatched,1st
Vaginal cancer stage III,Vaginal cancer stage III,Vaginal cancer stage II,Unmatched,1st
Vaginal cancer stage IVA,Vaginal cancer stage IVA,Vaginal cancer stage I,Unmatched,1st
Vaginal cancer stage IVB,Vaginal cancer stage IVB,Vaginal cancer stage I,Unmatched,1st
Vascular resistance systemic increased,Vascular resistance systemic increased,Vascular resistance systemic decreased,Unmatched,1st
Vasopressin challenge test normal,Vasopressin challenge test normal,Vasopressin challenge test abnormal,Unmatched,1st
Vein discolouration,Vein discolouration,Skin discolouration,Unmatched,1st
Vein disorder,Vein disorder,Skin disorder,Unmatched,1st
Venogram normal,Venogram normal,Venogram abnormal,Unmatched,1st
Venogram renal normal,Venogram renal normal,Venogram renal abnormal,Unmatched,1st
Venous pressure increased,Venous pressure increased,Venous pressure decreased,Unmatched,1st
Venous pressure jugular increased,Venous pressure jugular increased,Venous pressure jugular decreased,Unmatched,1st
Venous pressure jugular normal,Venous pressure jugular normal,Venous pressure jugular abnormal,Unmatched,1st
Ventilation/perfusion scan normal,Ventilation/perfusion scan normal,Ventilation/perfusion scan abnormal,Unmatched,1st
Very low density lipoprotein increased,Very low density lipoprotein increased,Very low density lipoprotein decreased,Unmatched,1st
Very low density lipoprotein normal,Very low density lipoprotein normal,Very low density lipoprotein abnormal,Unmatched,1st
Vestibular disorder,Vestibular disorder,Testicular disorder,Unmatched,1st
Vestibular function test normal,Vestibular function test normal,Vestibular function test abnormal,Unmatched,1st
VIIth nerve injury,VIIth nerve injury,IVth nerve injury,Unmatched,1st
Vipoma,Vipoma,Lipoma,Unmatched,1st
Viral infection,Viral infection,Oral viral infection,Unmatched,1st
Visual acuity tests normal,Visual acuity tests normal,Visual acuity tests abnormal,Unmatched,1st
Visual evoked potentials normal,Visual evoked potentials normal,Visual evoked potentials abnormal,Unmatched,1st
Visual field tests normal,Visual field tests normal,Visual field tests abnormal,Unmatched,1st
Vital capacity normal,Vital capacity normal,Vital capacity abnormal,Unmatched,1st
Vitamin B12 absorption test normal,Vitamin B12 absorption test normal,Vitamin B12 absorption test abnormal,Unmatched,1st
Vitamin B12 deficiency,Vitamin B12 deficiency,Vitamin B1 deficiency,Unmatched,1st
Vitamin B12 increased,Vitamin B12 increased,Vitamin B12 decreased,Unmatched,1st
