MRA_term,Modified_term,SearcherReturned_term,State,Rank
Trisomy 16,Trisomy 16,Trisomy 13,Unmatched,2nd
Carbohydrate antigen 72-4 increased,Carbohydrate antigen 72-4 increased,Carbohydrate antigen 19-9 increased,Unmatched,2nd
Incision site paraesthesia,Incision site paraesthesia,Infusion site anaesthesia,Unmatched,2nd
Eye infarction,Eye infarction,Eye infection,Unmatched,2nd
Glycogen storage disease type IX,Glycogen storage disease type IX,Glycogen storage disease type IV,Unmatched,2nd
Monocyte chemotactic protein-2 decreased,Monocyte chemotactic protein-2 decreased,Monocyte chemotactic protein-2 increased,Unmatched,2nd
Electrocardiogram P wave,Electrocardiogram P wave,Electrocardiogram J wave,Unmatched,2nd
Renal hamartoma,Renal hamartoma,Adrenal haematoma,Unmatched,2nd
CYP3A5 polymorphism,CYP3A5 polymorphism,CYP3A4 polymorphism,Unmatched,2nd
Troponin C,Troponin C,Troponin T,Unmatched,2nd
Apolipoprotein E increased,Apolipoprotein E increased,Apolipoprotein B increased,Unmatched,2nd
BRASH syndrome,BRASH syndrome,Barth syndrome,Unmatched,2nd
Hypervitaminosis B,Hypervitaminosis B,Hypervitaminosis D,Unmatched,2nd
Genital anaesthesia,Genital anaesthesia,Genital paraesthesia,Unmatched,2nd
PASH syndrome,PASH syndrome,BRASH syndrome,Unmatched,2nd
CALR gene mutation,CALR gene mutation,CBL gene mutation,Unmatched,2nd
Flood syndrome,Flood syndrome,Good syndrome,Unmatched,2nd
