unfoundTokens,addedTokens,count
hole,test,1
eating,reading,1
home,coma,1
home,swelling,1
hostility,aggression,1
hot,job,1
housing,holding,1
gasping,pash,1
human,homans,1
hunger,crime,1
hunger,starvation,1
eating,death,1
hungry,first,1
hydrophobia,rabies,1
hydrops,biopsy,1
lag,banging,1
culture,rupture,1
language,speech,1
chance,hand,1
nodal,widal,1
nipple,teeth,1
nipple,rib,1
foot,leg,1
nipple,hiv,1
nipple,heat,1
neurosis,neuritis,1
nerve,back,1
nest,chest,1
nervousness,mumps,1
nerve,trunk,1
nerve,head,1
nerve,chest,1
nerve,brain,1
non,anion,1
central,red,1
cells,cell,1
cd8,hdl,1
cd4,ldl,1
nose,bone,1
foot,food,1
cd20,cd25,1
nut,calr,1
nut,egfr,1
catastrophic,skin,1
casts,cyst,1
obstruction,blood,1
occlusion,reocclusion,1
occlusion,shock,1
ocular,macular,1
ocular,otic,1
nerve,blast,1
nephrosclerosis,nephroangiosclerosis,1
ocular,viral,1
nail,food,1
charge,steal,1
chest,blast,1
chest,bursa,1
nail,jaw,1
chest,rest,1
nail,foot,1
nail,fat,1
chance,rib,1
child,kbg,1
nail,croup,1
nail,cone,1
child,mirror,1
child,weaver,1
nail,blast,1
nail,past,1
nasal,adenoidal,1
charge,ross,1
charge,good,1
foot,neck,1
charge,candle,1
nat1,nat2,1
nausea,shock,1
neck,back,1
neck,cervix,1
necromania,neutrophilia,1
charge,bloom,1
charge,blau,1
charge,aase,1
nephritic,nephrotic,1
nephroangiosclerosis,nephrosclerosis,1
nephropathy,nephritis,1
ocular,septic,1
odour,sarcoma,1
chills,cholera,1
fold,bed,1
pallor,papule,1
c,n,1
pallor,lividity,1
cachexia,fasting,1
pale,care,1
palate,oxalate,1
pains,nail,1
pain,man,1
pains,infection,1
pain,wart,1
food,blood,1
cancer,oral,1
candle,3m,1
candle,nager,1
c,i,1
pancreas,pancreatic,1
pancreatic,pancreas,1
papilloma,vipoma,1
foetalis,foetal,1
paralysis,palsy,1
paralysis,pulse,1
parasitic,parasite,1
parent,rest,1
parent,sharing,1
partial,atrial,1
partial,non,1
buttock,chest,1
pelvis,penis,1
bursal,burn,1
eye,head,1
penile,penis,1
pain,purging,1
capacity,opacity,1
odour,scan,1
care,face,1
face,load,1
oral,portal,1
oral,hiv,1
care,caries,1
oral,anal,1
operational,use,1
foot,bone,1
capsule,capsular,1
care,rash,1
care,scale,1
carrier,wearer,1
oedema,enema,1
foot,bursal,1
cast,salt,1
oral,zika,1
orbit,adrenal,1
care,attrition,1
organ,oral,1
ossicle,bone,1
overlap,blau,1
overlap,intersection,1
overload,lag,1
oxycephaly,macrocephaly,1
card9,acad9,1
carbuncle,caruncle,1
carbohydrate,disaccharide,1
pacemaker,aase,1
pacemaker,phaces,1
pain,boil,1
pain,brain,1
capturing,alarm,1
child,xyy,1
chills,coma,1
culture,retirement,1
cross,oral,1
crest,cec,1
listless,restlessness,1
crest,copa,1
cross,ear,1
cross,nail,1
lip,rash,1
lip,lid,1
crush,brash,1
cross,skin,1
fracture,breast,1
lip,hip,1
crush,3m,1
crush,aase,1
lip,barium,1
fracture,back,1
localised,face,1
localised,heat,1
loss,gain,1
loss,pain,1
luxation,fixation,1
crease,spasm,1
macroangiopathy,microangiopathy,1
crease,sex,1
magical,vaginal,1
mahler,mallet,1
crease,rash,1
male,mass,1
male,viral,1
craving,test,1
management,damage,1
management,dissection,1
crush,blau,1
crush,crest,1
mapping,mass,1
crying,rash,1
learning,eye,1
crusting,cyst,1
learning,bone,1
crying,crime,1
crying,infant,1
lead,lag,1
crying,screaming,1
limb,arm,1
crying,swelling,1
cuboid,cobb,1
laziness,alexia,1
laxity,lock,1
late,early,1
culture,renin,1
learning,taste,1
fracture,clicking,1
crush,hellp,1
lesion,wound,1
lethargy,sluggishness,1
level,eye,1
crush,head,1
lice,lichen,1
crush,ear,1
licking,sucking,1
lid,head,1
lid,lip,1
life,lip,1
life,liver,1
light,dark,1
light,heavy,1
light,wrap,1
manipulation,hanging,1
mark,care,1
myelitis,myositis,1
choking,fasting,1
mouth,hiv,1
mouth,back,1
morose,gout,1
morose,dellen,1
foot,tooth,1
choking,fall,1
mole,molar,1
choroid,thyroid,1
mole,bone,1
choking,mass,1
mixed,urge,1
cholestasis,aphonia,1
mite,milk,1
chondrodystrophy,chondroplasty,1
choking,chorea,1
mouth,route,1
mouth,smear,1
mouth,tooth,1
mouth,ulcer,1
movement,bone,1
movement,emotional,1
choking,cholera,1
foot,open,1
murmur,flutter,1
chloasma,melaena,1
chills,pica,1
chills,illness,1
muscle,spine,1
chills,fall,1
muscular,vascular,1
myalgia,myokymia,1
mineral,mitral,1
circumcised,circumcision,1
marrow,fat,1
copper,pain,1
constipation,dellen,1
mass,pulse,1
mass,muscle,1
mass,mole,1
mass,measles,1
convulsion,contusion,1
cortex,cortical,1
circumcision,circumcised,1
cortical,cervical,1
cortical,cortex,1
cortical,cortisol,1
cow,csf,1
mass,base,1
marrow,rib,1
mass,sex,1
colpocele,varicocele,1
colon,cold,1
cold,mood,1
mass,test,1
mass,zinc,1
mastication,conduction,1
fountain,rett,1
mastopathy,gastropathy,1
material,lead,1
coating,supply,1
formulation,preparation,1
coagulation,flat,1
clumsiness,incest,1
form,formulation,1
clicking,pain,1
cleft,urine,1
injury,shunt,1
