MRA_term,Modified_term,SearcherReturned_term,State,Rank
Hepatitis B antigen positive,hpbatitis b anitgn psositiv,Hepatitis E antigen positive,Unmatched,3rd
Hepatitis B antigen positive,vhepatitiq b cntihgen powitcve,Hepatitis E antigen positive,Unmatched,3rd
Hepatitis B antigen positive,hevptitis b anigne posijiv,Hepatitis E antigen positive,Unmatched,3rd
Hysterocele,hpysrocele,Hydrocele female,Unmatched,3rd
Plateletcrit normal,plateleci onrmar,Platelet aggregation normal,Unmatched,3rd
Palatectomy,mnltectomy,Simple mastectomy,Unmatched,3rd
Nail injury,nal injucfry,Ear injury,Unmatched,3rd
Hepatitis A virus test,haeptitis a viurs tet,Hepatitis D virus test,Unmatched,3rd
Hepatitis A virus test,hptitis a virsu tecst,Hepatitis D virus test,Unmatched,3rd
Hepatitis A virus test,heptaitois a virum tesi,Hepatitis D virus test,Unmatched,3rd
Hepatitis A virus test,mhepatqitis a wirus etst,Hepatitis D virus test,Unmatched,3rd
Hepatitis A virus test,hepapzitis a vrius est,Hepatitis D virus test,Unmatched,3rd
Hepatitis E virus test positive,heppattiis e vrius etst opsitivh,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis E virus test positive,hpxatitis e vius tet posikivg,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis E virus test positive,hpeatiis e irus west poisive,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis E virus test positive,hepattnis e viru mest pouitivh,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis E virus test positive,ehpattiis e vrius tet opsitiv,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis D virus test positive,hepatrtls d virusp tet ositite,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis D virus test positive,zepattis d viurs etst opsstive,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis D virus test positive,exatitis d ivrus est mpsitive,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis D virus test positive,hpetitis d viraus tes poitgve,Hepatitis C virus test positive,Unmatched,3rd
Hepatitis D virus test positive,hqeatitis d virnus tesnt posiktiev,Hepatitis C virus test positive,Unmatched,3rd
Trisomy 9,rtitomy 9,Trisomy 21,Unmatched,3rd
Trisomy 9,triolomy 9,Trisomy 21,Unmatched,3rd
Trisomy 9,toismoy 9,Trisomy 21,Unmatched,3rd
Trisomy 9,tisoym 9,Trisomy 21,Unmatched,3rd
Trisomy 9,triso 9,Trisomy 21,Unmatched,3rd
Trisomy 14,srsiomy 14,Trisomy 21,Unmatched,3rd
Trisomy 14,peisomy 14,Trisomy 21,Unmatched,3rd
Trisomy 14,trisy 14,Trisomy 21,Unmatched,3rd
Trisomy 14,tziasomy 14,Trisomy 21,Unmatched,3rd
Trisomy 14,tirsmy 14,Trisomy 21,Unmatched,3rd
Lipoinjection,pionjection,Periocular injection,Unmatched,3rd
Hepatitis A antigen,heatwitis a antig,Hepatitis B antigen,Unmatched,3rd
Hepatitis A antigen,hdpavitis a antbgien,Hepatitis B antigen,Unmatched,3rd
Hepatitis A antigen,heqataitis a aigen,Hepatitis B antigen,Unmatched,3rd
Hepatitis A antigen,ehvatitis a aintgen,Hepatitis B antigen,Unmatched,3rd
Thyroplasty,rthoplasty,Knee arthroplasty,Unmatched,3rd
Limb fracture,lim aractue,Rib fracture,Unmatched,3rd
Hair injury,hiar neury,Heart injury,Unmatched,3rd
Hair injury,har insjry,Heart injury,Unmatched,3rd
Hair injury,air inudry,Nail injury,Unmatched,3rd
Hepatitis E virus test,heptitxs e ivrus tes,Hepatitis D virus test,Unmatched,3rd
Hepatitis E virus test,hepaitts e vrus est,Hepatitis D virus test,Unmatched,3rd
Hepatitis E virus test,haevatitis e viru tesj,Hepatitis D virus test,Unmatched,3rd
Hepatitis E virus test,hkaptitis e vrus tet,Hepatitis D virus test,Unmatched,3rd
Hepatitis E virus test,hpeatiis e viruus teit,Hepatitis D virus test,Unmatched,3rd
Factor VII inhibition,kfrctor ivi inhigbitison,Factor V inhibition,Unmatched,3rd
HLA-A*3101 assay positive,la a 1301 assya opsitije,HLA-B*5701 assay positive,Unmatched,3rd
Bradyphagia,raphagia,Aphakia congenital,Unmatched,3rd
XXX syndrome,xxi syndrov,XYY syndrome,Unmatched,3rd
XXX syndrome,xxb sodrome,XYY syndrome,Unmatched,3rd
Chagoma,acgoma,Coma,Unmatched,3rd
Froin's syndrome,frin' tysndrome,Locked-in syndrome,Unmatched,3rd
Tenoplasty,tgoplasty,Anoplasty,Unmatched,3rd
Synaesthesia,naesthesai,General anaesthesia,Unmatched,3rd
Fistulotomy,fistulmy,Arteriovenous fistula,Unmatched,3rd
Trisomy 4p,twrisom 4p,Trisomy 21,Unmatched,3rd
Trisomy 4p,trifosmy 4p,Trisomy 21,Unmatched,3rd
Trisomy 4p,trasomyw 4p,Trisomy 21,Unmatched,3rd
Trisomy 4p,tsrisozy 4p,Trisomy 21,Unmatched,3rd
Trisomy 4p,trxsmy 4p,Trisomy 21,Unmatched,3rd
Illness,ilelss,Ileus paralytic,Unmatched,3rd
Listeraemia,listemeia,Listeria sepsis,Unmatched,3rd
Trisomy 16,ltisomy 16,Trisomy 21,Unmatched,3rd
Trisomy 16,qriseomy 16,Trisomy 21,Unmatched,3rd
Trisomy 16,tisom 16,Trisomy 21,Unmatched,3rd
Trisomy 16,trsomt 16,Trisomy 21,Unmatched,3rd
Trisomy 16,rtpsomy 16,Trisomy 21,Unmatched,3rd
Reflex test,refxl tet,Renal function test,Unmatched,3rd
Troponin C,tropein c,Protein S,Unmatched,3rd
Foreign body in throat,forrein boyd in thart,Foreign body in urogenital tract,Unmatched,3rd
PASH syndrome,cash ydrome,BRASH syndrome,Unmatched,3rd
PASH syndrome,rash suyndroem,Ross syndrome,Unmatched,3rd
NR5A1 gene mutation,nra1 gyne mutaitn,NPM1 gene mutation,Unmatched,3rd
