MRA_term,Modified_term,State
Gastrointestinal pain,gastrofinetstinral payin,NO return
Gastrointestinal pain,agntroitnestinal apin,NO return
Gastrointestinal pain,gmastroiqntestonal pai,NO return
Gastrointestinal perforation,gsatropixtestinal permoratoin,NO return
Gastrointestinal perforation,gasrointesynial pezrforatino,NO return
Gastrointestinal perforation,gastroinwertinae precforation,NO return
Gastrointestinal perforation,giajrointestinal perfoartoin,NO return
Gastrointestinal perforation,agszrkintestinal eprforatio,NO return
Gastrointestinal stenosis,gastjointestainl stenosisb,NO return
Gastrointestinal stenosis,gastrointeastgjnal stenosij,NO return
Gastrointestinal stenosis,gasrointestnl tsenosis,NO return
Gastrointestinal stenosis,gastruontmstinal sqenosis,NO return
Gastrointestinal stenosis,gastroinestila stsenosis,NO return
Gastrointestinal tract mucosal discolouration,gastqrnotestinal trnact mucosax discolouaion,NO return
Gastrointestinal tract mucosal discolouration,gastrdintesinla rtact vucosal disciolouraiton,NO return
Gastrointestinal tract mucosal discolouration,gasrtointetina utract mucosa discioalouration,NO return
Gastrointestinal tract mucosal discolouration,gastrointemsianl trct mcuosal discookuration,NO return
Gastrointestinal tract mucosal discolouration,glstrointstginal tracf mucaosal riscoluoration,NO return
Genitalia external ambiguous,genailia extirnal amibguuos,NO return
Genitourinary chlamydia infection,geniatourinayr chlamlyia infcsetion,NO return
Giant cell arteritis,gian ell aerritis,NO return
Gilbert's syndrome,goilbert' syndrrme,NO return
Gingival recession,ginbival eprcession,NO return
Gingivitis ulcerative,ginvgitis ulcqeravtive,NO return
Glaucomatocyclitic crises,gladucomatovcyclitci lcrises,NO return
Glaucomatocyclitic crises,glaucoaocyiclitic czises,NO return
Glaucomatocyclitic crises,glaucoamtocyclic crisesn,NO return
Glaucomatocyclitic crises,glaumoatocyclitc crses,NO return
Glaucomatocyclitic crises,glaucomatgpctyclitic mcrises,NO return
Glioblastoma multiforme,gliobsltoma multifqme,NO return
Glomerular filtration rate,gowlmerular xeltration hate,NO return
Glomerular filtration rate normal,glomebrulayr ftiration wrate normla,NO return
Glomerulonephritis,glomeruolnehritsi,NO return
Glomerulonephritis,glomesulonheritis,NO return
Glomerulonephritis,glomirhulonepehritis,NO return
Glomerulonephritis,lomerudlnephritis,NO return
Glomerulonephritis,glomeruloknephrgtiq,NO return
Glomerulonephritis acute,gvomerulonephrsxitis acte,NO return
Glomerulonephritis acute,glomieruloneplritvis acutbe,NO return
Glomerulonephritis acute,gogrulonephritis acuje,NO return
Glomerulonephritis acute,lgxomerulonepritis alute,NO return
Glomerulonephritis acute,glopmruxonephritis akute,NO return
Glomerulonephritis chronic,glomerlopeprhitis ctronic,NO return
Glomerulonephritis chronic,glomeruolnephribs chrwonic,NO return
Glomerulonephritis chronic,glomeruloenphtritms hcronic,NO return
Glomerulonephritis chronic,glomerulonxephrieism hcronic,NO return
Glomerulonephritis chronic,gjlofmeruloeephritis clhronic,NO return
Glomerulonephritis membranoproliferative,glomerulonehwiftis memrraaoprolifreativ,NO return
Glomerulonephritis membranoproliferative,glooerulonephtis membpankpoliferacive,NO return
Glomerulonephritis membranoproliferative,glomkeurloneparitis mqmbrnaorolifeartive,NO return
Glomerulonephritis membranoproliferative,glomeirueolnephritis melbdanouproliferqtive,NO return
Glomerulonephritis membranoproliferative,glomeruklonpehritjs mmebrnaoproliferaivte,NO return
Glomerulonephritis membranous,glomreuloeyhritis memobfanous,NO return
Glomerulonephritis membranous,glomerulonypehitis mqmbranods,NO return
Glomerulonephritis membranous,glomrulovephriti fembranosu,NO return
Glomerulonephritis membranous,glomerulonegrhits memrbanus,NO return
Glomerulonephritis membranous,gqomerulonephriitp mebmradous,NO return
Glomerulonephritis minimal lesion,gllmeurloenphritis minqmal lesionw,NO return
Glomerulonephritis minimal lesion,olomeulonephrqitis minamal lesino,NO return
Glomerulonephritis minimal lesion,glomerulonepohriist mniimal lsion,NO return
Glomerulonephritis minimal lesion,gloamerluonephrits miinmal lesiox,NO return
Glomerulonephritis minimal lesion,glokmerulophritis minimaml lesioy,NO return
Glomerulonephritis proliferative,glomerulopnhriits proliferajivv,NO return
Glomerulonephritis proliferative,qomezrulonephritis roliferatsive,NO return
Glomerulonephritis proliferative,glomerulnehprtiis prolifreutive,NO return
Glomerulonephritis proliferative,glomeruloneriits prdliferaztive,NO return
Glomerulonephritis proliferative,glomerualonephrctiu prolieratiev,NO return
Glomerulonephritis rapidly progressive,glomerlonhritis rapidsly progessivze,NO return
Glomerulonephritis rapidly progressive,glomjerulonephlritisy raopidly pkorgessive,NO return
Glomerulonephritis rapidly progressive,glometruloneyphriis rzpidly prtgresssive,NO return
Glomerulonephritis rapidly progressive,glomreuloneprhithis rapgdly pogrsesive,NO return
Glomerulonephritis rapidly progressive,glbterulonepvritis rapdily prorgessiev,NO return
Glossopharyngeal neuralgia,glososphaygneal enualgia,NO return
Glossopharyngeal neuralgia,glossoperyngeagl nexralga,NO return
Glossopharyngeal neuralgia,glsssophaynteal neurjgia,NO return
Glossopharyngeal neuralgia,glossoharnysgeal qeualgia,NO return
Glossopharyngeal neuralgia,glousopharyngaes uneralgia,NO return
Glucocorticoids increased,glucocorctiozids increajd,NO return
Glucocorticoids increased,glucocotircwids incrase,NO return
Glucocorticoids increased,glucooztijoids nyicreased,NO return
Glucocorticoids increased,pucocortigoids inreasxd,NO return
Glucocorticoids increased,glucacoticois incrteasd,NO return
Glucocorticoids normal,lgucocorticidc noraml,NO return
Glucocorticoids normal,glucocotiqoidse nomal,NO return
Glucocorticoids normal,glfcoecyrticoids knormal,NO return
Glucocorticoids normal,glubocortocids normdal,NO return
Glucocorticoids normal,glucopcoticoivds nvrmal,NO return
Glucose tolerance increased,gluchse tlaoerance intqreased,NO return
Glucose-6-phosphate dehydrogenase deficiency,glcuose 6 phospaihte defhydroeenase edfiicency,NO return
Glycosylated haemoglobin decreased,gclosylated haemogolpbin decersed,NO return
Gnathostomiasis,ggahhostomiais,NO return
Gnathostomiasis,gzathostomicass,NO return
Gnathostomiasis,gnathmsttmiais,NO return
Gnathostomiasis,gnathoskomiss,NO return
Gnathostomiasis,gnatohstomiasni,NO return
Granulocytopenia,grantulotopenia,NO return
Granulocytopenia,granelojytopeina,NO return
Granulocytopenia,ranluocytopenai,NO return
Granulocytopenia,granluocyitopenai,NO return
Granulocytopenia,gatuocytopenia,NO return
Granulocytopenia neonatal,graulokcytopeia negnatal,NO return
Granulocytopenia neonatal,grunulocgopenia eonatal,NO return
Granulocytopenia neonatal,grnafuldocytopenia neonatla,NO return
Granulocytopenia neonatal,granyulqytopenia neonatals,NO return
Granulocytopenia neonatal,grahnuloctopneia nonatal,NO return
Granulocytosis,grnyaulocytosis,NO return
Haemangioblastoma,haemaggoblastmma,NO return
Haemangioblastoma,haemaghioblasoma,NO return
Haemangioblastoma,haemagioblasomsa,NO return
Haemangioblastoma,faemangioybastoma,NO return
Haemangioblastoma,haemangiwbqastoha,NO return
Haemangiopericytoma,haemanpgioperictom,NO return
Haemangiopericytoma,haemagnipeyicytoma,NO return
Haemangiopericytoma,hbemaangiopericjytoma,NO return
Haemangiopericytoma,ahemangioperciygtoma,NO return
Haemangiopericytoma,haemanbipericyteoma,NO return
Haemangiopericytoma of meninges,whaemanqioepricytoma of meminges,NO return
Haemangiopericytoma of meninges,haemangpiericytzoma of mmninges,NO return
Haemangiopericytoma of meninges,hameagniopericttoma of meningeos,NO return
Haemangiopericytoma of meninges,haemnnagiopericytoa of mennges,NO return
Haemangiopericytoma of meninges,hameangiperacytoma of emninges,NO return
Haemochromatosis,heamohcromatoksis,NO return
Haemochromatosis,qhaemocproamtosis,NO return
Haemochromatosis,haemouchromotsois,NO return
Haemochromatosis,phaemcohromaotsis,NO return
Haemochromatosis,hamecohormatosis,NO return
Haemoconcentration,haemcncentartion,NO return
Haemoconcentration,haemobonlcntration,NO return
Haemoconcentration,hemocncentratiom,NO return
Haemoconcentration,haefmocfncentsation,NO return
Haemoconcentration,haemvconcenrcation,NO return
Haemoglobin electrophoresis abnormal,haoemobglobin eectrphoreiss abnoral,NO return
Haemoglobin electrophoresis abnormal,haemoglonb xlectopphoresis annormal,NO return
Haemoglobin electrophoresis abnormal,hemaoglobin lectropohersis abnzormal,NO return
Haemoglobin electrophoresis abnormal,hameuoglobin elecrtrophorsesi abnrmal,NO return
Haemoglobin electrophoresis abnormal,haeogmlobin electrnohorsis abnrmal,NO return
Haemoglobin electrophoresis normal,hgeomglobin elpctophorefis normial,NO return
Haemoglobin electrophoresis normal,ahemogloin elxctrophborelis nrmal,NO return
Haemoglobin electrophoresis normal,haemoghloibin eleuctsrotphoresis nogrmal,NO return
Haemoglobin electrophoresis normal,aemyglobin elcetrdphroesis norzmal,NO return
Haemoglobin electrophoresis normal,haemoolbin electropohrqesais hormal,NO return
Haemoglobin normal,haemgzolobin onrmal,NO return
Haemoglobinaemia,habmoglobinamebia,NO return
Haemoglobinaemia,hvaeomlgobinaemia,NO return
Haemoglobinaemia,haeooglboinaemfia,NO return
Haemoglobinaemia,hzaemoglmbinanemia,NO return
Haemoglobinaemia,heaomglboinaemia,NO return
Haemoglobinuria,hamemsglyobinuria,NO return
Haemoglobinuria,hakmoglobinusi,NO return
Haemoglobinuria,ahsmolgobinuria,NO return
Haemoglobinuria,haemogoubinuriy,NO return
Haemoglobinuria,haeoglobinruie,NO return
Haemolytic anaemia,hamdeolytic aaemia,NO return
Haemoperitoneum,hammoperionemu,NO return
Haemoperitoneum,hyeoperitonemu,NO return
Haemoperitoneum,hamoeperitonepum,NO return
Haemoperitoneum,hlemeoritoneum,NO return
Haemoperitoneum,xhaemoperdituoneum,NO return
Haemorrhage in pregnancy,uaemrorhage in pezrgnancy,NO return
Haemorrhage subepidermal,hamueorrhage subepnidemal,NO return
Hallucination,hallucitnion,NO return
"Hallucination, auditory",hallucnciation auidtory,NO return
Hemihypertrophy,hemihykpqtrophy,NO return
Hemihypertrophy,hmhiyperrophy,NO return
Hemihypertrophy,hemizypetropzy,NO return
Hemihypertrophy,hemihyerrtopwy,NO return
Hemihypertrophy,helihypretrowphy,NO return
Hemiparesis,hemiparies,NO return
Hepaplastin decreased,phpaplastin decrseed,NO return
Hepatic echinococciasis,hepati echniococcidasisi,NO return
Hepatic echinococciasis,hepati echnococcaisi,NO return
Hepatic echinococciasis,hepathic ehcinocvcciassi,NO return
Hepatic echinococciasis,hepatci ekchinhcociasis,NO return
Hepatic echinococciasis,heatic ecinococjiasps,NO return
Hepatosplenomegaly,heppatosplenomfwegaly,NO return
Hepatosplenomegaly,hepatosplecnomegla,NO return
Hepatosplenomegaly,hpeatospleonmegzaly,NO return
Hepatosplenomegaly,hepatosflqendomegaly,NO return
Hepatosplenomegaly,hepatsopelynomegaly,NO return
Hepatosplenomegaly neonatal,hekaosplenomeglaly neonatnl,NO return
Hepatosplenomegaly neonatal,hepjatosplenomgeal ieonatal,NO return
Hepatosplenomegaly neonatal,heptoslnomegaly neonataj,NO return
Hepatosplenomegaly neonatal,hepatoqsplenomnegafly neontal,NO return
Hepatosplenomegaly neonatal,ehpatosulenomegly neontaal,NO return
Hereditary fructose intolerance,hreeditmary fructosae intoleracsne,NO return
Hereditary sideroblastic anaemia,eahreditary sideaoblabstic anaemi,NO return
Hereditary spherocytosis,herdjeitary jsbpherocytosis,NO return
Hereditary spherocytosis,rheditary spheroclytsis,NO return
Hermaphroditism,heraphroidtesm,NO return
Hermaphroditism,aermaphrodiis,NO return
Hermaphroditism,heramphroituism,NO return
Hermaphroditism,hermaphroddihisqm,NO return
Hermaphroditism,hbrmapmhrdoitism,NO return
Congenital herpes simplex infection,cognenitaa hrepes ismplex ifwnection,NO return
Heterosexuality,heetrosexuailyt,NO return
Heterosexuality,heteroesxalty,NO return
Heterosexuality,hetreosexiualitj,NO return
Heterosexuality,heteroexqaliy,NO return
Heterosexuality,xheteroxseuality,NO return
Hilar lymphadenopathy,hihlar lymphaiopathy,NO return
Hilar lymphadenopathy,hilarr lyopsadenopafthy,NO return
Hilar lymphadenopathy,ihlar lymphadeonypatiy,NO return
Hilar lymphadenopathy,hialr lymhpdaenpoathy,NO return
Hilar lymphadenopathy,hiaar lyzphadenopacwhy,NO return
Hip disarticulation,hp diasrticunlavion,NO return
Hip disarticulation,nhip disahrticulrtionr,NO return
Hip disarticulation,hi diasrticuathon,NO return
Hip disarticulation,bhip idamsrticulation,NO return
Hip disarticulation,yhip disareticuhlgtion,NO return
Histiocytosis,histiotcosis,NO return
Histoplasmosis disseminated,hdstoplamosis dissemnviated,NO return
Hodgkin's disease lymphocyte depletion stage I site unspecified,ohdgain's doisease lymphofyie edpletio dstage i iste unspcbeified,NO return
Hodgkin's disease lymphocyte depletion stage I supradiaphragm,hodtkin' diseae wymhpocyte depletsin stagex i mupradiahragm,NO return
Hodgkin's disease lymphocyte depletion stage II site unspecified,hogodkin's diseaes lymphoye epltetion sytage ii sitq unspceifiedc,NO return
Hodgkin's disease lymphocyte depletion stage II supradiaphragm,hodgkfin' dmisease lymprocyet deleton stag ii supraqdiaphcagm,NO return
Hodgkin's disease lymphocyte depletion type refractory,hdogkin' diseae lympmocye delpetino tye rhfarctory,NO return
Hodgkin's disease lymphocyte depletion type stage IV,hodkugin's xisease lymphcoytxe deletidon tyep stalge iv,NO return
Hodgkin's disease lymphocyte depletion type stage unspecified,hgkin's dismease xlymphcyte depletuo tpe tage unspefcied,NO return
Hodgkin's disease lymphocyte predominance stage I supradiaphragm,todwkin's diease lymyhocjte prekdoinance tage i psradiaphragm,NO return
Hodgkin's disease lymphocyte predominance stage II site unspec,hndgkin' diesase lymphoyth rpedomiannce stag ii zsite unsgpec,NO return
Hodgkin's disease lymphocyte predominance type recurrent,hodgkisn disense syymphocyte jprepominance tyep rhecurrnet,NO return
Hodgkin's disease mixed cellularity stage I subdiaphragmatic,ihodgkun's diseaes mxed ellualrity stagz i iucbdiaphargmatic,NO return
Hodgkin's disease mixed cellularity stage I subdiaphragmatic,hfodpgkin's kisease mixaed ceillulariy staoe i sxubdiaphragmatfg,NO return
Hodgkin's disease mixed cellularity stage I subdiaphragmatic,hwodgkimn's diwease mxied celgulrity steage i subiaphramatci,NO return
Hodgkin's disease mixed cellularity stage I subdiaphragmatic,hhdgkin't disexse mixe cellurariy staeg i xudiphragmatic,NO return
Hodgkin's disease mixed cellularity stage I subdiaphragmatic,dogkin's disejse miexd cellulactty tsage i subdiaphrgmwati,NO return
Hodgkin's disease mixed cellularity stage I supradiaphragmatic,ohdgkin'us diseaseg miued cellulraipty tage i suprdapiragmatic,NO return
Hodgkin's disease mixed cellularity stage I supradiaphragmatic,hodgki'n disese mixe cellularuiy tage i syuradiaphragsatic,NO return
Hodgkin's disease mixed cellularity stage I supradiaphragmatic,hodgi's diseaes mixde cellxlality satge i suupradgaphragmtic,NO return
Hodgkin's disease mixed cellularity stage I supradiaphragmatic,hodgkn'm disemase ixed ellulaity stge i spuradiapnhrogmatic,NO return
Hodgkin's disease mixed cellularity stage I supradiaphragmatic,hogdkins' diseae mixjd ecllualrity stawe i shprapiaphragmatci,NO return
Hodgkin's disease mixed cellularity stage II subdiaphragmatic,hodgakincs diseasek mixedz celllariyt swtage ii subdnaphragmatqia,NO return
Hodgkin's disease mixed cellularity stage II subdiaphragmatic,hodikn's dsiease mixer cellulkrioy stagbe ii cubaphragmatic,NO return
Hodgkin's disease mixed cellularity stage II subdiaphragmatic,hogkni's diseaqe mxied ecllularit tsage ii subdajhragmtaic,NO return
Hodgkin's disease mixed cellularity stage II subdiaphragmatic,iodgkicn's dxsease mxied elluarity skage ii subdiphragamic,NO return
Hodgkin's disease mixed cellularity stage II subdiaphragmatic,ohdgkin' idsease mieed cellulauiqty tsage ii subimaphragamtic,NO return
Hodgkin's disease mixed cellularity stage II supradiaphragmatic,odgksin's diszease maixed cllulaurity stge ii slppraddaphragmatic,NO return
Hodgkin's disease mixed cellularity stage II supradiaphragmatic,hojdgkincs disese mixqd cellularxy statge ii supdaaiphragmatic,NO return
Hodgkin's disease mixed cellularity stage II supradiaphragmatic,ehodfkin's disaese mixd celularit satge ii supraiaphraguatik,NO return
Hodgkin's disease mixed cellularity stage II supradiaphragmatic,hsodgin's disaese mixe cellularkit stae ii surpadiaphdagmtic,NO return
Hodgkin's disease mixed cellularity stage II supradiaphragmatic,hodkqn's difease miexed cellupariay satge ii suardiaphragmahic,NO return
Hodgkin's disease mixed cellularity stage IV,hogkin' isease mied celluairty tsage iv,NO return
Hodgkin's disease nodular sclerosis refractory,hodgkisn diseasl nodblar cslerosvs rjoefractory,NO return
Hodgkin's disease nodular sclerosis stage III,hodgin' idsease nodfular celrosis smtage ini,NO return
Hodgkin's disease nodular sclerosis stage III,hodgkisn diseyase nodelar scaleorsis otage diii,NO return
Hodgkin's disease recurrent,hdgkin' diseose recurretyn,NO return
Hodgkin's disease refractory,hodgkni' diesase refyractoyr,NO return
Homocysteine urine absent,homoctyeine crine abset,NO return
Hydroxycorticosteroids increased,yhdroxycoticosteoofds increaasd,NO return
Hydroxycorticosteroids increased,lhydrorxycortiscosteroisd kincreacsed,NO return
Hydroxycorticosteroids increased,hydoxywcogrtiuosteroids incresaead,NO return
Hydroxycorticosteroids increased,hydroxycoritxcostearids vncreasced,NO return
Hydroxycorticosteroids increased,yurdoxycrticosteroids cincrease,NO return
Hydroxycorticosteroids urine,hydlroxycorkticotejoids urin,NO return
Hydroxycorticosteroids urine,hydrobxycorticlstterids urcine,NO return
Hydroxycorticosteroids urine,hdyroxycortpcoketroids uricne,NO return
Hydroxycorticosteroids urine,hyjdroxoycrnticosteroids rine,NO return
Hydroxycorticosteroids urine,hydroxbcortpibosteroibs uriine,NO return
Hydroxycorticosteroids urine decreased,hydroycorticossjeroid uine deycreasde,NO return
Hydroxycorticosteroids urine decreased,hydroxcyortciosterohqds urne edreased,NO return
Hydroxycorticosteroids urine decreased,hydroxycorticosavrodi ruine dgceased,NO return
Hydroxycorticosteroids urine decreased,ydyroxycoticosterodis rine dcraesed,NO return
Hydroxycorticosteroids urine decreased,hydroxyoctrticosetroisd urinel dhcreasde,NO return
Hydroxycorticosteroids urine increased,hydroiycorbticosteodis urmne iqncreasej,NO return
Hydroxycorticosteroids urine increased,hydrfoxycorzciosteroid rine iincreasde,NO return
Hydroxycorticosteroids urine increased,hycdrxycolrfticosteroids ruine icnreasfd,NO return
Hydroxycorticosteroids urine increased,yhdroxycorticotreois urien icreasead,NO return
Hydroxycorticosteroids urine increased,hydorxycortiochstercids urinhe nicreasd,NO return
Hydroxycorticosteroids urine normal,yhdroxcorqicosterois urnie norma,NO return
Hydroxycorticosteroids urine normal,huydrxxycortibosteroid uine nkormal,NO return
Hydroxycorticosteroids urine normal,hydroxycoticosteriomsd urie norml,NO return
Hydroxycorticosteroids urine normal,hydroxygcrtifcostreoids uringe pormal,NO return
Hydroxycorticosteroids urine normal,ykdroxycbrticosternoids uine noramal,NO return
Hyperadrenalism,hypeardrenalhkism,NO return
Hyperadrenalism,hyperimrenlism,NO return
Hyperadrenalism,hyperardealsim,NO return
Hyperadrenalism,hpyeradealism,NO return
Hyperadrenalism,hyperadreojalivm,NO return
Hyperadrenocorticism,hyperadreocortiinm,NO return
Hyperadrenocorticism,hyperadrenocorxicwims,NO return
Hyperadrenocorticism,hyperdarnoocrticism,NO return
Hyperadrenocorticism,hypfreadrenocortiicsm,NO return
Hyperadrenocorticism,hyoperadreoncorticidm,NO return
Hyperaldosteronism,hymperaldostervnist,NO return
Hyperaldosteronism,hpperaldosteronimks,NO return
Hyperaldosteronism,hyperaplosteronasm,NO return
Hyperaldosteronism,yhpeealdsoteronism,NO return
Hyperaldosteronism,hypeaxldosteronims,NO return
Hyperammonaemia,hyperamaonemai,NO return
Hyperammonaemia,hyeparmonaemia,NO return
Hyperammonaemia,hyprdrmmonaemia,NO return
Hyperammonaemia,hpyearmmonaemih,NO return
Hyperammonaemia,oyperammnpaemia,NO return
Hyperbilirubinaemia,hyprbiliubinaeima,NO return
Hyperbilirubinaemia,hyperiluiurbinaemia,NO return
Hyperbilirubinaemia,hyprbiliruinaemai,NO return
Hyperbilirubinaemia,hpyperbiluirubinatemia,NO return
Hyperbilirubinaemia,hyperbiliruxbineima,NO return
Hyperbilirubinaemia neonatal,hpyerbilirqbinaema neonateal,NO return
Hyperbilirubinaemia neonatal,hypebmrilirubidaemia neqonatal,NO return
Hyperbilirubinaemia neonatal,hypebilirukbinauemia enonatal,NO return
Hyperbilirubinaemia neonatal,hbaprbilirubinaemia neonathl,NO return
Hyperbilirubinaemia neonatal,lhypebrilirubinameia neonatl,NO return
Hypercalcaemia of malignancy,hypercalcjaema of afmlignancy,NO return
Hypercarotinaemia,hyercarvtinaemif,NO return
Hypercarotinaemia,hypzrcarotiknaemha,NO return
Hypercarotinaemia,yhpfrcarotinaeumia,NO return
Hypercarotinaemia,yhprparotinaemia,NO return
Hypercarotinaemia,hypercagrotiineamia,NO return
Hypercementosis,yhpeercemntosis,NO return
Hypercementosis,hypurecemenotsis,NO return
Hypercementosis,hypeurementoss,NO return
Hypercementosis,hypercremenbsis,NO return
Hypercementosis,hperecentosis,NO return
Hyperchloraemia,hypreculoruemia,NO return
Hyperchloraemia,hypwrcahlorxaemia,NO return
Hyperchloraemia,hypecrhlaoemia,NO return
Hyperchloraemia,hypercholaremeia,NO return
Hyperchloraemia,hyprchlolaemiav,NO return
Hyperchlorhydria,syperchlorydia,NO return
Hyperchlorhydria,hypercphqloryhdria,NO return
Hyperchlorhydria,dhpyperchdorhydria,NO return
Hyperchlorhydria,hyperfhqlorhydrai,NO return
Hyperchlorhydria,hyperchlorhdpira,NO return
Hypercholesterolaemia,hyemrcholesterlaemai,NO return
Hypercholesterolaemia,hyprechloesterolaemami,NO return
Hypercholesterolaemia,hypelrcholhestehlaemia,NO return
Hypercholesterolaemia,hyperckoleshteroalema,NO return
Hypercholesterolaemia,hyelcholesterotlamia,NO return
Hyperchylomicronaemia,hypoerchylomvicronnazmia,NO return
Hyperchylomicronaemia,uhypehrylomicronemia,NO return
Hyperchylomicronaemia,hyeprchylmocroanemia,NO return
Hyperchylomicronaemia,hyperchylopizcroneama,NO return
Hyperchylomicronaemia,hypevrchylomicrpofnaeia,NO return
Hypercoagulation,hzpercmoagulatio,NO return
Hypercoagulation,hypercoavuatioe,NO return
Hypercoagulation,hypercogaullton,NO return
Hypercoagulation,hyecroagulatihon,NO return
Hypercoagulation,hypercoapglatiuon,NO return
Hypergammaglobulinaemia,hpexgazmmaglbulinaemia,NO return
Hypergammaglobulinaemia,hyeprgammvgomlbulinaemia,NO return
Hypergammaglobulinaemia,hypergymmaglobulienmai,NO return
Hypergammaglobulinaemia,hypergmaemaglobulninaewia,NO return
Hypergammaglobulinaemia,hpyregammaglobulniaemim,NO return
Hypergammaglobulinaemia benign monoclonal,yhypergammaglboulintemma beingn moncozonal,NO return
Hypergammaglobulinaemia benign monoclonal,hypergakamglobulnaemai benugn moynoclrnal,NO return
Hypergammaglobulinaemia benign monoclonal,hpyergammaglobluianaemai bnign omngclonal,NO return
Hypergammaglobulinaemia benign monoclonal,ypergammaglobuljnawbmia enign moonocloanl,NO return
Hypergammaglobulinaemia benign monoclonal,hypergwmagolbulnaemia bengin monoflonral,NO return
Hyperglobulinaemia,hyperpobulinaeia,NO return
Hyperglobulinaemia,hypyerglobulinremiaq,NO return
Hyperglobulinaemia,tpyerglobulinaemaa,NO return
Hyperglobulinaemia,hyperfglobulinaem,NO return
Hyperglobulinaemia,hbyperglobulqnaemza,NO return
Hyperlactacidaemia,yhperlavtcaidaemia,NO return
Hyperlactacidaemia,vhyperlactacgdaemi,NO return
Hyperlactacidaemia,fhyperlactaceidzemia,NO return
Hyperlactacidaemia,hyperlactacxcaemiaa,NO return
Hyperlactacidaemia,hyperlactaciadeiam,NO return
Hypermagnesaemia,hypermahgneaemi,NO return
Hypermagnesaemia,hpeumagnesaeaia,NO return
Hypermagnesaemia,hlpemragnesemia,NO return
Hypermagnesaemia,hpyermagesaexmia,NO return
Hypermagnesaemia,hyueramgneasemia,NO return
Hypermetabolism,hyqperqmetbolism,NO return
Hypermetabolism,hypermenaborleism,NO return
Hypermetabolism,yhpermetolism,NO return
Hypermetabolism,hypemtjbolism,NO return
Hypermetabolism,hypermevtabloijm,NO return
Hyperoestrogenism,hyperiestorgezism,NO return
Hyperoestrogenism,hyeproestrogcsnism,NO return
Hyperoestrogenism,yperoestrogeanis,NO return
Hyperoestrogenism,hyveroestogzenism,NO return
Hyperoestrogenism,hyperokemstrogoenism,NO return
Hyperosmolar state,hypermoolar sttate,NO return
Hyperparathyroidism,ypderparrathyroidism,NO return
Hyperparathyroidism,hperpakrathywoidism,NO return
Hyperparathyroidism,hyperpprathyvrodism,NO return
Hyperparathyroidism,sypprparathyroidims,NO return
Hyperparathyroidism,hyprparahroidism,NO return
Hyperparathyroidism primary,bypeeparathyrokdism primawy,NO return
Hyperparathyroidism primary,hpyerparathyrodisim primagy,NO return
Hyperparathyroidism primary,hnperpaathyroidims pximary,NO return
Hyperparathyroidism primary,herparathyroidsim primayr,NO return
Hyperparathyroidism primary,hyperprsaathyroidism primry,NO return
Hyperparathyroidism secondary,zhpyerpaathyroidism seconbadary,NO return
Hyperparathyroidism secondary,hyuerarathyroidim secodnargy,NO return
Hyperparathyroidism secondary,xyperparatyhroiidsm secnodarry,NO return
Hyperparathyroidism secondary,hyperparathyordsim secondafmy,NO return
Hyperparathyroidism secondary,hjyerharathyroidism secondwyr,NO return
Hyperparathyroidism tertiary,hyperparratyroidims txertiary,NO return
Hyperparathyroidism tertiary,kyperparathyoidim termiary,NO return
Hyperparathyroidism tertiary,qyperparatyhrgidism tertiar,NO return
Hyperparathyroidism tertiary,hyprparbthyoridism lertiary,NO return
Hyperparathyroidism tertiary,hperparatqyroidsm etrtiary,NO return
Hyperphosphataemia,hyperphosphseamia,NO return
Hyperphosphataemia,hryperphdpshataemia,NO return
Hyperphosphataemia,hqyperphospataemai,NO return
Hyperphosphataemia,hypeprhopshatavmia,NO return
Hyperphosphataemia,hyperphouiphawaemia,NO return
Hyperpituitarism,hypermtduitarism,NO return
Hyperpituitarism,hyperiiutarism,NO return
Hyperpituitarism,hypesprituiatrism,NO return
Hyperpituitarism,yhperpituitazis,NO return
Hyperpituitarism,hypespiuttarism,NO return
Hyperplastic cholecystopathy,hzperolastic chleoecrystopathy,NO return
Hyperplastic cholecystopathy,hyaperplstic choleccysovpathy,NO return
Hyperplastic cholecystopathy,hyperpplsatic cholecfsopathay,NO return
Hyperplastic cholecystopathy,huperplatic cholecygztoapthy,NO return
Hyperplastic cholecystopathy,nhyperpalstic chohlecystpath,NO return
Hyperprolactinaemia,hyhperprolacitnamia,NO return
Hyperprolactinaemia,hyperrolaztcinaemia,NO return
Hyperprolactinaemia,hyperrpsolactxnaemia,NO return
Hyperprolactinaemia,hypeprflactinaemi,NO return
Hyperprolactinaemia,yhperprolactkiaemia,NO return
Hyperproteinaemia,hyberproteinabemi,NO return
Hyperproteinaemia,hyperfroteinemifa,NO return
Hyperproteinaemia,jhyperprotejxaemia,NO return
Hyperproteinaemia,hypsrrpobeinaemia,NO return
Hyperproteinaemia,mypearproteinaemiz,NO return
Hypersensitivity,hyersensiitvty,NO return
Hypersensitivity,hyperelsnsitiviyt,NO return
Hypersensitivity,hypesenusftivity,NO return
Hypersensitivity,hypersevnstiivioty,NO return
Hypersensitivity,yhpersnenjitivity,NO return
Hypersensitivity vasculitis,hypersessitiviyc vayculitris,NO return
Hypersensitivity vasculitis,hyeesensitzvity vacsultiis,NO return
Hypersensitivity vasculitis,hypecrsnesitiviyt vsaculits,NO return
Hypersensitivity vasculitis,hyiersensitirtiy vascuuisis,NO return
