MRA_term,Modified_term,SearcherReturned_term,State,Rank
Non-small cell lung cancer stage I,Non-small cell lung cancer stage I,Non-small cell lung cancer stage 0,Unmatched,1st
Non-small cell lung cancer stage II,Non-small cell lung cancer stage II,Non-small cell lung cancer stage I,Unmatched,1st
Non-small cell lung cancer stage III,Non-small cell lung cancer stage III,Non-small cell lung cancer stage II,Unmatched,1st
Non-small cell lung cancer stage IIIA,Non-small cell lung cancer stage IIIA,Non-small cell lung cancer stage III,Unmatched,1st
Non-small cell lung cancer stage IIIB,Non-small cell lung cancer stage IIIB,Non-small cell lung cancer stage III,Unmatched,1st
Non-small cell lung cancer stage IV,Non-small cell lung cancer stage IV,Non-small cell lung cancer stage I,Unmatched,1st
Non-Hodgkin's lymphoma stage II,Non-Hodgkin's lymphoma stage II,Non-Hodgkin's lymphoma stage I,Unmatched,1st
Non-Hodgkin's lymphoma stage III,Non-Hodgkin's lymphoma stage III,Non-Hodgkin's lymphoma stage II,Unmatched,1st
Non-Hodgkin's lymphoma stage IV,Non-Hodgkin's lymphoma stage IV,Non-Hodgkin's lymphoma stage I,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Non-Hodgkin's lymphoma unspecified histology aggressive stage I,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology aggressive stage III,Non-Hodgkin's lymphoma unspecified histology aggressive stage III,Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Non-Hodgkin's lymphoma unspecified histology aggressive stage I,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology indolent stage II,Non-Hodgkin's lymphoma unspecified histology indolent stage II,Non-Hodgkin's lymphoma unspecified histology indolent stage I,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology indolent stage III,Non-Hodgkin's lymphoma unspecified histology indolent stage III,Non-Hodgkin's lymphoma unspecified histology indolent stage II,Unmatched,1st
Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Non-Hodgkin's lymphoma unspecified histology indolent stage I,Unmatched,1st
Oesophageal adenocarcinoma stage I,Oesophageal adenocarcinoma stage I,Oesophageal adenocarcinoma stage 0,Unmatched,1st
Oesophageal adenocarcinoma stage II,Oesophageal adenocarcinoma stage II,Oesophageal adenocarcinoma stage I,Unmatched,1st
Oesophageal adenocarcinoma stage III,Oesophageal adenocarcinoma stage III,Oesophageal adenocarcinoma stage II,Unmatched,1st
Oesophageal adenocarcinoma stage IV,Oesophageal adenocarcinoma stage IV,Oesophageal adenocarcinoma stage I,Unmatched,1st
Oesophageal squamous cell carcinoma stage I,Oesophageal squamous cell carcinoma stage I,Oesophageal squamous cell carcinoma stage 0,Unmatched,1st
Oesophageal squamous cell carcinoma stage II,Oesophageal squamous cell carcinoma stage II,Oesophageal squamous cell carcinoma stage I,Unmatched,1st
Oesophageal squamous cell carcinoma stage III,Oesophageal squamous cell carcinoma stage III,Oesophageal squamous cell carcinoma stage II,Unmatched,1st
Oesophageal squamous cell carcinoma stage IV,Oesophageal squamous cell carcinoma stage IV,Oesophageal squamous cell carcinoma stage I,Unmatched,1st
Oropharyngeal cancer stage I,Oropharyngeal cancer stage I,Oropharyngeal cancer stage 0,Unmatched,1st
Oropharyngeal cancer stage II,Oropharyngeal cancer stage II,Oropharyngeal cancer stage I,Unmatched,1st
Oropharyngeal cancer stage III,Oropharyngeal cancer stage III,Oropharyngeal cancer stage II,Unmatched,1st
Ovarian dysgerminoma stage II,Ovarian dysgerminoma stage II,Ovarian dysgerminoma stage I,Unmatched,1st
Ovarian dysgerminoma stage III,Ovarian dysgerminoma stage III,Ovarian dysgerminoma stage II,Unmatched,1st
Ovarian dysgerminoma stage IV,Ovarian dysgerminoma stage IV,Ovarian dysgerminoma stage I,Unmatched,1st
Ovarian epithelial cancer stage II,Ovarian epithelial cancer stage II,Ovarian epithelial cancer stage I,Unmatched,1st
Ovarian epithelial cancer stage III,Ovarian epithelial cancer stage III,Ovarian epithelial cancer stage II,Unmatched,1st
Ovarian epithelial cancer stage IV,Ovarian epithelial cancer stage IV,Ovarian epithelial cancer stage I,Unmatched,1st
Ovarian germ cell choriocarcinoma stage II,Ovarian germ cell choriocarcinoma stage II,Ovarian germ cell choriocarcinoma stage I,Unmatched,1st
Ovarian germ cell choriocarcinoma stage III,Ovarian germ cell choriocarcinoma stage III,Ovarian germ cell choriocarcinoma stage II,Unmatched,1st
Ovarian germ cell choriocarcinoma stage IV,Ovarian germ cell choriocarcinoma stage IV,Ovarian germ cell choriocarcinoma stage I,Unmatched,1st
Ovarian germ cell embryonal carcinoma stage II,Ovarian germ cell embryonal carcinoma stage II,Ovarian germ cell embryonal carcinoma stage I,Unmatched,1st
Ovarian germ cell embryonal carcinoma stage III,Ovarian germ cell embryonal carcinoma stage III,Ovarian germ cell embryonal carcinoma stage II,Unmatched,1st
Ovarian germ cell embryonal carcinoma stage IV,Ovarian germ cell embryonal carcinoma stage IV,Ovarian germ cell embryonal carcinoma stage I,Unmatched,1st
Ovarian germ cell endodermal sinus tumour stage II,Ovarian germ cell endodermal sinus tumour stage II,Ovarian germ cell endodermal sinus tumour stage I,Unmatched,1st
Ovarian germ cell endodermal sinus tumour stage III,Ovarian germ cell endodermal sinus tumour stage III,Ovarian germ cell endodermal sinus tumour stage II,Unmatched,1st
Ovarian germ cell endodermal sinus tumour stage IV,Ovarian germ cell endodermal sinus tumour stage IV,Ovarian germ cell endodermal sinus tumour stage I,Unmatched,1st
Ovarian germ cell polyembryoma stage II,Ovarian germ cell polyembryoma stage II,Ovarian germ cell polyembryoma stage I,Unmatched,1st
Ovarian germ cell polyembryoma stage III,Ovarian germ cell polyembryoma stage III,Ovarian germ cell polyembryoma stage II,Unmatched,1st
Ovarian germ cell polyembryoma stage IV,Ovarian germ cell polyembryoma stage IV,Ovarian germ cell polyembryoma stage I,Unmatched,1st
Ovarian germ cell teratoma stage II,Ovarian germ cell teratoma stage II,Ovarian germ cell teratoma stage I,Unmatched,1st
Ovarian germ cell teratoma stage III,Ovarian germ cell teratoma stage III,Ovarian germ cell teratoma stage II,Unmatched,1st
Ovarian germ cell teratoma stage IV,Ovarian germ cell teratoma stage IV,Ovarian germ cell teratoma stage I,Unmatched,1st
Paranasal sinus and nasal cavity malignant neoplasm stage I,Paranasal sinus and nasal cavity malignant neoplasm stage I,Paranasal sinus and nasal cavity malignant neoplasm stage 0,Unmatched,1st
Paranasal sinus and nasal cavity malignant neoplasm stage II,Paranasal sinus and nasal cavity malignant neoplasm stage II,Paranasal sinus and nasal cavity malignant neoplasm stage I,Unmatched,1st
Paranasal sinus and nasal cavity malignant neoplasm stage III,Paranasal sinus and nasal cavity malignant neoplasm stage III,Paranasal sinus and nasal cavity malignant neoplasm stage II,Unmatched,1st
Paranasal sinus and nasal cavity malignant neoplasm stage IV,Paranasal sinus and nasal cavity malignant neoplasm stage IV,Paranasal sinus and nasal cavity malignant neoplasm stage I,Unmatched,1st
Penis carcinoma stage II,Penis carcinoma stage II,Penis carcinoma stage I,Unmatched,1st
Penis carcinoma stage III,Penis carcinoma stage III,Penis carcinoma stage II,Unmatched,1st
Penis carcinoma stage IV,Penis carcinoma stage IV,Penis carcinoma stage I,Unmatched,1st
Peripheral T-cell lymphoma unspecified stage II,Peripheral T-cell lymphoma unspecified stage II,Peripheral T-cell lymphoma unspecified stage I,Unmatched,1st
Peripheral T-cell lymphoma unspecified stage III,Peripheral T-cell lymphoma unspecified stage III,Peripheral T-cell lymphoma unspecified stage II,Unmatched,1st
Peripheral T-cell lymphoma unspecified stage IV,Peripheral T-cell lymphoma unspecified stage IV,Peripheral T-cell lymphoma unspecified stage I,Unmatched,1st
Pharyngeal cancer stage I,Pharyngeal cancer stage I,Pharyngeal cancer stage 0,Unmatched,1st
Pharyngeal cancer stage II,Pharyngeal cancer stage II,Pharyngeal cancer stage I,Unmatched,1st
Pharyngeal cancer stage III,Pharyngeal cancer stage III,Pharyngeal cancer stage II,Unmatched,1st
Pharyngeal cancer stage IV,Pharyngeal cancer stage IV,Pharyngeal cancer stage I,Unmatched,1st
PO2 decreased,PO2 decreased,PCO2 decreased,Unmatched,1st
PO2 increased,PO2 increased,PCO2 increased,Unmatched,1st
Polyglandular autoimmune syndrome type II,Polyglandular autoimmune syndrome type II,Polyglandular autoimmune syndrome type I,Unmatched,1st
Precursor B-lymphoblastic lymphoma stage II,Precursor B-lymphoblastic lymphoma stage II,Precursor B-lymphoblastic lymphoma stage I,Unmatched,1st
Precursor B-lymphoblastic lymphoma stage III,Precursor B-lymphoblastic lymphoma stage III,Precursor B-lymphoblastic lymphoma stage II,Unmatched,1st
Precursor B-lymphoblastic lymphoma stage IV,Precursor B-lymphoblastic lymphoma stage IV,Precursor B-lymphoblastic lymphoma stage I,Unmatched,1st
Precursor T-lymphoblastic lymphoma/leukaemia stage II,Precursor T-lymphoblastic lymphoma/leukaemia stage II,Precursor T-lymphoblastic lymphoma/leukaemia stage I,Unmatched,1st
Precursor T-lymphoblastic lymphoma/leukaemia stage III,Precursor T-lymphoblastic lymphoma/leukaemia stage III,Precursor T-lymphoblastic lymphoma/leukaemia stage II,Unmatched,1st
Precursor T-lymphoblastic lymphoma/leukaemia stage IV,Precursor T-lymphoblastic lymphoma/leukaemia stage IV,Precursor T-lymphoblastic lymphoma/leukaemia stage I,Unmatched,1st
Primary mediastinal large B-cell lymphoma stage II,Primary mediastinal large B-cell lymphoma stage II,Primary mediastinal large B-cell lymphoma stage I,Unmatched,1st
Primary mediastinal large B-cell lymphoma stage III,Primary mediastinal large B-cell lymphoma stage III,Primary mediastinal large B-cell lymphoma stage II,Unmatched,1st
Primary mediastinal large B-cell lymphoma stage IV,Primary mediastinal large B-cell lymphoma stage IV,Primary mediastinal large B-cell lymphoma stage I,Unmatched,1st
Prostate cancer stage I,Prostate cancer stage I,Prostate cancer stage 0,Unmatched,1st
Prostate cancer stage II,Prostate cancer stage II,Prostate cancer stage I,Unmatched,1st
Prostate cancer stage III,Prostate cancer stage III,Prostate cancer stage II,Unmatched,1st
Prostate cancer stage IV,Prostate cancer stage IV,Prostate cancer stage I,Unmatched,1st
Pyelitis,Pyelitis,Myelitis,Unmatched,1st
Rectal cancer stage I,Rectal cancer stage I,Rectal cancer stage 0,Unmatched,1st
Rectal cancer stage II,Rectal cancer stage II,Rectal cancer stage I,Unmatched,1st
Rectal cancer stage III,Rectal cancer stage III,Rectal cancer stage II,Unmatched,1st
Rectal cancer stage IV,Rectal cancer stage IV,Rectal cancer stage I,Unmatched,1st
Rectosigmoid cancer stage I,Rectosigmoid cancer stage I,Rectosigmoid cancer stage 0,Unmatched,1st
Rectosigmoid cancer stage II,Rectosigmoid cancer stage II,Rectosigmoid cancer stage I,Unmatched,1st
Rectosigmoid cancer stage III,Rectosigmoid cancer stage III,Rectosigmoid cancer stage II,Unmatched,1st
Rectosigmoid cancer stage IV,Rectosigmoid cancer stage IV,Rectosigmoid cancer stage I,Unmatched,1st
Red blood cell microcytes present,Red blood cell microcytes present,Red blood cell macrocytes present,Unmatched,1st
Renal cancer stage II,Renal cancer stage II,Renal cancer stage I,Unmatched,1st
Renal cancer stage III,Renal cancer stage III,Renal cancer stage II,Unmatched,1st
Renal cancer stage IV,Renal cancer stage IV,Renal cancer stage I,Unmatched,1st
Renal cell carcinoma stage II,Renal cell carcinoma stage II,Renal cell carcinoma stage I,Unmatched,1st
Renal cell carcinoma stage III,Renal cell carcinoma stage III,Renal cell carcinoma stage II,Unmatched,1st
Renal cell carcinoma stage IV,Renal cell carcinoma stage IV,Renal cell carcinoma stage I,Unmatched,1st
Salivary gland cancer stage I,Salivary gland cancer stage I,Salivary gland cancer stage 0,Unmatched,1st
Salivary gland cancer stage II,Salivary gland cancer stage II,Salivary gland cancer stage I,Unmatched,1st
Salivary gland cancer stage III,Salivary gland cancer stage III,Salivary gland cancer stage II,Unmatched,1st
Salivary gland cancer stage IV,Salivary gland cancer stage IV,Salivary gland cancer stage I,Unmatched,1st
Selective IgM immunodeficiency,Selective IgM immunodeficiency,Selective IgA immunodeficiency,Unmatched,1st
Splenic marginal zone lymphoma stage II,Splenic marginal zone lymphoma stage II,Splenic marginal zone lymphoma stage I,Unmatched,1st
Splenic marginal zone lymphoma stage III,Splenic marginal zone lymphoma stage III,Splenic marginal zone lymphoma stage II,Unmatched,1st
Splenic marginal zone lymphoma stage IV,Splenic marginal zone lymphoma stage IV,Splenic marginal zone lymphoma stage I,Unmatched,1st
Superficial spreading melanoma stage II,Superficial spreading melanoma stage II,Superficial spreading melanoma stage I,Unmatched,1st
Superficial spreading melanoma stage III,Superficial spreading melanoma stage III,Superficial spreading melanoma stage II,Unmatched,1st
Superficial spreading melanoma stage IV,Superficial spreading melanoma stage IV,Superficial spreading melanoma stage I,Unmatched,1st
T-cell lymphoma,T-cell lymphoma,B-cell lymphoma,Unmatched,1st
T-cell lymphoma recurrent,T-cell lymphoma recurrent,B-cell lymphoma recurrent,Unmatched,1st
T-cell lymphoma refractory,T-cell lymphoma refractory,B-cell lymphoma refractory,Unmatched,1st
T-cell lymphoma stage I,T-cell lymphoma stage I,B-cell lymphoma stage I,Unmatched,1st
T-cell lymphoma stage II,T-cell lymphoma stage II,B-cell lymphoma stage I,Unmatched,1st
T-cell lymphoma stage III,T-cell lymphoma stage III,B-cell lymphoma stage II,Unmatched,1st
T-cell lymphoma stage IV,T-cell lymphoma stage IV,B-cell lymphoma stage I,Unmatched,1st
T-cell type acute leukaemia,T-cell type acute leukaemia,B-cell type acute leukaemia,Unmatched,1st
T-cell unclassifiable lymphoma high grade,T-cell unclassifiable lymphoma high grade,B-cell unclassifiable lymphoma high grade,Unmatched,1st
T-cell unclassifiable lymphoma low grade,T-cell unclassifiable lymphoma low grade,B-cell unclassifiable lymphoma low grade,Unmatched,1st
Testicular choriocarcinoma stage II,Testicular choriocarcinoma stage II,Testicular choriocarcinoma stage I,Unmatched,1st
Testicular choriocarcinoma stage III,Testicular choriocarcinoma stage III,Testicular choriocarcinoma stage II,Unmatched,1st
Testicular embryonal carcinoma stage II,Testicular embryonal carcinoma stage II,Testicular embryonal carcinoma stage I,Unmatched,1st
Testicular embryonal carcinoma stage III,Testicular embryonal carcinoma stage III,Testicular embryonal carcinoma stage II,Unmatched,1st
Testicular germ cell tumour mixed stage II,Testicular germ cell tumour mixed stage II,Testicular germ cell tumour mixed stage I,Unmatched,1st
Testicular germ cell tumour mixed stage III,Testicular germ cell tumour mixed stage III,Testicular germ cell tumour mixed stage II,Unmatched,1st
Testicular malignant teratoma stage II,Testicular malignant teratoma stage II,Testicular malignant teratoma stage I,Unmatched,1st
Testicular malignant teratoma stage III,Testicular malignant teratoma stage III,Testicular malignant teratoma stage II,Unmatched,1st
Testicular seminoma (pure) stage II,Testicular seminoma (pure) stage II,Testicular seminoma (pure) stage I,Unmatched,1st
Testicular seminoma (pure) stage III,Testicular seminoma (pure) stage III,Testicular seminoma (pure) stage II,Unmatched,1st
Testicular yolk sac tumour stage II,Testicular yolk sac tumour stage II,Testicular yolk sac tumour stage I,Unmatched,1st
Testicular yolk sac tumour stage III,Testicular yolk sac tumour stage III,Testicular yolk sac tumour stage II,Unmatched,1st
Trisomy 13,Trisomy 13,Trisomy 11,Unmatched,1st
Trisomy 21,Trisomy 21,Trisomy 11,Unmatched,1st
Trisomy 22,Trisomy 22,Trisomy 21,Unmatched,1st
Type IIa hyperlipidaemia,Type IIa hyperlipidaemia,Type II hyperlipidaemia,Unmatched,1st
Type IIb hyperlipidaemia,Type IIb hyperlipidaemia,Type II hyperlipidaemia,Unmatched,1st
Vaginal cancer stage I,Vaginal cancer stage I,Vaginal cancer stage 0,Unmatched,1st
Vaginal cancer stage II,Vaginal cancer stage II,Vaginal cancer stage I,Unmatched,1st
Vaginal cancer stage III,Vaginal cancer stage III,Vaginal cancer stage II,Unmatched,1st
Vaginal cancer stage IVB,Vaginal cancer stage IVB,Vaginal cancer stage IVA,Unmatched,1st
VIIth nerve injury,VIIth nerve injury,VIIIth nerve injury,Unmatched,1st
Vipoma,Vipoma,Lipoma,Unmatched,1st
Vitamin B12 deficiency,Vitamin B12 deficiency,Vitamin B1 deficiency,Unmatched,1st
Vitamin B2 deficiency,Vitamin B2 deficiency,Vitamin B1 deficiency,Unmatched,1st
Vitamin B6 deficiency,Vitamin B6 deficiency,Vitamin B1 deficiency,Unmatched,1st
Vitamin C deficiency,Vitamin C deficiency,Vitamin A deficiency,Unmatched,1st
Vitamin D deficiency,Vitamin D deficiency,Vitamin A deficiency,Unmatched,1st
Vitamin E deficiency,Vitamin E deficiency,Vitamin A deficiency,Unmatched,1st
Vitamin K deficiency,Vitamin K deficiency,Vitamin A deficiency,Unmatched,1st
VIth nerve injury,VIth nerve injury,IVth nerve injury,Unmatched,1st
VIth nerve paralysis,VIth nerve paralysis,IVth nerve paralysis,Unmatched,1st
Vth nerve injury,Vth nerve injury,IVth nerve injury,Unmatched,1st
Vulval cancer stage I,Vulval cancer stage I,Vulval cancer stage 0,Unmatched,1st
Vulval cancer stage II,Vulval cancer stage II,Vulval cancer stage I,Unmatched,1st
Vulval cancer stage III,Vulval cancer stage III,Vulval cancer stage II,Unmatched,1st
Vulval cancer stage IV,Vulval cancer stage IV,Vulval cancer stage I,Unmatched,1st
Waldenstrom's macroglobulinaemia stage II,Waldenstrom's macroglobulinaemia stage II,Waldenstrom's macroglobulinaemia stage I,Unmatched,1st
Waldenstrom's macroglobulinaemia stage III,Waldenstrom's macroglobulinaemia stage III,Waldenstrom's macroglobulinaemia stage II,Unmatched,1st
Waldenstrom's macroglobulinaemia stage IV,Waldenstrom's macroglobulinaemia stage IV,Waldenstrom's macroglobulinaemia stage I,Unmatched,1st
XIIth nerve injury,XIIth nerve injury,VIIth nerve injury,Unmatched,1st
XIth nerve injury,XIth nerve injury,VIth nerve injury,Unmatched,1st
XXYY syndrome,XXYY syndrome,XXXY syndrome,Unmatched,1st
XIth nerve paralysis,XIth nerve paralysis,VIth nerve paralysis,Unmatched,1st
Bladder irrigation,Bladder irrigation,Bladder irritation,Unmatched,1st
Factor V deficiency,Factor V deficiency,Factor I deficiency,Unmatched,1st
Carbohydrate antigen 15-3,Carbohydrate antigen 15-3,Carbohydrate antigen 19-9,Unmatched,1st
Electrocardiogram T wave normal,Electrocardiogram T wave normal,Electrocardiogram Q waves normal,Unmatched,1st
Electrocardiogram P wave normal,Electrocardiogram P wave normal,Electrocardiogram Q waves normal,Unmatched,1st
Electrocardiogram P wave abnormal,Electrocardiogram P wave abnormal,Electrocardiogram T wave abnormal,Unmatched,1st
Protein S,Protein S,Protein C,Unmatched,1st
Paternal drugs affecting foetus,Paternal drugs affecting foetus,Maternal drugs affecting foetus,Unmatched,1st
Vitamin A,Vitamin A,Vitamin C,Unmatched,1st
Vitamin D,Vitamin D,Vitamin C,Unmatched,1st
Complement factor C4,Complement factor C4,Complement factor C3,Unmatched,1st
Vitamin E increased,Vitamin E increased,Vitamin C increased,Unmatched,1st
Complement factor C4 increased,Complement factor C4 increased,Complement factor C3 increased,Unmatched,1st
Complement factor C4 decreased,Complement factor C4 decreased,Complement factor C3 decreased,Unmatched,1st
Blood creatine phosphokinase BB increased,Blood creatine phosphokinase BB increased,Blood creatine phosphokinase MB increased,Unmatched,1st
Protein S decreased,Protein S decreased,Protein C decreased,Unmatched,1st
Electrocardiogram Q wave abnormal,Electrocardiogram Q wave abnormal,Electrocardiogram T wave abnormal,Unmatched,1st
Protein C deficiency,Protein C deficiency,Protein S deficiency,Unmatched,1st
T-lymphocyte count decreased,T-lymphocyte count decreased,B-lymphocyte count decreased,Unmatched,1st
Carbohydrate antigen 19-9 increased,Carbohydrate antigen 19-9 increased,Carbohydrate antigen 15-3 increased,Unmatched,1st
Urethral polyp,Urethral polyp,Ureteral polyp,Unmatched,1st
Complement factor C1 decreased,Complement factor C1 decreased,Complement factor C3 decreased,Unmatched,1st
Complement factor C1 increased,Complement factor C1 increased,Complement factor C3 increased,Unmatched,1st
Complement factor C2 decreased,Complement factor C2 decreased,Complement factor C3 decreased,Unmatched,1st
Complement factor C2,Complement factor C2,Complement factor C3,Unmatched,1st
Complement factor C2 increased,Complement factor C2 increased,Complement factor C3 increased,Unmatched,1st
Factor XII deficiency,Factor XII deficiency,Factor II deficiency,Unmatched,1st
Ureteral spasm,Ureteral spasm,Urethral spasm,Unmatched,1st
Urethral carbuncle,Urethral carbuncle,Urethral caruncle,Unmatched,1st
Factor III deficiency,Factor III deficiency,Factor II deficiency,Unmatched,1st
Factor X deficiency,Factor X deficiency,Factor I deficiency,Unmatched,1st
Ureteral meatotomy,Ureteral meatotomy,Urethral meatotomy,Unmatched,1st
Cyst removal,Cyst removal,Cast removal,Unmatched,1st
Cysteine urine,Cysteine urine,Cystine urine,Unmatched,1st
Cysteine urine present,Cysteine urine present,Cystine urine present,Unmatched,1st
Glycogen storage disease type II,Glycogen storage disease type II,Glycogen storage disease type I,Unmatched,1st
Haemoglobin E disease,Haemoglobin E disease,Haemoglobin C disease,Unmatched,1st
Glycogen storage disease type VI,Glycogen storage disease type VI,Glycogen storage disease type V,Unmatched,1st
Glycogen storage disease type VII,Glycogen storage disease type VII,Glycogen storage disease type II,Unmatched,1st
Glycogen storage disease type VIII,Glycogen storage disease type VIII,Glycogen storage disease type VII,Unmatched,1st
Glycogen storage disease type IV,Glycogen storage disease type IV,Glycogen storage disease type V,Unmatched,1st
Glycogen storage disease type III,Glycogen storage disease type III,Glycogen storage disease type II,Unmatched,1st
Eye irrigation,Eye irrigation,Eye irritation,Unmatched,1st
Trisomy 18,Trisomy 18,Trisomy 11,Unmatched,1st
Trisomy 17,Trisomy 17,Trisomy 11,Unmatched,1st
Type II hypersensitivity,Type II hypersensitivity,Type I hypersensitivity,Unmatched,1st
Haemoglobin D disease,Haemoglobin D disease,Haemoglobin C disease,Unmatched,1st
Haemoglobin C trait,Haemoglobin C trait,Haemoglobin D trait,Unmatched,1st
CD8 lymphocytes decreased,CD8 lymphocytes decreased,CD4 lymphocytes decreased,Unmatched,1st
Haemophilia B without inhibitors,Haemophilia B without inhibitors,Haemophilia A without inhibitors,Unmatched,1st
Y-linked chromosomal disorder,Y-linked chromosomal disorder,X-linked chromosomal disorder,Unmatched,1st
Mucopolysaccharidosis I,Mucopolysaccharidosis I,Mucopolysaccharidosis IV,Unmatched,1st
Mucopolysaccharidosis II,Mucopolysaccharidosis II,Mucopolysaccharidosis IV,Unmatched,1st
Mucopolysaccharidosis III,Mucopolysaccharidosis III,Mucopolysaccharidosis II,Unmatched,1st
Mucopolysaccharidosis V,Mucopolysaccharidosis V,Mucopolysaccharidosis IV,Unmatched,1st
Mucopolysaccharidosis VI,Mucopolysaccharidosis VI,Mucopolysaccharidosis IV,Unmatched,1st
Mucopolysaccharidosis VII,Mucopolysaccharidosis VII,Mucopolysaccharidosis II,Unmatched,1st
XYY syndrome,XYY syndrome,XXYY syndrome,Unmatched,1st
Electrocardiogram P wave biphasic,Electrocardiogram P wave biphasic,Electrocardiogram T wave biphasic,Unmatched,1st
Hepatitis E antibody positive,Hepatitis E antibody positive,Hepatitis A antibody positive,Unmatched,1st
Hepatitis E antibody,Hepatitis E antibody,Hepatitis A antibody,Unmatched,1st
Hepatitis E antibody negative,Hepatitis E antibody negative,Hepatitis A antibody negative,Unmatched,1st
Hepatitis E antibody abnormal,Hepatitis E antibody abnormal,Hepatitis A antibody abnormal,Unmatched,1st
Hepatitis E antibody normal,Hepatitis E antibody normal,Hepatitis A antibody normal,Unmatched,1st
Urethral stent insertion,Urethral stent insertion,Ureteral stent insertion,Unmatched,1st
Troponin T,Troponin T,Troponin I,Unmatched,1st
Troponin T increased,Troponin T increased,Troponin I increased,Unmatched,1st
Gallbladder cancer stage III,Gallbladder cancer stage III,Gallbladder cancer stage II,Unmatched,1st
Gallbladder cancer stage IV,Gallbladder cancer stage IV,Gallbladder cancer stage II,Unmatched,1st
Tongue carcinoma stage I,Tongue carcinoma stage I,Tongue carcinoma stage 0,Unmatched,1st
Tongue carcinoma stage II,Tongue carcinoma stage II,Tongue carcinoma stage I,Unmatched,1st
Tongue carcinoma stage III,Tongue carcinoma stage III,Tongue carcinoma stage II,Unmatched,1st
Tongue carcinoma stage IV,Tongue carcinoma stage IV,Tongue carcinoma stage I,Unmatched,1st
Vitamin E decreased,Vitamin E decreased,Vitamin C decreased,Unmatched,1st
Vitamin B1 increased,Vitamin B1 increased,Vitamin B12 increased,Unmatched,1st
Vitamin B1 decreased,Vitamin B1 decreased,Vitamin B12 decreased,Unmatched,1st
Vitamin B2 increased,Vitamin B2 increased,Vitamin B12 increased,Unmatched,1st
Vitamin B2 decreased,Vitamin B2 decreased,Vitamin B12 decreased,Unmatched,1st
Vitamin K increased,Vitamin K increased,Vitamin C increased,Unmatched,1st
Vitamin K decreased,Vitamin K decreased,Vitamin C decreased,Unmatched,1st
Anti factor VII antibody positive,Anti factor VII antibody positive,Anti factor VIII antibody positive,Unmatched,1st
Anti factor X antibody positive,Anti factor X antibody positive,Anti factor V antibody positive,Unmatched,1st
Anti factor IX antibody positive,Anti factor IX antibody positive,Anti factor X antibody positive,Unmatched,1st
Anti factor XI antibody positive,Anti factor XI antibody positive,Anti factor X antibody positive,Unmatched,1st
Anti factor XII antibody positive,Anti factor XII antibody positive,Anti factor VII antibody positive,Unmatched,1st
Hepatitis A antigen positive,Hepatitis A antigen positive,Hepatitis D antigen positive,Unmatched,1st
Vitamin E,Vitamin E,Vitamin C,Unmatched,1st
Vitamin B1,Vitamin B1,Vitamin B12,Unmatched,1st
Vitamin B2,Vitamin B2,Vitamin B12,Unmatched,1st
Vitamin K,Vitamin K,Vitamin C,Unmatched,1st
Skin laceration,Skin laceration,Skin maceration,Unmatched,1st
PCO2 normal,PCO2 normal,PO2 normal,Unmatched,1st
Gallbladder cancer stage I,Gallbladder cancer stage I,Gallbladder cancer stage II,Unmatched,1st
Hepatic cancer stage II,Hepatic cancer stage II,Hepatic cancer stage I,Unmatched,1st
Pancreatic carcinoma stage I,Pancreatic carcinoma stage I,Pancreatic carcinoma stage 0,Unmatched,1st
Pancreatic carcinoma stage II,Pancreatic carcinoma stage II,Pancreatic carcinoma stage I,Unmatched,1st
Pancreatic carcinoma stage III,Pancreatic carcinoma stage III,Pancreatic carcinoma stage II,Unmatched,1st
Hepatic cancer stage III,Hepatic cancer stage III,Hepatic cancer stage II,Unmatched,1st
Hepatic cancer stage IV,Hepatic cancer stage IV,Hepatic cancer stage I,Unmatched,1st
Pancreatic carcinoma stage IV,Pancreatic carcinoma stage IV,Pancreatic carcinoma stage I,Unmatched,1st
Small intestine carcinoma stage I,Small intestine carcinoma stage I,Small intestine carcinoma stage 0,Unmatched,1st
Small intestine carcinoma stage II,Small intestine carcinoma stage II,Small intestine carcinoma stage I,Unmatched,1st
Small intestine carcinoma stage III,Small intestine carcinoma stage III,Small intestine carcinoma stage II,Unmatched,1st
Small intestine carcinoma stage IV,Small intestine carcinoma stage IV,Small intestine carcinoma stage I,Unmatched,1st
Bile duct cancer stage II,Bile duct cancer stage II,Bile duct cancer stage I,Unmatched,1st
Bile duct cancer stage III,Bile duct cancer stage III,Bile duct cancer stage II,Unmatched,1st
Bile duct cancer stage IV,Bile duct cancer stage IV,Bile duct cancer stage I,Unmatched,1st
Bile duct cancer stage 0,Bile duct cancer stage 0,Bile duct cancer stage I,Unmatched,1st
Mitochondrial DNA depletion,Mitochondrial DNA depletion,Mitochondrial DNA deletion,Unmatched,1st
