MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Fall,decrease,decrease,Carboxyhaemoglobin decreased,Unmatched,4th
Fall,settle,settle,Senile dementia,Unmatched,4th
Fall,flow,flow,Fractional flow reserve,Unmatched,4th
Fall,faller,faller,Baller-Gerold syndrome,Unmatched,4th
Fall,hang,hang,Hand deformity,Unmatched,4th
Fall,dip,dip,Hip arthroplasty,Unmatched,4th
Fall,light,light,UV light therapy,Unmatched,4th
Fall,tumble,tumble,Celestin tube insertion,Unmatched,4th
Fall,dusky,dusky,Organic dust toxic syndrome,Unmatched,4th
Fall,accrual,accrual,Acral peeling skin syndrome,Unmatched,4th
Fall,return,return,Retro-pubic prostatectomy,Unmatched,4th
Fall,gloam,gloam,Malignant glioma,Unmatched,4th
Fall,lessen,lessen,Vaginal lesion,Unmatched,4th
Fatigue,wear,wear,Social fear,Unmatched,4th
Fatigue,pall,pall,Faeces pale,Unmatched,4th
Fatigue,jade,jade,Face presentation,Unmatched,4th
Fatigue,outwear,outwear,Disruption of the photoreceptor inner segment-outer segment,Unmatched,4th
Fatigue,tired,tired,"Hallucinations, mixed",Unmatched,4th
Fatigue,weariness,weariness,Adductor vocal cord weakness,Unmatched,4th
Fatigue,weary,weary,Heart rate,Unmatched,4th
Fatigue,fag,fag,Fat intolerance,Unmatched,4th
Fatigue,tire,tire,Prothrombin time,Unmatched,4th
Fear,awe,awe,Gestational age test normal,Unmatched,4th
Fear,concern,concern,Colon cancer,Unmatched,4th
Fear,veneration,veneration,Cardiac valve vegetation,Unmatched,4th
Fear,fright,fright,Right ventricular failure,Unmatched,4th
Fear,revere,revere,Reverse tri-iodothyronine decreased,Unmatched,4th
Fear,dread,dread,Broad ligament tear,Unmatched,4th
Fear,care,care,Postoperative care,Unmatched,4th
Feeling abnormal,smell abnormal,smell abnormal,Ultrasound skull normal,Unmatched,4th
Feeling abnormal,feel abnormal,feel abnormal,Prothrombin level normal,Unmatched,4th
Feeling abnormal,find abnormal,find abnormal,Visual field tests normal,Unmatched,4th
Feeling abnormal,tone abnormal,tone abnormal,Biopsy tongue normal,Unmatched,4th
Feeling abnormal,look abnormal,look abnormal,Blood aldosterone abnormal,Unmatched,4th
Feeling cold,smell cold,smell cold,Small cell lung cancer metastatic,Unmatched,4th
Feeling cold,feel cold,feel cold,Anaplastic large cell lymphoma T- and null-cell types refractory,Unmatched,4th
Feeling cold,find cold,find cold,End-tidal CO2 abnormal,Unmatched,4th
Feeling cold,tone cold,tone cold,Electron radiation therapy to colon,Unmatched,4th
Feeling cold,look cold,look cold,Red blood cell agglutination,Unmatched,4th
Feeling drunk,look drunk,look drunk,Antemortem blood drug level abnormal,Unmatched,4th
Feeling hot,smell hot,smell hot,T-cell unclassifiable lymphoma low grade,Unmatched,4th
Feeling hot,feel hot,feel hot,T-cell unclassifiable lymphoma low grade,Unmatched,4th
Feeling hot,find hot,find hot,X-ray of pelvis and hip,Unmatched,4th
Feeling hot,tone hot,tone hot,Drug dose titration not performed,Unmatched,4th
Feeling hot,look hot,look hot,Blood HIV RNA fluctuation,Unmatched,4th
Fertility increased,rank increased,rank increased,Respiratory rate increased,Unmatched,4th
Fertility increased,rich increased,rich increased,Urine uric acid decreased,Unmatched,4th
Fibrin,fibrinous,fibrinous,Malignant fibrous histiocytoma,Unmatched,4th
Fistula,sinus,sinus,Sinus barotrauma,Unmatched,4th
Flail chest,lam chest,lam chest,Upper lip bite test,Unmatched,4th
Flank pain,wing pain,wing pain,Neurodegeneration with brain iron accumulation disorder,Unmatched,4th
Flat chest,flatlet chest,flatlet chest,Platelet function test normal,Unmatched,4th
Flat chest,bland chest,bland chest,Salivary gland cyst,Unmatched,4th
Flat chest,matt chest,matt chest,Tandem gait test normal,Unmatched,4th
Flat chest,vapid chest,vapid chest,Acid haemolysin test negative,Unmatched,4th
Flat chest,level chest,level chest,Liver function test normal,Unmatched,4th
Flatulence,gas,gas,Portal venous gas,Unmatched,4th
Flatulence,gassy,gassy,Cerebral palsy,Unmatched,4th
Flatulence,turgidity,turgidity,Zinc sulphate turbidity abnormal,Unmatched,4th
Flooding,flood,flood,Synovial fluid white blood cells,Unmatched,4th
Flooding,deluge,deluge,Congenital dengue disease,Unmatched,4th
Flooding,glut,glut,Flat affect,Unmatched,4th
Flooding,swamp,swamp,Cramp-fasciculation syndrome,Unmatched,4th
Fluid overload,run overload,run overload,Dietary iron overload,Unmatched,4th
Fluid retention,run retention,run retention,Heart-lung transplant rejection,Unmatched,4th
Flushing,purge,purge,Pulse absent,Unmatched,4th
Flushing,blusher,blusher,Gingival blister,Unmatched,4th
Flushing,flush,flush,Crush syndrome,Unmatched,4th
Flushing,level,level,Sensory level,Unmatched,4th
Flushing,blush,blush,Crush injury,Unmatched,4th
Flushing,leveler,leveler,Sensory level,Unmatched,4th
Flushing,scour,scour,Vaginal odour,Unmatched,4th
Flushing,even,even,Cardiovascular event prophylaxis,Unmatched,4th
Flushing,redden,redden,Sudden cardiac death,Unmatched,4th
Foetal damage,foetal harm,foetal harm,Foetal heart rate increased,Unmatched,4th
Foetal damage,foetal price,foetal price,Oestrogens total urine normal,Unmatched,4th
Foetal damage,foetal hurt,foetal hurt,Foetal heart rate decreased,Unmatched,4th
Folate deficiency,vitamin_M deficiency,vitamin_m deficiency,Vitamin B12 deficiency,Unmatched,4th
Fracture,break,break,Breast abscess,Unmatched,4th
Fracture,fault,fault,Facet joint block,Unmatched,4th
Fracture,shift,shift,Shift work disorder,Unmatched,4th
Fracture,crack,crack,Writer's cramp,Unmatched,4th
Fracture,cracking,cracking,Salt craving,Unmatched,4th
Frostbite,cryopathy,cryopathy,Myopathy endocrine,Unmatched,4th
Full blood count,wide blood count,wide blood count,White blood cell count decreased,Unmatched,4th
Full blood count abnormal,wide blood count abnormal,wide blood count abnormal,Differential white blood cell count normal,Unmatched,4th
Full blood count decreased,wide blood count decreased,wide blood count decreased,CSF white blood cell count decreased,Unmatched,4th
Full blood count normal,wide blood count normal,wide blood count normal,Differential white blood cell count normal,Unmatched,4th
Fumbling,fluff,fluff,Hot flush,Unmatched,4th
Fumbling,fumble,fumble,Infertility female,Unmatched,4th
Fumbling,bungle,bungle,Bundle branch block left,Unmatched,4th
Fumbling,spoil,spoil,Stool chymotrypsin,Unmatched,4th
Fumbling,incompetent,incompetent,Glottal incompetence,Unmatched,4th
Fumbling,incompetency,incompetency,Glottal incompetence,Unmatched,4th
Fumbling,flub,flub,Flour sensitivity,Unmatched,4th
Fumbling,bumble,bumble,Bundle branch block left,Unmatched,4th
Fumbling,bungler,bungler,Bundle branch block left,Unmatched,4th
Fumbling,grope,grope,Prone position,Unmatched,4th
Fumbling,incompetence,incompetence,Glottal incompetence,Unmatched,4th
Fumbling,bodge,bodge,Iris bombe,Unmatched,4th
Fumbling,botch,botch,Epidural blood patch,Unmatched,4th
Fumbling,blunder,blunder,Bladder catheterisation,Unmatched,4th
Fumbling,blow,blow,Blood HCV RNA below assay limit,Unmatched,4th
Fumbling,bobble,bobble,Oropharyngeal cobble stone mucosa,Unmatched,4th
Fumbling,muff,muff,Gulf war syndrome,Unmatched,4th
Furuncle,boil,boil,Pulmonary oil microembolism,Unmatched,4th
Gait disturbance,gait upset,gait upset,Hair dye user,Unmatched,4th
Gambling,gamble,gamble,Tilt table test normal,Unmatched,4th
Gambling,chance,chance,Electrocardiogram change,Unmatched,4th
Gambling,risk,risk,Caprini risk score,Unmatched,4th
Gambling,game,game,Glare,Unmatched,4th
Gambling,play,play,Faeces pale,Unmatched,4th
Gangrene,necrose,necrose,Dental necrosis,Unmatched,4th
Gangrene,necrotic,necrotic,Aortic necrosis,Unmatched,4th
Gangrene,gangrenous,gangrenous,Gangrenous balanitis,Unmatched,4th
Gangrene,slough,slough,Tongue rough,Unmatched,4th
Gangrene,necrosis,necrosis,Breast necrosis,Unmatched,4th
Gastrointestinal infection,GI infection,gi infection,Human T-cell lymphocytic virus type II infection,Unmatched,4th
Gastrointestinal pain,gastrointestinal infliction,gastrointestinal infliction,Gastrointestinal protozoal infection,Unmatched,4th
Gigantism,overgrowth,overgrowth,Overgrowth fungal,Unmatched,4th
Goitre,struma,struma,Infected seroma,Unmatched,4th
Gonorrhoea,clap,clap,Acquired claw toe,Unmatched,4th
Gout,urarthritis,urarthritis,Urethritis gonococcal,Unmatched,4th
Gram stain,g stain,g stain,B-cell lymphoma stage IV,Unmatched,4th
Gram stain,gram smear,gram smear,Removal of foreign body from external ear,Unmatched,4th
Gram stain,gram brand,gram brand,X-ray of pelvis and hip normal,Unmatched,4th
Gram stain,gram soil,gram soil,X-ray therapy to soft tissue,Unmatched,4th
Gram stain,gram filth,gram filth,X-ray with contrast lower gastrointestinal tract normal,Unmatched,4th
Grandiosity,ornate,ornate,Respiratory rate,Unmatched,4th
Granuloma,granulomatous,granulomatous,Granulomatous lymphadenitis,Unmatched,4th
Groin pain,mole pain,mole pain,Genital cancer male in situ,Unmatched,4th
Growing pains,rise pains,rise pains,Catheter site pain,Unmatched,4th
Grunting,grunt,grunt,Granulocyte count,Unmatched,4th
Haemoglobin,Hb,hb,Blood creatine phosphokinase MB,Unmatched,4th
Haemoglobin abnormal,Hb abnormal,hb abnormal,Vitamin B6 normal,Unmatched,4th
Haemoglobin decreased,Hb decreased,hb decreased,Vitamin B6 increased,Unmatched,4th
Haemoglobin increased,Hb increased,hb increased,Vitamin B6 increased,Unmatched,4th
Haemoglobin normal,Hb normal,hb normal,Vitamin B6 normal,Unmatched,4th
Haemoglobin S decreased,Hb s decreased,hb s decreased,Apolipoprotein B/Apolipoprotein A-1 ratio increased,Unmatched,4th
Haemoglobin S increased,Hb s increased,hb s increased,Apolipoprotein B/Apolipoprotein A-1 ratio increased,Unmatched,4th
Haemolysis,hemolytic,hemolytic,Isoimmune haemolytic disease,Unmatched,4th
Haemorrhoids,piles,piles,Ileus paralytic,Unmatched,4th
Hair disorder,hair upset,hair upset,Hand prosthesis user,Unmatched,4th
Hallucination,delusion,delusion,Persecutory delusion,Unmatched,4th
Hallucination,delusional,delusional,"Delusional disorder, erotomanic type",Unmatched,4th
Hand amputation,give amputation,give amputation,HERG gene mutation,Unmatched,4th
Hand amputation,pass amputation,pass amputation,N-ras gene mutation,Unmatched,4th
Hand amputation,deal amputation,deal amputation,DNA mismatch repair protein gene mutation,Unmatched,4th
Hand amputation,paw amputation,paw amputation,N-ras gene mutation,Unmatched,4th
Head banging,head fuck,head fuck,Radiotherapy to head and neck,Unmatched,4th
Head banging,head know,head know,Peak expiratory flow rate decreased,Unmatched,4th
Head banging,head bed,head bed,Barium meal and follow through,Unmatched,4th
Head banging,head banger,head banger,HER2 negative breast cancer,Unmatched,4th
Head banging,head eff,head eff,Fear of eating,Unmatched,4th
Head banging,head slam,head slam,Red blood cell scan,Unmatched,4th
Head banging,head love,head love,"Brachytherapy to ear, nose, or throat",Unmatched,4th
Head banging,head lover,head lover,Model for end stage liver disease score abnormal,Unmatched,4th
Head banging,head bang,head bang,Head lag abnormal,Unmatched,4th
Head discomfort,point discomfort,point discomfort,Infusion site joint discomfort,Unmatched,4th
Head discomfort,head sore,head sore,"Brachytherapy to ear, nose, or throat",Unmatched,4th
Head injury,head wound,head wound,Red blood cell count,Unmatched,4th
Headache,concern,concern,Colon cancer,Unmatched,4th
Headache,vex,vex,Sex chromosome abnormality,Unmatched,4th
Headache,vexation,vexation,Sedation complication,Unmatched,4th
Headache,worry,worry,Muir-Torre syndrome,Unmatched,4th
Heart rate,fond rate,fond rate,Non-24-hour sleep-wake disorder,Unmatched,4th
Heart rate,pith rate,pith rate,High fat diet,Unmatched,4th
Heart rate,centric rate,centric rate,"Follicle centre lymphoma, follicular grade I, II, III stage I",Unmatched,4th
Heart rate,nub rate,nub rate,Gastrostomy tube site complication,Unmatched,4th
Heart rate,center rate,center rate,"Follicle centre lymphoma, follicular grade I, II, III",Unmatched,4th
Heart rate,central rate,central rate,"Follicle centre lymphoma, follicular grade I, II, III refractory",Unmatched,4th
Heart rate,sum rate,sum rate,Electrocardiogram U-wave prominent,Unmatched,4th
Heart rate,gist rate,gist rate,Optic nerve cup/disc ratio increased,Unmatched,4th
Heart rate,nerve rate,nerve rate,Optic nerve cup/disc ratio normal,Unmatched,4th
Heart rate,centre rate,centre rate,"Follicle centre lymphoma, follicular grade I, II, III stage I",Unmatched,4th
Heart rate,pump rate,pump rate,Optic nerve cup/disc ratio normal,Unmatched,4th
Heart rate,nervy rate,nervy rate,Optic nerve cup/disc ratio normal,Unmatched,4th
Heart rate,heart value,heart value,Heart valve replacement,Unmatched,4th
Heart transplant,fond transplant,fond transplant,Renal and pancreas transplant,Unmatched,4th
Heart transplant,core transplant,core transplant,Bone marrow transplant rejection,Unmatched,4th
Heart transplant,sum transplant,sum transplant,Autologous haematopoietic stem cell transplant,Unmatched,4th
Hepatic pain,hepatic infliction,hepatic infliction,Hepatic infection helminthic,Unmatched,4th
Hepatic rupture,hepatic bust,hepatic bust,Haemorrhagic hepatic cyst,Unmatched,4th
Hepatitis C,hepatitis coke,hepatitis coke,Hepatitis B core antigen positive,Unmatched,4th
Hepatitis C antibody,hepatitis coke antibody,hepatitis coke antibody,Hepatitis B core antibody negative,Unmatched,4th
Hepatitis E,hepatitis E,hepatitis e,Hepatitis D,Unmatched,4th
Hepatitis E,hepatitis east,hepatitis east,Hepatitis B test negative,Unmatched,4th
Hepatitis F,hepatitis F,hepatitis f,Hepatitis D,Unmatched,4th
Hepatitis G,hepatitis M,hepatitis m,Hepatitis D,Unmatched,4th
Hepatitis G,hepatitis G,hepatitis g,Hepatitis D,Unmatched,4th
Hepatitis G,hepatitis K,hepatitis k,Hepatitis D,Unmatched,4th
Hepatitis G,hepatitis g-force,hepatitis g force,Hepatitis B core antigen positive,Unmatched,4th
Hepatitis G,hepatitis GB,hepatitis gb,Hepatitis B immunisation,Unmatched,4th
Hepatitis H,hepatitis H,hepatitis h,Hepatitis D,Unmatched,4th
Hermaphroditism,androgenous,androgenous,Androgens decreased,Unmatched,4th
Hermaphroditism,bisexual,bisexual,Sexual aversion disorder,Unmatched,4th
Hermaphroditism,androgyny,androgyny,Androgens decreased,Unmatched,4th
Hernia,herniation,herniation,Periorbital fat herniation,Unmatched,4th
Hip fracture,hip crack,hip crack,Foreign body in reproductive tract,Unmatched,4th
HIV carrier,hiv tote,hiv tote,Hodgkin's disease lymphocyte predominance stage II site unspec,Unmatched,4th
HIV infection CDC Group II,hiv infection cdc group 2,hiv infection cdc group 2,HIV infection CDC Group IV subgroup C2,Unmatched,4th
HIV infection CDC Group III,hiv infection cdc group 3,hiv infection cdc group 3,HIV infection CDC Group IV subgroup D,Unmatched,4th
HIV test,hiv try,hiv try,Lip and/or oral cavity cancer,Unmatched,4th
HIV test,hiv trial,hiv trial,Lip and/or oral cavity cancer stage I,Unmatched,4th
HIV test,hiv run,hiv run,Blood HIV RNA decreased,Unmatched,4th
HIV test,hiv essay,hiv essay,IL-2 receptor assay,Unmatched,4th
HIV test negative,hiv essay negative,hiv essay negative,HRD gene mutation assay negative,Unmatched,4th
HIV test positive,hiv essay positive,hiv essay positive,HLA-A*3101 assay positive,Unmatched,4th
Hodgkin's disease stage II,hodgkin's disease stage 2,hodgkin's disease stage 2,Hodgkin's disease lymphocyte depletion stage I supradiaphragm,Unmatched,4th
Hodgkin's disease stage III,hodgkin's disease stage 3,hodgkin's disease stage 3,Hodgkin's disease lymphocyte depletion stage I supradiaphragm,Unmatched,4th
Homosexuality,queer,queer,Tobacco user,Unmatched,4th
Homosexuality,gayness,gayness,Application site dryness,Unmatched,4th
Homosexuality,gay,gay,Gas poisoning,Unmatched,4th
Hordeolum,sty,sty,Electrocardiogram ST segment,Unmatched,4th
Hordeolum,stye,stye,Hodgkin's disease lymphocyte predominance type stage III,Unmatched,4th
Hostility,antagonistic,antagonistic,Protein induced by vitamin K absence or antagonist II increased,Unmatched,4th
Hostility,antagonism,antagonism,Protein induced by vitamin K absence or antagonist II increased,Unmatched,4th
Hostility,antagonist,antagonist,Protein induced by vitamin K absence or antagonist II increased,Unmatched,4th
Hostility,aggression,aggression,Non-Hodgkin's lymphoma unspecified histology aggressive,Unmatched,4th
Hostility,antagonise,antagonise,Protein induced by vitamin K absence or antagonist II increased,Unmatched,4th
Hostility,enmity,enmity,Bone density increased,Unmatched,4th
Hostility,antagonize,antagonize,Protein induced by vitamin K absence or antagonist II increased,Unmatched,4th
Hunger,lust,lust,Lung diffusion test,Unmatched,4th
Hunger,craving,craving,Impaired driving ability,Unmatched,4th
Hunger,starve,starve,Hyperosmolar state,Unmatched,4th
Hunger,thirst,thirst,Achard Thiers syndrome,Unmatched,4th
Hunger,crave,crave,Urate nephropathy,Unmatched,4th
Hunger,famish,famish,Single parent family,Unmatched,4th
Hypermetropia,hyperopia,hyperopia,Gastric hypertonia,Unmatched,4th
Hypocapnia,acapnic,acapnic,Actinic elastosis,Unmatched,4th
Hypothermia,hyperthermal,hyperthermal,Hyperthermic chemotherapy,Unmatched,4th
Illusion,magic,magic,Magical thinking,Unmatched,4th
Illusion,deception,deception,Altered pitch perception,Unmatched,4th
Illusion,trick,trick,Queensland tick typhus,Unmatched,4th
Illusion,fancy,fancy,Free fatty acids,Unmatched,4th
Illusion,delusion,delusion,Persecutory delusion,Unmatched,4th
Illusion,magical,magical,Radical hysterectomy,Unmatched,4th
Immobile,firm,firm,Wrong dosage form,Unmatched,4th
Immobile,fast,fast,AST/ALT ratio,Unmatched,4th
Immunisation,immunize,immunize,Decreased immune responsiveness,Unmatched,4th
Immunoglobulins,immune_globulin,immune_globulin,Blood immunoglobulin E,Unmatched,4th
Immunoglobulins,Ig,ig,Mucopolysaccharidosis II,Unmatched,4th
Immunoglobulins abnormal,immune_globulin abnormal,immune_globulin abnormal,Blood immunoglobulin E normal,Unmatched,4th
Immunoglobulins abnormal,Ig abnormal,ig abnormal,Vitamin B6 normal,Unmatched,4th
Immunoglobulins decreased,immune_globulin decreased,immune_globulin decreased,Thyroid stimulating immunoglobulin increased,Unmatched,4th
Immunoglobulins decreased,Ig decreased,ig decreased,Vitamin B6 increased,Unmatched,4th
Immunoglobulins increased,immune_globulin increased,immune_globulin increased,Thyroid stimulating immunoglobulin increased,Unmatched,4th
Immunoglobulins increased,Ig increased,ig increased,Vitamin B6 increased,Unmatched,4th
Immunoglobulins normal,immune_globulin normal,immune_globulin normal,Blood immunoglobulin E normal,Unmatched,4th
Immunoglobulins normal,Ig normal,ig normal,Vitamin B6 normal,Unmatched,4th
Imprisonment,captive,captive,Chronic active Epstein-Barr virus infection,Unmatched,4th
Imprisonment,intern,intern,Ventricular internal diameter,Unmatched,4th
Imprisonment,incarcerate,incarcerate,Incarcerated inguinal hernia,Unmatched,4th
Imprisonment,immure,immure,Humoral immune defect,Unmatched,4th
Imprisonment,captivity,captivity,Increased steroid activity,Unmatched,4th
Indifference,impassive,impassive,Passive leg raise assessment,Unmatched,4th
Indifference,numb,numb,Limb deformity,Unmatched,4th
Indifference,stolid,stolid,Solid pseudopapillary tumour of the pancreas,Unmatched,4th
Infant,babe,babe,Base excess,Unmatched,4th
Infant,baby,baby,Term baby,Unmatched,4th
Infection,contagion,contagion,Brain contusion,Unmatched,4th
Infection,transmission,transmission,Direct infection transmission,Unmatched,4th
Infection,infect,infect,Blister infected,Unmatched,4th
Infection,transmit,transmit,Intestinal transit time normal,Unmatched,4th
Infection,infectious,infectious,Infectious iridocyclitis,Unmatched,4th
Infertility,infertile,infertile,Infantile colic,Unmatched,4th
Infertility,sterile,sterile,Vaccination site abscess sterile,Unmatched,4th
Inflammation scan,red scan,red scan,Red blood cell scan,Unmatched,4th
Influenza,grippe,grippe,Triple negative breast cancer,Unmatched,4th
Influenza,flu,flu,Flat affect,Unmatched,4th
Injection site mass,injection site mint,injection site mint,Injection site joint inflammation,Unmatched,4th
Injury,traumatise,traumatise,Enophthalmos traumatic,Unmatched,4th
Injury,harm,harm,Arm amputation,Unmatched,4th
Injury,wound,wound,Wound dehiscence,Unmatched,4th
Injury,traumatize,traumatize,Enophthalmos traumatic,Unmatched,4th
Injury,trauma,trauma,High-energy trauma,Unmatched,4th
Injury,hurt,hurt,Hunt and Hess scale,Unmatched,4th
Injury,traumatic,traumatic,Enophthalmos traumatic,Unmatched,4th
Injury,injurious,injurious,Repair of urinary tract injuries,Unmatched,4th
Intelligence increased,word increased,word increased,Blood gold increased,Unmatched,4th
Intestinal infarction,enteral infarction,enteral infarction,Central nervous system viral infection,Unmatched,4th
Iris cyst,flag cyst,flag cyst,Anti-HLA antibody test,Unmatched,4th
Iron deficiency,Fe deficiency,fe deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Iron deficiency,iron want,iron want,Non-24-hour sleep-wake disorder,Unmatched,4th
Irritability,temper,temper,Tender joint count increased,Unmatched,4th
Irritability,choler,choler,Sydenham's chorea,Unmatched,4th
Irritability,peevish,peevish,Ultrasound pelvis abnormal,Unmatched,4th
Irritability,surly,surly,Abortion early,Unmatched,4th
Jaundice,icteric,icteric,Enteric duplication,Unmatched,4th
Jaundice,acrimony,acrimony,Blood antimony increased,Unmatched,4th
Jaundice,tart,tart,Tandem gait test abnormal,Unmatched,4th
Jaundice,bitter,bitter,Feeling jittery,Unmatched,4th
Jaundice,icterus,icterus,Icterus index decreased,Unmatched,4th
Jaw cyst,claver cyst,claver cyst,Liver function test decreased,Unmatched,4th
Jaw cyst,scold cyst,scold cyst,COPD assessment test,Unmatched,4th
Jaw cyst,berate cyst,berate cyst,Orthostatic heart rate test,Unmatched,4th
Jaw fracture,jaw crack,jaw crack,X-ray with contrast upper gastrointestinal tract,Unmatched,4th
Job change,job shift,job shift,Metastases to soft tissue,Unmatched,4th
Job change,job switch,job switch,"Dementia of the Alzheimer's type, with depressed mood",Unmatched,4th
Job change,job alter,job alter,Victim of elder abuse,Unmatched,4th
Job change,job vary,job vary,Radiotherapy to ovary,Unmatched,4th
Job change,job variation,job variation,Prompt effects of radiation,Unmatched,4th
Joint deposit,joint position,joint position,CSF white blood cell count positive,Unmatched,4th
Joint injection,roast injection,roast injection,Immediate post-injection reaction,Unmatched,4th
Lacrimation decreased,water decreased,water decreased,Respiratory rate increased,Unmatched,4th
Lacrimation decreased,tear decreased,tear decreased,Thymol turbidity test decreased,Unmatched,4th
Lacrimation disorder,water disorder,water disorder,Baseline foetal heart rate variability disorder,Unmatched,4th
Lacrimation disorder,tearing disorder,tearing disorder,Congenital hearing disorder,Unmatched,4th
Lacrimation disorder,tear disorder,tear disorder,Inner ear disorder,Unmatched,4th
Lacrimation increased,water increased,water increased,Respiratory rate increased,Unmatched,4th
Lacrimation increased,tear increased,tear increased,Thymol turbidity test decreased,Unmatched,4th
Laryngeal cancer stage II,laryngeal cancer stage 2,laryngeal cancer stage 2,Pharyngeal cancer stage I,Unmatched,4th
Laryngeal cancer stage III,laryngeal cancer stage 3,laryngeal cancer stage 3,Pharyngeal cancer stage I,Unmatched,4th
Laryngeal cancer stage IV,laryngeal cancer stage 4,laryngeal cancer stage 4,Pharyngeal cancer stage I,Unmatched,4th
Laryngeal repair,laryngeal fix,laryngeal fix,Pharyngeal cancer stage II,Unmatched,4th
Lead urine,wind urine,wind urine,Medication crystals in urine present,Unmatched,4th
Lead urine,hint urine,hint urine,5-hydroxyindolacetic acid in urine increased,Unmatched,4th
Lead urine,Pb urine,pb urine,pH urine increased,Unmatched,4th
Lead urine,run urine,run urine,5-hydroxyindolacetic acid in urine increased,Unmatched,4th
Lead urine,go urine,go urine,17 ketosteroids urine increased,Unmatched,4th
Lead urine,lead water,lead water,Peak expiratory flow rate increased,Unmatched,4th
Lead urine decreased,Pb urine decreased,pb urine decreased,17 ketosteroids urine increased,Unmatched,4th
Lead urine decreased,run urine decreased,run urine decreased,N-telopeptide urine decreased,Unmatched,4th
Lead urine decreased,lead water decreased,lead water decreased,Red blood cell sedimentation rate decreased,Unmatched,4th
Lead urine increased,Pb urine increased,pb urine increased,17 ketosteroids urine increased,Unmatched,4th
Lead urine increased,run urine increased,run urine increased,N-telopeptide urine decreased,Unmatched,4th
Lead urine increased,lead water increased,lead water increased,Red blood cell sedimentation rate decreased,Unmatched,4th
Lead urine normal,Pb urine normal,pb urine normal,17 ketosteroids urine abnormal,Unmatched,4th
Lead urine normal,lead water normal,lead water normal,Red blood cell sedimentation rate normal,Unmatched,4th
Lentigo,lentiginous,lentiginous,Acral lentiginous melanoma stage II,Unmatched,4th
Lethargy,slackness,slackness,Serum sickness,Unmatched,4th
Lice infestation,lice plague,lice plague,Administration site plaque,Unmatched,4th
Lid lag,hat lag,hat lag,AST/ALT ratio,Unmatched,4th
Lid lag,lid jail,lid jail,Ophthalmic fluid-air exchange procedure,Unmatched,4th
Lid lag,lid stave,lid stave,Diabetic end stage renal disease,Unmatched,4th
Life support,life abide,life abide,Limy bile syndrome,Unmatched,4th
Life support,life toleration,life toleration,Tongue tie operation,Unmatched,4th
Life support,life fund,life fund,Liver and pancreas transplant rejection,Unmatched,4th
Life support,life stand,life stand,Cleft lip and palate,Unmatched,4th
Life support,life bear,life bear,Infusion site scar,Unmatched,4th
Light anaesthesia,lite anaesthesia,lite anaesthesia,Application site paraesthesia,Unmatched,4th
Lip discolouration,lip stain,lip stain,"Follicle centre lymphoma, follicular grade I, II, III stage I",Unmatched,4th
Lip dry,brim dry,brim dry,Diffusion-weighted brain MRI normal,Unmatched,4th
Lip oedema,brim oedema,brim oedema,Barium enema normal,Unmatched,4th
Lip pain,brim pain,brim pain,Removal of inert matter from skin or subcutaneous tissue,Unmatched,4th
Lip pain,lip infliction,lip infliction,Asymptomatic HIV infection,Unmatched,4th
Lip pain,lip ail,lip ail,LDL/HDL ratio increased,Unmatched,4th
Lip repair,lip amend,lip amend,Plastic surgery of the lips and mouth,Unmatched,4th
Lip repair,lip fix,lip fix,HIV infection CDC Group II,Unmatched,4th
Lip repair,lip doctor,lip doctor,Insulin-like growth factor abnormal,Unmatched,4th
Lip repair,lip mend,lip mend,C-kit gene negative,Unmatched,4th
Lipids decreased,lipide decreased,lipide decreased,Lipase increased,Unmatched,4th
Lipids increased,lipide increased,lipide increased,Lipase increased,Unmatched,4th
Liver tenderness,liver sore,liver sore,Model for end stage liver disease score increased,Unmatched,4th
Liver tenderness,liver affection,liver affection,Lower respiratory tract infection viral,Unmatched,4th
Liver transplant,liver graft,liver graft,Lower respiratory tract congestion,Unmatched,4th
Lividity,pallid,pallid,Conjunctival pallor,Unmatched,4th
Lividity,pale,pale,Infertility male,Unmatched,4th
Lividity,wan,wan,Red man syndrome,Unmatched,4th
Lividity,pallor,pallor,Application site pallor,Unmatched,4th
Lividity,lurid,lurid,Lipid proteinosis,Unmatched,4th
Lividity,wanness,wanness,Witness of death,Unmatched,4th
Lividity,livid,livid,Biopsy liver,Unmatched,4th
Living alone,life alone,life alone,Bile duct stone,Unmatched,4th
Living alone,live alone,live alone,Drug level above therapeutic,Unmatched,4th
Living alone,go alone,go alone,Electron radiation therapy to bone,Unmatched,4th
Living alone,liver alone,liver alone,Anticonvulsant drug level above therapeutic,Unmatched,4th
Localised infection,set infection,set infection,Catheter site infection,Unmatched,4th
Magical thinking,magical intention,magical intention,Medical device site joint infection,Unmatched,4th
Magnesium deficiency,Mg deficiency,mg deficiency,Anaemia vitamin B6 deficiency,Unmatched,4th
Manganese,Mn,mn,Cells in urine,Unmatched,4th
Manganese decreased,Mn decreased,mn decreased,Vitamin B1 decreased,Unmatched,4th
Manganese increased,Mn increased,mn increased,Vitamin B1 decreased,Unmatched,4th
Manganese normal,Mn normal,mn normal,Cyclic AMP normal,Unmatched,4th
Mania,passion,passion,Continuous passive motion machine therapy,Unmatched,4th
