MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Clumsiness,inept,inept,Incest,Unmatched,1st
Clumsiness,stiff,stiff,Stiff tongue,Unmatched,1st
Clumsiness,clumsy,clumsy,Clumsy child syndrome,Unmatched,1st
Clumsiness,slow,slow,Slow speech,Unmatched,1st
Clumsiness,stiffness,stiffness,Joint stiffness,Unmatched,1st
Coagulation factor IX level,coagulation factor 9 level,coagulation factor 9 level,Coagulation factor V level,Unmatched,1st
Coagulation factor IX level decreased,coagulation factor 9 level decreased,coagulation factor 9 level decreased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor IX level increased,coagulation factor 9 level increased,coagulation factor 9 level increased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor IX level increased,coagulation factor IX level increased,coagulation factor ix level increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor IX level increased,coagulation factor ix leveler increased,coagulation factor ix leveler increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor IX level increased,coagulation factor ix even increased,coagulation factor ix even increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor IX level normal,coagulation factor 9 level normal,coagulation factor 9 level normal,Coagulation factor V level normal,Unmatched,1st
Coagulation factor V level increased,coagulation factor V level increased,coagulation factor v level increased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor V level increased,coagulation factor 5 level increased,coagulation factor 5 level increased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor V level increased,coagulation factor v leveler increased,coagulation factor v leveler increased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor V level increased,coagulation factor v even increased,coagulation factor v even increased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor VII level,coagulation factor 7 level,coagulation factor 7 level,Coagulation factor V level,Unmatched,1st
Coagulation factor VII level decreased,coagulation factor 7 level decreased,coagulation factor 7 level decreased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor VII level increased,coagulation factor VII level increased,coagulation factor vii level increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VII level increased,coagulation factor 7 level increased,coagulation factor 7 level increased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor VII level increased,coagulation factor vii leveler increased,coagulation factor vii leveler increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VII level increased,coagulation factor vii even increased,coagulation factor vii even increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VII level normal,coagulation factor 7 level normal,coagulation factor 7 level normal,Coagulation factor V level normal,Unmatched,1st
Coagulation factor VIII level,coagulation factor 8 level,coagulation factor 8 level,Coagulation factor V level,Unmatched,1st
Coagulation factor VIII level,coagulation factor VIII level,coagulation factor viii level,Coagulation factor VII level,Unmatched,1st
Coagulation factor VIII level,coagulation factor viii leveler,coagulation factor viii leveler,Coagulation factor VII level,Unmatched,1st
Coagulation factor VIII level,coagulation factor viii even,coagulation factor viii even,Coagulation factor VII level,Unmatched,1st
Coagulation factor VIII level decreased,coagulation factor 8 level decreased,coagulation factor 8 level decreased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor VIII level decreased,coagulation factor VIII level decreased,coagulation factor viii level decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level decreased,coagulation factor viii leveler decreased,coagulation factor viii leveler decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level decreased,coagulation factor viii even decreased,coagulation factor viii even decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level decreased,coagulation factor viii level decrease,coagulation factor viii level decrease,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level increased,coagulation factor 8 level increased,coagulation factor 8 level increased,Coagulation factor V level decreased,Unmatched,1st
Coagulation factor VIII level increased,coagulation factor VIII level increased,coagulation factor viii level increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level increased,coagulation factor viii leveler increased,coagulation factor viii leveler increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level increased,coagulation factor viii even increased,coagulation factor viii even increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level increased,coagulation factor viii level increase,coagulation factor viii level increase,Coagulation factor VII level increased,Unmatched,1st
Coagulation factor VIII level normal,coagulation factor 8 level normal,coagulation factor 8 level normal,Coagulation factor V level normal,Unmatched,1st
Coagulation factor VIII level normal,coagulation factor VIII level normal,coagulation factor viii level normal,Coagulation factor VII level normal,Unmatched,1st
Coagulation factor VIII level normal,coagulation factor viii leveler normal,coagulation factor viii leveler normal,Coagulation factor VII level normal,Unmatched,1st
Coagulation factor VIII level normal,coagulation factor viii even normal,coagulation factor viii even normal,Coagulation factor VII level normal,Unmatched,1st
Coagulation factor X level,coagulation factor ex level,coagulation factor ex level,Coagulation factor IX level,Unmatched,1st
Coagulation factor X level,coagulation factor X level,coagulation factor x level,Coagulation factor IX level,Unmatched,1st
Coagulation factor X level,coagulation factor x leveler,coagulation factor x leveler,Coagulation factor IX level,Unmatched,1st
Coagulation factor X level,coagulation factor x even,coagulation factor x even,Coagulation factor IX level,Unmatched,1st
Coagulation factor X level decreased,coagulation factor ex level decreased,coagulation factor ex level decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level decreased,coagulation factor X level decreased,coagulation factor x level decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level decreased,coagulation factor x leveler decreased,coagulation factor x leveler decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level decreased,coagulation factor x even decreased,coagulation factor x even decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level decreased,coagulation factor x level decrease,coagulation factor x level decrease,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level increased,coagulation factor ex level increased,coagulation factor ex level increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level increased,coagulation factor X level increased,coagulation factor x level increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level increased,coagulation factor XTC level increased,coagulation factor xtc level increased,Coagulation factor X level decreased,Unmatched,1st
Coagulation factor X level increased,coagulation factor x leveler increased,coagulation factor x leveler increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level increased,coagulation factor x even increased,coagulation factor x even increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level increased,coagulation factor x level increase,coagulation factor x level increase,Coagulation factor IX level increased,Unmatched,1st
Coagulation factor XI level,coagulation factor XI level,coagulation factor xi level,Coagulation factor IX level,Unmatched,1st
Coagulation factor XI level,coagulation factor xi leveler,coagulation factor xi leveler,Coagulation factor IX level,Unmatched,1st
Coagulation factor XI level,coagulation factor xi even,coagulation factor xi even,Coagulation factor IX level,Unmatched,1st
Coagulation factor XI level decreased,coagulation factor XI level decreased,coagulation factor xi level decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level decreased,coagulation factor xi leveler decreased,coagulation factor xi leveler decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level decreased,coagulation factor xi even decreased,coagulation factor xi even decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level decreased,coagulation factor xi level decrease,coagulation factor xi level decrease,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level increased,coagulation factor XI level increased,coagulation factor xi level increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level increased,coagulation factor xi leveler increased,coagulation factor xi leveler increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level increased,coagulation factor xi even increased,coagulation factor xi even increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level increased,coagulation factor xi level increase,coagulation factor xi level increase,Coagulation factor IX level increased,Unmatched,1st
Coagulation factor XII level,coagulation factor XII level,coagulation factor xii level,Coagulation factor IX level,Unmatched,1st
Coagulation factor XII level,coagulation factor xii leveler,coagulation factor xii leveler,Coagulation factor IX level,Unmatched,1st
Coagulation factor XII level,coagulation factor xii even,coagulation factor xii even,Coagulation factor IX level,Unmatched,1st
Coagulation factor XII level decreased,coagulation factor XII level decreased,coagulation factor xii level decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XII level decreased,coagulation factor xii leveler decreased,coagulation factor xii leveler decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XII level decreased,coagulation factor xii even decreased,coagulation factor xii even decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XII level decreased,coagulation factor xii level decrease,coagulation factor xii level decrease,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XII level increased,coagulation factor XII level increased,coagulation factor xii level increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XII level increased,coagulation factor xii leveler increased,coagulation factor xii leveler increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XII level increased,coagulation factor xii even increased,coagulation factor xii even increased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XII level increased,coagulation factor xii level increase,coagulation factor xii level increase,Coagulation factor IX level increased,Unmatched,1st
Coagulation factor XIII level,coagulation factor XIII level,coagulation factor xiii level,Coagulation factor VII level,Unmatched,1st
Coagulation factor XIII level,coagulation factor xiii leveler,coagulation factor xiii leveler,Coagulation factor VII level,Unmatched,1st
Coagulation factor XIII level,coagulation factor xiii even,coagulation factor xiii even,Coagulation factor VII level,Unmatched,1st
Coagulation factor XIII level decreased,coagulation factor XIII level decreased,coagulation factor xiii level decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XIII level decreased,coagulation factor xiii leveler decreased,coagulation factor xiii leveler decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XIII level decreased,coagulation factor xiii even decreased,coagulation factor xiii even decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XIII level decreased,coagulation factor xiii level decrease,coagulation factor xiii level decrease,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XIII level increased,coagulation factor XIII level increased,coagulation factor xiii level increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XIII level increased,coagulation factor xiii leveler increased,coagulation factor xiii leveler increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XIII level increased,coagulation factor xiii even increased,coagulation factor xiii even increased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XIII level increased,coagulation factor xiii level increase,coagulation factor xiii level increase,Coagulation factor VII level increased,Unmatched,1st
Coagulation time,clot time,clot time,Congenital claw toe,Unmatched,1st
Coagulation time normal,coagulation timely normal,coagulation timely normal,Coagulation time abnormal,Unmatched,1st
Coagulation time normal,coagulation timer normal,coagulation timer normal,Coagulation time abnormal,Unmatched,1st
Coagulation time prolonged,clot time prolonged,clot time prolonged,Clot retraction time prolonged,Unmatched,1st
Coagulation time shortened,clot time shortened,clot time shortened,Clot retraction time shortened,Unmatched,1st
Cold sweat,dusty sweat,dusty sweat,Bile duct stent insertion,Unmatched,1st
Cold sweat,cold stew,cold stew,Yolk sac tumour site unspecified,Unmatched,1st
Cold sweat,cold sudation,cold sudation,CBL gene mutation,Unmatched,1st
Cold sweat,cold fret,cold fret,Cell-free and concentrated ascites reinfusion therapy,Unmatched,1st
Colon cancer stage II,colon cancer stage 2,colon cancer stage 2,Colon cancer stage I,Unmatched,1st
Colon cancer stage III,Colon cancer stage iii,colon cancer stage iii,Colon cancer stage II,Unmatched,1st
Colon cancer stage III,colonic cancer stage iii,colonic cancer stage iii,Colon cancer stage II,Unmatched,1st
Colon cancer stage III,colon Cancer stage iii,colon cancer stage iii,Colon cancer stage II,Unmatched,1st
Colon cancer stage III,colon cancer stagy iii,colon cancer stagy iii,Colon cancer stage II,Unmatched,1st
Colon cancer stage III,colon cancer stager iii,colon cancer stager iii,Colon cancer stage II,Unmatched,1st
Colon cancer stage III,colon cancer stagey iii,colon cancer stagey iii,Colon cancer stage II,Unmatched,1st
Colon cancer stage III,colon cancer stage 3,colon cancer stage 3,Colon cancer stage I,Unmatched,1st
Colon cancer stage III,colon cancer stage III,colon cancer stage iii,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,Colon cancer stage iv,colon cancer stage iv,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,colonic cancer stage iv,colonic cancer stage iv,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,colon Cancer stage iv,colon cancer stage iv,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,colon cancer stagy iv,colon cancer stagy iv,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,colon cancer stager iv,colon cancer stager iv,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,colon cancer stagey iv,colon cancer stagey iv,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,colon cancer stage IV,colon cancer stage iv,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,colon cancer stage 4,colon cancer stage 4,Colon cancer stage I,Unmatched,1st
Colonic fistula,colonic sinus,colonic sinus,Chronic active Epstein-Barr virus infection,Unmatched,1st
Colorectal cancer stage II,colorectal cancer stage 2,colorectal cancer stage 2,Colorectal cancer stage I,Unmatched,1st
Colorectal cancer stage III,colorectal Cancer stage iii,colorectal cancer stage iii,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage III,colorectal cancer stagy iii,colorectal cancer stagy iii,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage III,colorectal cancer stager iii,colorectal cancer stager iii,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage III,colorectal cancer stagey iii,colorectal cancer stagey iii,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage III,colorectal cancer stage 3,colorectal cancer stage 3,Colorectal cancer stage I,Unmatched,1st
Colorectal cancer stage III,colorectal cancer stage III,colorectal cancer stage iii,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage IV,colorectal Cancer stage iv,colorectal cancer stage iv,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage IV,colorectal cancer stagy iv,colorectal cancer stagy iv,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage IV,colorectal cancer stager iv,colorectal cancer stager iv,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage IV,colorectal cancer stagey iv,colorectal cancer stagey iv,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage IV,colorectal cancer stage IV,colorectal cancer stage iv,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage IV,colorectal cancer stage 4,colorectal cancer stage 4,Colorectal cancer stage I,Unmatched,1st
Colour vision tests,colour vision run,colour vision run,Colour vision tests abnormal red-green,Unmatched,1st
Colour vision tests,colour vision screen,colour vision screen,Colour vision tests abnormal red-green,Unmatched,1st
Colour vision tests normal,color vision tests normal,color vision tests normal,Colour vision tests abnormal,Unmatched,1st
Colour vision tests normal,colour vision tester normal,colour vision tester normal,Colour vision tests abnormal,Unmatched,1st
Colour vision tests normal,colour vision testee normal,colour vision testee normal,Colour vision tests abnormal,Unmatched,1st
Colour vision tests normal,colour vision test normal,colour vision test normal,Colour vision tests abnormal,Unmatched,1st
Colour vision tests normal,colour vision tests rule,colour vision tests rule,Colour vision tests abnormal blue-yellow,Unmatched,1st
Coma,comal,comal,Coma scale normal,Unmatched,1st
Compulsions,compel,compel,Blood copper,Unmatched,1st
Compulsions,obsession,obsession,Obsessive thoughts,Unmatched,1st
Compulsions,coerce,coerce,Device power source issue,Unmatched,1st
Compulsions,compulsive,compulsive,Compulsive shopping,Unmatched,1st
Computerised tomogram normal,computerise tomogram normal,computerise tomogram normal,Computerised tomogram abnormal,Unmatched,1st
Computerised tomogram normal,computerize tomogram normal,computerize tomogram normal,Computerised tomogram abnormal,Unmatched,1st
Concussion,concuss,concuss,Conus medullaris syndrome,Unmatched,1st
Condom,prophylactic,prophylactic,Prophylactic chemotherapy,Unmatched,1st
Condom,rubber,rubber,Rubber sensitivity,Unmatched,1st
Condom,safety,safety,Device safety feature issue,Unmatched,1st
Condom,safe,safe,Cafe au lait spots,Unmatched,1st
Confabulation,chatty,chatty,Fatty acid deficiency,Unmatched,1st
Confabulation,chat,chat,Flat chest,Unmatched,1st
Congenital anomaly,congenital anomalous,congenital anomalous,Congenital anomalies of ear ossicles,Unmatched,1st
Congenital anomaly,congenital anomalist,congenital anomalist,Congenital anomalies of ear ossicles,Unmatched,1st
Congenital cytomegalovirus infection,congenital CMV infection,congenital cmv infection,Congenital HIV infection,Unmatched,1st
Congenital hearing disorder,congenital see disorder,congenital see disorder,Congenital eye disorder,Unmatched,1st
Congenital hearing disorder,congenital learn disorder,congenital learn disorder,Congenital heart valve disorder,Unmatched,1st
Congenital hearing disorder,congenital hearer disorder,congenital hearer disorder,Congenital heart valve disorder,Unmatched,1st
Congenital hearing disorder,congenital hear disorder,congenital hear disorder,Congenital hair disorder,Unmatched,1st
Congenital nail disorder,congenital ace disorder,congenital ace disorder,Congenital eye disorder,Unmatched,1st
Congenital nail disorder,congenital boom disorder,congenital boom disorder,Congenital white blood cell disorder,Unmatched,1st
Congenital syphilis,congenital lues,congenital lues,Congenital cystic lung,Unmatched,1st
Congenital syphilis,congenital pox,congenital pox,Congenital claw toe,Unmatched,1st
Congenital syphilis,congenital syphilitic,congenital syphilitic,Congenital syphilitic encephalitis,Unmatched,1st
Congenital tuberculosis,congenital TB,congenital tb,Congenital hepatitis B infection,Unmatched,1st
Congenital tuberculosis,congenital T.B.,congenital t.b,Congenital claw toe,Unmatched,1st
Conjunctival haemorrhage,conjunctival bleed,conjunctival bleed,Conjunctival bleb,Unmatched,1st
Conjunctival ulcer,conjunctival ulceration,conjunctival ulceration,Conjunctival laceration,Unmatched,1st
Constipation,deaden,deaden,Dellen,Unmatched,1st
Constipation,irregular,irregular,Menstruation irregular,Unmatched,1st
Constipation,irregularity,irregularity,Bowel movement irregularity,Unmatched,1st
Constipation,impairment,impairment,Memory impairment,Unmatched,1st
Constipation,deadening,deadening,Bone groove deepening,Unmatched,1st
Contracted bladder,reduce bladder,reduce bladder,Reduced bladder capacity,Unmatched,1st
Contracted bladder,take bladder,take bladder,Metastatic carcinoma of the bladder,Unmatched,1st
Convulsions local,fit local,fit local,Lip and/or oral cavity cancer,Unmatched,1st
Coombs indirect test,coombs indirect tester,coombs indirect tester,Coombs direct test,Unmatched,1st
Coombs indirect test,coombs indirect testee,coombs indirect testee,Coombs direct test,Unmatched,1st
Coombs indirect test negative,coombs indirect tester negative,coombs indirect tester negative,Coombs direct test negative,Unmatched,1st
Coombs indirect test negative,coombs indirect testee negative,coombs indirect testee negative,Coombs direct test negative,Unmatched,1st
Coombs indirect test negative,coombs indirect test negate,coombs indirect test negate,Coombs direct test negative,Unmatched,1st
Coombs indirect test positive,coombs indirect tester positive,coombs indirect tester positive,Coombs direct test positive,Unmatched,1st
Coombs indirect test positive,coombs indirect testee positive,coombs indirect testee positive,Coombs direct test positive,Unmatched,1st
Copper deficiency,Cu deficiency,cu deficiency,Vitamin B1 deficiency,Unmatched,1st
Copper deficiency,pig deficiency,pig deficiency,Antithrombin III deficiency,Unmatched,1st
Copper deficiency,bull deficiency,bull deficiency,Limbal stem cell deficiency,Unmatched,1st
Corneal abrasion,corneal excoriation,corneal excoriation,Corneal exfoliation,Unmatched,1st
Corneal deposits,corneal banking,corneal banking,Corneal cross linking,Unmatched,1st
Corneal touch,corneal refer,corneal refer,Corneal reflex decreased,Unmatched,1st
Corneal touch,corneal stir,corneal stir,Corneal scar,Unmatched,1st
Corneal touch,corneal meet,corneal meet,Corneal light reflex test,Unmatched,1st
Corneal touch,corneal affect,corneal affect,Corneal defect,Unmatched,1st
Corneal touch,corneal feel,corneal feel,Corneal endothelial cell loss,Unmatched,1st
Corneal touch,corneal tinting,corneal tinting,Corneal thinning,Unmatched,1st
Corneal touch,corneal impact,corneal impact,Corneal implant,Unmatched,1st
Corneal touch,corneal tint,corneal tint,Corneal light reflex test,Unmatched,1st
Coronary artery bypass,coronary artery shunt,coronary artery shunt,Coronary artery stent removal,Unmatched,1st
Cortisol abnormal,Cortef abnormal,cortef abnormal,Biopsy cornea abnormal,Unmatched,1st
Cortisol free urine increased,cortisol free urinate increased,cortisol free urinate increased,Cortisol free urine decreased,Unmatched,1st
Cortisol normal,Cortef normal,cortef normal,Biopsy cornea abnormal,Unmatched,1st
Cough,coughing,coughing,Abdomen crushing,Unmatched,1st
Cow pox,moo-cow pox,moo cow pox,Hepatitis non-A non-B non-C,Unmatched,1st
Cow pox,coward pox,coward pox,Umbilical cord blood pH,Unmatched,1st
Cow pox,cow lues,cow lues,Non-economic loss,Unmatched,1st
Cow pox,cow syph,cow syph,CSF pH,Unmatched,1st
Creatine urine increased,creatin urine increased,creatin urine increased,Creatine urine decreased,Unmatched,1st
Creatine urine increased,creatine urinate increased,creatine urinate increased,Creatine urine decreased,Unmatched,1st
Creatine urine normal,creatin urine normal,creatin urine normal,Creatine urine abnormal,Unmatched,1st
Creatine urine normal,creatine urinate normal,creatine urinate normal,Creatine urine abnormal,Unmatched,1st
Crepitations,crackle,crackle,GRACILE syndrome,Unmatched,1st
Crepitations,crackling,crackling,Visual tracking test,Unmatched,1st
CREST syndrome,cap syndrome,cap syndrome,CEC syndrome,Unmatched,1st
CREST syndrome,top syndrome,top syndrome,COPA syndrome,Unmatched,1st
CREST syndrome,crown syndrome,crown syndrome,Brown-Sequard syndrome,Unmatched,1st
CREST syndrome,tip syndrome,tip syndrome,Toxic oil syndrome,Unmatched,1st
CREST syndrome,peak syndrome,peak syndrome,Capillary leak syndrome,Unmatched,1st
Cross infection,bilk infection,bilk infection,BK virus infection,Unmatched,1st
Cross infection,span infection,span infection,Skin infection,Unmatched,1st
Cross infection,grump infection,grump infection,Intrathecal pump insertion,Unmatched,1st
Cross infection,track infection,track infection,Urinary tract infection,Unmatched,1st
Cross infection,foil infection,foil infection,Nail infection,Unmatched,1st
Cross infection,sweep infection,sweep infection,Sweat gland infection,Unmatched,1st
Cross infection,mark infection,mark infection,Ear infection,Unmatched,1st
Cross infection,crab infection,crab infection,Oral infection,Unmatched,1st
Cross infection,cover infection,cover infection,Lower respiratory tract infection,Unmatched,1st
Croup infectious,croup infective,croup infective,Cross infection,Unmatched,1st
Croup infectious,croup infection,croup infection,Cross infection,Unmatched,1st
Crying,tears,tears,Crocodile tears syndrome,Unmatched,1st
Crying,insistency,insistency,Product physical consistency issue,Unmatched,1st
Crying,squall,squall,Kidney small,Unmatched,1st
Crying,weep,weep,Phlebitis deep,Unmatched,1st
Crying,glaring,glaring,Nasal flaring,Unmatched,1st
Crying,cry,cry,Dry eye,Unmatched,1st
Crying,shout,shout,Short stature,Unmatched,1st
Crying,scream,scream,Drug screen,Unmatched,1st
Crying,outcry,outcry,Product outer packaging issue,Unmatched,1st
Crying,weeping,weeping,Eczema weeping,Unmatched,1st
Crying,instant,instant,Infant,Unmatched,1st
Crying,holler,holler,Holter valve insertion,Unmatched,1st
Crying,weeper,weeper,Denture wearer,Unmatched,1st
Crying,gross,gross,Gross motor delay,Unmatched,1st
Crying,instancy,instancy,Diencephalic syndrome of infancy,Unmatched,1st
Crying,call,call,Small cell carcinoma,Unmatched,1st
Crying,yell,yell,Anaplastic large cell lymphoma T- and null-cell types,Unmatched,1st
Crying,crier,crier,Crime,Unmatched,1st
Crying,rank,rank,Rash,Unmatched,1st
Crying,screaming,screaming,Screaming,Unmatched,1st
Crying,hollo,hollo,Hollow visceral myopathy,Unmatched,1st
Crying,yelling,yelling,Swelling,Unmatched,1st
Crying,shouting,shouting,Compulsive shopping,Unmatched,1st
CSF cell count normal,csf cell counter normal,csf cell counter normal,CSF cell count abnormal,Unmatched,1st
CSF culture,csf refine,csf refine,Haemangioma of retina,Unmatched,1st
CSF electrophoresis normal,csf electrophoretic normal,csf electrophoretic normal,CSF electrophoresis abnormal,Unmatched,1st
CSF granulocyte count normal,csf granulocytic count normal,csf granulocytic count normal,CSF granulocyte count abnormal,Unmatched,1st
CSF granulocyte count normal,csf granulocyte counter normal,csf granulocyte counter normal,CSF granulocyte count abnormal,Unmatched,1st
CSF lymphocyte count normal,csf lymphocytic count normal,csf lymphocytic count normal,CSF lymphocyte count abnormal,Unmatched,1st
CSF lymphocyte count normal,csf lymphocyte counter normal,csf lymphocyte counter normal,CSF lymphocyte count abnormal,Unmatched,1st
CSF pH increased,csf pH increased,csf ph increased,CSF pH decreased,Unmatched,1st
CSF pH normal,csf pH normal,csf ph normal,CSF pH abnormal,Unmatched,1st
CSF pressure increased,csf pressurize increased,csf pressurize increased,CSF pressure decreased,Unmatched,1st
CSF pressure increased,csf pressurise increased,csf pressurise increased,CSF pressure decreased,Unmatched,1st
Culture stool,culture throne,culture throne,Culture throat,Unmatched,1st
Culture stool negative,culture throne negative,culture throne negative,Culture throat negative,Unmatched,1st
Culture stool positive,culture throne positive,culture throne positive,Culture throat positive,Unmatched,1st
Culture wound,culture thread,culture thread,Culture throat,Unmatched,1st
Culture wound,culture twist,culture twist,Amniotic membrane rupture test,Unmatched,1st
Culture wound,culture twine,culture twine,Culture urine,Unmatched,1st
Culture wound negative,culture thread negative,culture thread negative,Culture throat negative,Unmatched,1st
Culture wound negative,culture twist negative,culture twist negative,Amniotic membrane rupture test negative,Unmatched,1st
Culture wound negative,culture twine negative,culture twine negative,Culture urine negative,Unmatched,1st
Culture wound positive,culture thread positive,culture thread positive,Culture throat positive,Unmatched,1st
Culture wound positive,culture twist positive,culture twist positive,Amniotic membrane rupture test positive,Unmatched,1st
Culture wound positive,culture twine positive,culture twine positive,Culture urine positive,Unmatched,1st
Cutaneous T-cell lymphoma stage II,cutaneous t cell lymphoma stage 2,cutaneous t cell lymphoma stage 2,Cutaneous T-cell lymphoma stage I,Unmatched,1st
Cutaneous T-cell lymphoma stage III,cutaneous T cell lymphoma stage iii,cutaneous t cell lymphoma stage iii,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage III,cutaneous t cell lymphoma stagy iii,cutaneous t cell lymphoma stagy iii,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage III,cutaneous t cell lymphoma stager iii,cutaneous t cell lymphoma stager iii,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage III,cutaneous t cell lymphoma stagey iii,cutaneous t cell lymphoma stagey iii,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage III,cutaneous t cell lymphoma stage 3,cutaneous t cell lymphoma stage 3,Cutaneous T-cell lymphoma stage I,Unmatched,1st
Cutaneous T-cell lymphoma stage III,cutaneous t cell lymphoma stage III,cutaneous t cell lymphoma stage iii,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage IV,cutaneous T cell lymphoma stage iv,cutaneous t cell lymphoma stage iv,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage IV,cutaneous t cell lymphoma stagy iv,cutaneous t cell lymphoma stagy iv,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage IV,cutaneous t cell lymphoma stager iv,cutaneous t cell lymphoma stager iv,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage IV,cutaneous t cell lymphoma stagey iv,cutaneous t cell lymphoma stagey iv,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage IV,cutaneous t cell lymphoma stage IV,cutaneous t cell lymphoma stage iv,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage IV,cutaneous t cell lymphoma stage 4,cutaneous t cell lymphoma stage 4,Cutaneous T-cell lymphoma stage I,Unmatched,1st
Cutaneous tuberculosis,cutaneous T.B.,cutaneous t.b,Cutaneous T-cell lymphoma,Unmatched,1st
