MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Fear,veneration,veneration,Acquired diaphragmatic eventration,Unmatched,5th
Fear,fright,fright,Right ventricular hypertrophy,Unmatched,5th
Fear,revere,revere,Severe acute respiratory syndrome,Unmatched,5th
Fear,dread,dread,Broad autism phenotype,Unmatched,5th
Fear,care,care,Preoperative care,Unmatched,5th
Feeling abnormal,smell abnormal,smell abnormal,Anal pap smear abnormal,Unmatched,5th
Feeling abnormal,feel abnormal,feel abnormal,Thyroxine free abnormal,Unmatched,5th
Feeling abnormal,find abnormal,find abnormal,Zinc sulphate turbidity abnormal,Unmatched,5th
Feeling abnormal,tone abnormal,tone abnormal,Bleeding time normal,Unmatched,5th
Feeling abnormal,look abnormal,look abnormal,Blood aldosterone normal,Unmatched,5th
Feeling cold,smell cold,smell cold,Non-small cell lung cancer,Unmatched,5th
Feeling cold,feel cold,feel cold,Anaplastic large cell lymphoma T- and null-cell types stage I,Unmatched,5th
Feeling cold,find cold,find cold,End-tidal CO2 increased,Unmatched,5th
Feeling cold,tone cold,tone cold,Gamma radiation therapy to colon,Unmatched,5th
Feeling cold,look cold,look cold,White blood cell scan,Unmatched,5th
Feeling drunk,look drunk,look drunk,Antemortem blood drug level increased,Unmatched,5th
Feeling hot,find hot,find hot,End-tidal CO2,Unmatched,5th
Feeling hot,tone hot,tone hot,Exposure to SARS-CoV-2,Unmatched,5th
Feeling hot,look hot,look hot,Blood HIV RNA below assay limit,Unmatched,5th
Fertility increased,rank increased,rank increased,Glomerular filtration rate decreased,Unmatched,5th
Fertility increased,rich increased,rich increased,High density lipoprotein decreased,Unmatched,5th
Fibrin,fibrinous,fibrinous,Thyroiditis fibrous chronic,Unmatched,5th
Fistula,sinus,sinus,Sinus bradycardia,Unmatched,5th
Flail chest,lam chest,lam chest,Anti-HLA antibody test positive,Unmatched,5th
Flank pain,wing pain,wing pain,Refractory anaemia with an excess of blasts,Unmatched,5th
Flat chest,bland chest,bland chest,Blood test abnormal,Unmatched,5th
Flat chest,matt chest,matt chest,Orthostatic heart rate test,Unmatched,5th
Flat chest,vapid chest,vapid chest,Acid haemolysin test positive,Unmatched,5th
Flat chest,level chest,level chest,Liver function test decreased,Unmatched,5th
Flatulence,gas,gas,Cerebral gas embolism,Unmatched,5th
Flatulence,gassy,gassy,Lassa fever,Unmatched,5th
Flatulence,turgidity,turgidity,Zinc sulphate turbidity decreased,Unmatched,5th
Flooding,flood,flood,Synovial fluid red blood cells,Unmatched,5th
Flooding,deluge,deluge,Dengue virus test positive,Unmatched,5th
Flooding,glut,glut,Flat chest,Unmatched,5th
Flooding,swamp,swamp,Damp housing,Unmatched,5th
Flushing,purge,purge,Carotid pulse,Unmatched,5th
Flushing,blusher,blusher,Lip blister,Unmatched,5th
Flushing,flush,flush,Fluid imbalance,Unmatched,5th
Flushing,level,level,Drug level,Unmatched,5th
Flushing,blush,blush,Blast cells,Unmatched,5th
Flushing,leveler,leveler,Drug level,Unmatched,5th
Flushing,scour,scour,Nasal odour,Unmatched,5th
Flushing,even,even,No adverse event,Unmatched,5th
Flushing,redden,redden,Sudden hearing loss,Unmatched,5th
Foetal damage,foetal harm,foetal harm,Foetal heart rate abnormal,Unmatched,5th
Foetal damage,foetal price,foetal price,Oestrogens total urine abnormal,Unmatched,5th
Foetal damage,foetal hurt,foetal hurt,Foetal heart rate increased,Unmatched,5th
Folate deficiency,vitamin_M deficiency,vitamin_m deficiency,Vitamin B2 deficiency,Unmatched,5th
Fracture,break,break,Breast atrophy,Unmatched,5th
Fracture,fault,fault,Facet joint syndrome,Unmatched,5th
Fracture,shift,shift,Shift to the right,Unmatched,5th
Fracture,crack,crack,Endoscopy biliary tract,Unmatched,5th
Fracture,cracking,cracking,Visual tracking test normal,Unmatched,5th
Frostbite,cryopathy,cryopathy,Myopathy toxic,Unmatched,5th
Full blood count,wide blood count,wide blood count,White blood cell count increased,Unmatched,5th
Fumbling,fluff,fluff,Fluid replacement,Unmatched,5th
Fumbling,fumble,fumble,Pseudohermaphroditism female,Unmatched,5th
Fumbling,bungle,bungle,Bundle branch block right,Unmatched,5th
Fumbling,spoil,spoil,Stool trypsin,Unmatched,5th
Fumbling,incompetent,incompetent,Aortic valve incompetence,Unmatched,5th
Fumbling,incompetency,incompetency,Aortic valve incompetence,Unmatched,5th
Fumbling,flub,flub,Fluid overload,Unmatched,5th
Fumbling,bumble,bumble,Bundle branch block right,Unmatched,5th
Fumbling,bungler,bungler,Bundle branch block right,Unmatched,5th
Fumbling,grope,grope,Block dissection groin,Unmatched,5th
Fumbling,incompetence,incompetence,Aortic valve incompetence,Unmatched,5th
Fumbling,bodge,bodge,Binge drinking,Unmatched,5th
Fumbling,botch,botch,Douglas' pouch mass,Unmatched,5th
Fumbling,blunder,blunder,Bladder dilatation,Unmatched,5th
Fumbling,blow,blow,Brow presentation,Unmatched,5th
Fumbling,bobble,bobble,Iris bombe,Unmatched,5th
Fumbling,muff,muff,Muir-Torre syndrome,Unmatched,5th
Furuncle,boil,boil,Exposure to polluted soil,Unmatched,5th
Gambling,gamble,gamble,Tilt table test positive,Unmatched,5th
Gambling,chance,chance,Therapy change,Unmatched,5th
Gambling,risk,risk,High risk sexual behaviour,Unmatched,5th
Gambling,game,game,Bleeding time,Unmatched,5th
Gambling,play,play,Flat affect,Unmatched,5th
Gangrene,necrose,necrose,Gastrointestinal necrosis,Unmatched,5th
Gangrene,necrotic,necrotic,Breast necrosis,Unmatched,5th
Gangrene,gangrenous,gangrenous,Diaphragmatic hernia gangrenous,Unmatched,5th
Gangrene,slough,slough,Allergic cough,Unmatched,5th
Gangrene,necrosis,necrosis,Dental necrosis,Unmatched,5th
Gastrointestinal infection,GI infection,gi infection,Suspected transmission of an infectious agent via product,Unmatched,5th
Gastrointestinal pain,gastrointestinal infliction,gastrointestinal infliction,Gastrointestinal bacterial infection,Unmatched,5th
Gigantism,overgrowth,overgrowth,Gastrointestinal bacterial overgrowth,Unmatched,5th
Goitre,struma,struma,Hepatic seroma,Unmatched,5th
Gonorrhoea,clap,clap,Muscle flap operation,Unmatched,5th
Gout,urarthritis,urarthritis,Urethritis trichomonal,Unmatched,5th
Gram stain,g stain,g stain,T-cell lymphoma stage I,Unmatched,5th
Gram stain,gram smear,gram smear,"X-ray therapy to ear, nose, or throat",Unmatched,5th
Gram stain,gram soil,gram soil,Graft versus host disease in skin,Unmatched,5th
Gram stain,gram filth,gram filth,X-ray with contrast lower gastrointestinal tract abnormal,Unmatched,5th
Grandiosity,ornate,ornate,Wrong rate,Unmatched,5th
Granuloma,granulomatous,granulomatous,Chronic granulomatous disease,Unmatched,5th
Groin pain,mole pain,mole pain,Product dose omission in error,Unmatched,5th
Growing pains,rise pains,rise pains,Infusion site pain,Unmatched,5th
Grunting,grunt,grunt,Lymphocyte count,Unmatched,5th
Haemoglobin,Hb,hb,HBV-DNA polymerase increased,Unmatched,5th
Haemoglobin abnormal,Hb abnormal,hb abnormal,Blood creatine phosphokinase MB abnormal,Unmatched,5th
Haemoglobin decreased,Hb decreased,hb decreased,Vitamin B1 increased,Unmatched,5th
Haemoglobin increased,Hb increased,hb increased,Vitamin B1 increased,Unmatched,5th
Haemoglobin normal,Hb normal,hb normal,Blood creatine phosphokinase MB abnormal,Unmatched,5th
Haemoglobin S decreased,Hb s decreased,hb s decreased,Protein induced by vitamin K absence or antagonist II increased,Unmatched,5th
Haemoglobin S increased,Hb s increased,hb s increased,Protein induced by vitamin K absence or antagonist II increased,Unmatched,5th
Haemolysis,hemolytic,hemolytic,Microangiopathic haemolytic anaemia,Unmatched,5th
Haemorrhoids,piles,piles,Ileus spastic,Unmatched,5th
Hair disorder,hair upset,hair upset,Hair dye user,Unmatched,5th
Hallucination,delusion,delusion,Somatic delusion,Unmatched,5th
Hallucination,delusional,delusional,"Delusional disorder, grandiose type",Unmatched,5th
Hand amputation,give amputation,give amputation,BRCA1 gene mutation,Unmatched,5th
Hand amputation,paw amputation,paw amputation,Gap junction protein beta 2 gene mutation,Unmatched,5th
Head banging,head fuck,head fuck,Head and neck procedural complication,Unmatched,5th
Head banging,head know,head know,Peak expiratory flow rate increased,Unmatched,5th
Head banging,head bed,head bed,Head and neck cancer metastatic,Unmatched,5th
Head banging,head banger,head banger,Head and neck cancer metastatic,Unmatched,5th
Head banging,head eff,head eff,Fear of death,Unmatched,5th
Head banging,head love,head love,"Ear, nose and throat examination normal",Unmatched,5th
Head banging,head lover,head lover,Model for end stage liver disease score increased,Unmatched,5th
Head banging,head bang,head bang,Head lag normal,Unmatched,5th
Head discomfort,point discomfort,point discomfort,Vaccination site joint discomfort,Unmatched,5th
Head discomfort,head sore,head sore,"Ear, nose and throat examination normal",Unmatched,5th
Head injury,head wound,head wound,Red blood cell count abnormal,Unmatched,5th
Headache,concern,concern,Endometrial cancer,Unmatched,5th
Headache,vex,vex,Sex hormone binding globulin,Unmatched,5th
Headache,vexation,vexation,Infant sedation,Unmatched,5th
Headache,worry,worry,Coffin-Lowry syndrome,Unmatched,5th
Heart rate,pith rate,pith rate,Stoma site rash,Unmatched,5th
Heart rate,centric rate,centric rate,"Follicle centre lymphoma, follicular grade I, II, III stage II",Unmatched,5th
Heart rate,nub rate,nub rate,Electrocardiogram U-wave prominent,Unmatched,5th
Heart rate,center rate,center rate,"Follicle centre lymphoma, follicular grade I, II, III recurrent",Unmatched,5th
Heart rate,central rate,central rate,"Follicle centre lymphoma, follicular grade I, II, III stage I",Unmatched,5th
Heart rate,sum rate,sum rate,Optic nerve cup/disc ratio,Unmatched,5th
Heart rate,gist rate,gist rate,Optic nerve cup/disc ratio normal,Unmatched,5th
Heart rate,centre rate,centre rate,"Follicle centre lymphoma, follicular grade I, II, III stage II",Unmatched,5th
Heart rate,heart value,heart value,Heart valve stenosis,Unmatched,5th
Heart transplant,fond transplant,fond transplant,Renal and liver transplant,Unmatched,5th
Heart transplant,core transplant,core transplant,Complications of bone marrow transplant,Unmatched,5th
Heart transplant,sum transplant,sum transplant,Ocular surface stem cell transplant rejection,Unmatched,5th
Hepatic pain,hepatic infliction,hepatic infliction,Hepatic infection fungal,Unmatched,5th
Hepatic rupture,hepatic bust,hepatic bust,Heparin-induced thrombocytopenia test,Unmatched,5th
Hepatitis C,hepatitis coke,hepatitis coke,Hepatitis B core antibody positive,Unmatched,5th
Hepatitis C antibody,hepatitis coke antibody,hepatitis coke antibody,Hepatitis C core antibody positive,Unmatched,5th
Hepatitis E,hepatitis east,hepatitis east,Hepatitis viral test negative,Unmatched,5th
Hepatitis F,hepatitis F,hepatitis f,Hepatitis E,Unmatched,5th
Hepatitis G,hepatitis M,hepatitis m,Hepatitis E,Unmatched,5th
Hepatitis G,hepatitis G,hepatitis g,Hepatitis E,Unmatched,5th
Hepatitis G,hepatitis K,hepatitis k,Hepatitis E,Unmatched,5th
Hepatitis G,hepatitis g-force,hepatitis g force,Hepatitis B core antibody positive,Unmatched,5th
Hepatitis G,hepatitis GB,hepatitis gb,Hepatitis B reactivation,Unmatched,5th
Hepatitis H,hepatitis H,hepatitis h,Hepatitis E,Unmatched,5th
Hermaphroditism,androgenous,androgenous,Androgens normal,Unmatched,5th
Hermaphroditism,bisexual,bisexual,Sexual relationship change,Unmatched,5th
Hermaphroditism,androgyny,androgyny,Androgens normal,Unmatched,5th
Hip fracture,hip crack,hip crack,Graft versus host disease in gastrointestinal tract,Unmatched,5th
HIV carrier,hiv tote,hiv tote,Exposure via unknown route,Unmatched,5th
HIV infection CDC Group II,hiv infection cdc group 2,hiv infection cdc group 2,HIV infection CDC Group IV subgroup D,Unmatched,5th
HIV infection CDC Group III,hiv infection cdc group 3,hiv infection cdc group 3,HIV infection CDC Group IV subgroup E,Unmatched,5th
HIV test,hiv try,hiv try,Lip and/or oral cavity cancer recurrent,Unmatched,5th
HIV test,hiv trial,hiv trial,Lip and/or oral cavity cancer stage II,Unmatched,5th
HIV test,hiv run,hiv run,Blood HIV RNA fluctuation,Unmatched,5th
HIV test,hiv essay,hiv essay,HLA-B*5801 assay,Unmatched,5th
HIV test positive,hiv essay positive,hiv essay positive,HRD gene mutation assay positive,Unmatched,5th
Hodgkin's disease stage II,hodgkin's disease stage 2,hodgkin's disease stage 2,Hodgkin's disease lymphocyte predominance stage I subdiaphragm,Unmatched,5th
Hodgkin's disease stage III,hodgkin's disease stage 3,hodgkin's disease stage 3,Hodgkin's disease lymphocyte predominance stage I subdiaphragm,Unmatched,5th
Homosexuality,queer,queer,Orthosis user,Unmatched,5th
Homosexuality,gayness,gayness,Instillation site dryness,Unmatched,5th
Homosexuality,gay,gay,Osmolar gap,Unmatched,5th
Hordeolum,sty,sty,St. Louis encephalitis,Unmatched,5th
Hordeolum,stye,stye,Hodgkin's disease lymphocyte predominance type stage IV,Unmatched,5th
Hostility,aggression,aggression,Non-Hodgkin's lymphoma unspecified histology aggressive recurrent,Unmatched,5th
Hostility,enmity,enmity,Bone density abnormal,Unmatched,5th
Hunger,lust,lust,Mast cell degranulation test,Unmatched,5th
Hunger,craving,craving,Phobia of driving,Unmatched,5th
Hunger,starve,starve,Hypocoagulable state,Unmatched,5th
Hunger,thirst,thirst,Burns first degree,Unmatched,5th
Hunger,crave,crave,Frenulum breve,Unmatched,5th
Hunger,famish,famish,Return to family home,Unmatched,5th
Hypermetropia,hyperopia,hyperopia,Anal sphincter hypertonia,Unmatched,5th
Hypocapnia,acapnic,acapnic,Chronic actinic dermatitis,Unmatched,5th
Hypothermia,hyperthermal,hyperthermal,Prostate interstitial hyperthermia therapy,Unmatched,5th
Illusion,magic,magic,Panic attack,Unmatched,5th
Illusion,deception,deception,Mitochondrial DNA deletion,Unmatched,5th
Illusion,trick,trick,Tick-borne fever,Unmatched,5th
Illusion,fancy,fancy,Face crushing,Unmatched,5th
Illusion,delusion,delusion,Somatic delusion,Unmatched,5th
Illusion,magical,magical,Radical mastectomy,Unmatched,5th
Immobile,firm,firm,Product dosage form issue,Unmatched,5th
Immobile,fast,fast,HIV test false positive,Unmatched,5th
Immunisation,immunize,immunize,Humoral immune defect,Unmatched,5th
Immunoglobulins,immune_globulin,immune_globulin,Blood immunoglobulin G,Unmatched,5th
Immunoglobulins,Ig,ig,IgM nephropathy,Unmatched,5th
Immunoglobulins abnormal,immune_globulin abnormal,immune_globulin abnormal,Blood immunoglobulin G abnormal,Unmatched,5th
Immunoglobulins abnormal,Ig abnormal,ig abnormal,Apolipoprotein A-II normal,Unmatched,5th
Immunoglobulins decreased,immune_globulin decreased,immune_globulin decreased,Blood immunoglobulin A decreased,Unmatched,5th
Immunoglobulins decreased,Ig decreased,ig decreased,Vitamin B1 increased,Unmatched,5th
Immunoglobulins increased,immune_globulin increased,immune_globulin increased,Blood immunoglobulin A decreased,Unmatched,5th
Immunoglobulins increased,Ig increased,ig increased,Vitamin B1 increased,Unmatched,5th
Immunoglobulins normal,immune_globulin normal,immune_globulin normal,Blood immunoglobulin G abnormal,Unmatched,5th
Immunoglobulins normal,Ig normal,ig normal,Apolipoprotein A-II normal,Unmatched,5th
Imprisonment,intern,intern,Internal capsule infarction,Unmatched,5th
Imprisonment,incarcerate,incarcerate,Incarcerated umbilical hernia,Unmatched,5th
Imprisonment,immure,immure,Immune system disorder,Unmatched,5th
Imprisonment,captivity,captivity,Sexual activity increased,Unmatched,5th
Indifference,impassive,impassive,Continuous passive motion machine therapy,Unmatched,5th
Indifference,numb,numb,Limb discomfort,Unmatched,5th
Infant,babe,babe,Term baby,Unmatched,5th
Infant,baby,baby,Premature baby death,Unmatched,5th
Infection,contagion,contagion,Bone contusion,Unmatched,5th
Infection,transmission,transmission,Indirect infection transmission,Unmatched,5th
Infection,infect,infect,Blunted affect,Unmatched,5th
Infection,transmit,transmit,Intestinal transit time abnormal,Unmatched,5th
Infection,infectious,infectious,Enterocolitis infectious,Unmatched,5th
Infertility,infertile,infertile,Infantile scurvy,Unmatched,5th
Infertility,sterile,sterile,Administration site abscess sterile,Unmatched,5th
Inflammation scan,red scan,red scan,X-ray therapy to skin,Unmatched,5th
Influenza,grippe,grippe,Triple positive breast cancer,Unmatched,5th
Influenza,flu,flu,Flat chest,Unmatched,5th
Injection site mass,injection site mint,injection site mint,Injection site joint effusion,Unmatched,5th
Injury,traumatise,traumatise,Glaucoma traumatic,Unmatched,5th
Injury,harm,harm,Foetal arm prolapse,Unmatched,5th
Injury,wound,wound,Wound infection,Unmatched,5th
Injury,traumatize,traumatize,Glaucoma traumatic,Unmatched,5th
Injury,trauma,trauma,Cranial nerve injury secondary to birth trauma,Unmatched,5th
Injury,hurt,hurt,Neutrophil Pelger-Huet anomaly present,Unmatched,5th
Injury,traumatic,traumatic,Glaucoma traumatic,Unmatched,5th
Intelligence increased,word increased,word increased,Protein induced by vitamin K absence or antagonist II increased,Unmatched,5th
Intestinal infarction,enteral infarction,enteral infarction,Central nervous system fungal infection,Unmatched,5th
Iris cyst,flag cyst,flag cyst,Anti-HLA antibody test positive,Unmatched,5th
Iron deficiency,Fe deficiency,fe deficiency,Neuropathy vitamin B6 deficiency,Unmatched,5th
Irritability,temper,temper,Tender joint count decreased,Unmatched,5th
Irritability,choler,choler,Chorea-acanthocytosis,Unmatched,5th
Irritability,peevish,peevish,Ultrasound pelvis normal,Unmatched,5th
Irritability,surly,surly,Early satiety,Unmatched,5th
Jaundice,icteric,icteric,Enteric neuropathy,Unmatched,5th
Jaundice,acrimony,acrimony,Blood antimony normal,Unmatched,5th
Jaundice,tart,tart,Tandem gait test normal,Unmatched,5th
Jaundice,bitter,bitter,Gingival blister,Unmatched,5th
Jaundice,icterus,icterus,Sarcoma uterus,Unmatched,5th
Jaw cyst,claver cyst,claver cyst,Liver function test increased,Unmatched,5th
Jaw cyst,berate cyst,berate cyst,Breath alcohol test,Unmatched,5th
Jaw fracture,jaw crack,jaw crack,X-ray with contrast lower gastrointestinal tract,Unmatched,5th
Job change,job shift,job shift,Peripheral neuroepithelioma of soft tissue,Unmatched,5th
Job change,job alter,job alter,Ampulla of Vater stenosis,Unmatched,5th
Job change,job vary,job vary,Congenital anomalies of ear ossicles,Unmatched,5th
Joint deposit,joint position,joint position,CSF red blood cell count positive,Unmatched,5th
Joint injection,roast injection,roast injection,Post-injection delirium sedation syndrome,Unmatched,5th
Lacrimation decreased,water decreased,water decreased,Glomerular filtration rate decreased,Unmatched,5th
Lacrimation decreased,tear decreased,tear decreased,Thymol turbidity test increased,Unmatched,5th
Lacrimation disorder,tearing disorder,tearing disorder,Eating disorder symptom,Unmatched,5th
Lacrimation disorder,tear disorder,tear disorder,Foetal heart rate disorder,Unmatched,5th
Lacrimation increased,water increased,water increased,Glomerular filtration rate decreased,Unmatched,5th
Lacrimation increased,tear increased,tear increased,Thymol turbidity test increased,Unmatched,5th
Laryngeal repair,laryngeal fix,laryngeal fix,Pharyngeal cancer stage III,Unmatched,5th
Lead urine,wind urine,wind urine,5-hydroxyindolacetic acid in urine increased,Unmatched,5th
Lead urine,hint urine,hint urine,5-hydroxyindolacetic acid in urine decreased,Unmatched,5th
Lead urine,Pb urine,pb urine,pH urine normal,Unmatched,5th
Lead urine,run urine,run urine,5-hydroxyindolacetic acid in urine decreased,Unmatched,5th
Lead urine,go urine,go urine,17 ketosteroids urine normal,Unmatched,5th
Lead urine,lead water,lead water,Peak expiratory flow rate normal,Unmatched,5th
Lentigo,lentiginous,lentiginous,Acral lentiginous melanoma stage III,Unmatched,5th
Lethargy,slackness,slackness,Radiation sickness syndrome,Unmatched,5th
Lice infestation,lice plague,lice plague,Application site plaque,Unmatched,5th
Lid lag,hat lag,hat lag,Heart-lung transplant rejection,Unmatched,5th
Lid lag,lid stave,lid stave,NIH stroke scale,Unmatched,5th
Life support,life abide,life abide,Total bile acids increased,Unmatched,5th
Life support,life fund,life fund,Lip and/or oral cavity cancer,Unmatched,5th
Life support,life stand,life stand,Liver and pancreas transplant rejection,Unmatched,5th
Life support,life bear,life bear,Vaccination site scar,Unmatched,5th
Light anaesthesia,lite anaesthesia,lite anaesthesia,Implant site paraesthesia,Unmatched,5th
Lip discolouration,lip stain,lip stain,"Follicle centre lymphoma, follicular grade I, II, III stage II",Unmatched,5th
Lip dry,brim dry,brim dry,Removal of inert matter from skin or subcutaneous tissue,Unmatched,5th
Lip pain,lip infliction,lip infliction,Congenital HIV infection,Unmatched,5th
Lip pain,lip ail,lip ail,LDL/HDL ratio decreased,Unmatched,5th
Lip repair,lip amend,lip amend,Lip and/or oral cavity cancer stage 0,Unmatched,5th
Lip repair,lip fix,lip fix,HIV infection CDC Group III,Unmatched,5th
Lip repair,lip doctor,lip doctor,Primary insulin like growth factor-1 deficiency,Unmatched,5th
Lip repair,lip mend,lip mend,C-kit gene status assay,Unmatched,5th
Lipids increased,lipide increased,lipide increased,Lipids decreased,Unmatched,5th
Liver tenderness,liver affection,liver affection,Atypical mycobacterial lower respiratory tract infection,Unmatched,5th
Liver transplant,liver graft,liver graft,Lower respiratory tract infection bacterial,Unmatched,5th
Lividity,pallid,pallid,Application site pallor,Unmatched,5th
Lividity,pale,pale,Pseudohermaphroditism male,Unmatched,5th
Lividity,wan,wan,Wean from ventilator,Unmatched,5th
Lividity,pallor,pallor,Injection site pallor,Unmatched,5th
Lividity,lurid,lurid,Fluid replacement,Unmatched,5th
Lividity,wanness,wanness,Adductor vocal cord weakness,Unmatched,5th
Lividity,livid,livid,Libido decreased,Unmatched,5th
Living alone,live alone,live alone,Antibiotic level above therapeutic,Unmatched,5th
Living alone,go alone,go alone,Gamma radiation therapy to bone,Unmatched,5th
Living alone,liver alone,liver alone,Antiviral drug level above therapeutic,Unmatched,5th
Localised infection,set infection,set infection,Implant site infection,Unmatched,5th
Magnesium deficiency,Mg deficiency,mg deficiency,Neuropathy vitamin B6 deficiency,Unmatched,5th
Manganese,Mn,mn,Chloroma (in remission),Unmatched,5th
Manganese decreased,Mn decreased,mn decreased,Vitamin B2 increased,Unmatched,5th
Manganese increased,Mn increased,mn increased,Vitamin B2 increased,Unmatched,5th
Manganese normal,Mn normal,mn normal,Pregnancy on oral contraceptive,Unmatched,5th
Marital problem,marital job,marital job,Nodal marginal zone B-cell lymphoma stage II,Unmatched,5th
Married,wed,wed,Tracheal web,Unmatched,5th
Married,tie,tie,Coagulation time,Unmatched,5th
Married,splice,splice,Metastases to spine,Unmatched,5th
Married,marital,marital,Partial cystectomy,Unmatched,5th
Married,marry,marry,Abortion early,Unmatched,5th
Married,wedding,wedding,Reading rehabilitation,Unmatched,5th
Married,espouse,espouse,Therapeutic response increased,Unmatched,5th
Mass,mickle,mickle,Sickle cell trait,Unmatched,5th
Mass,spate,spate,Hypocoagulable state,Unmatched,5th
Mass,wad,wad,Wada test,Unmatched,5th
Mass,mint,mint,Mini mental status examination abnormal,Unmatched,5th
Mass,batch,batch,Barth syndrome,Unmatched,5th
Mass,peck,peck,Abscess neck,Unmatched,5th
Mass,muckle,muckle,Muscle atrophy,Unmatched,5th
Mass,heap,heap,Heat exhaustion,Unmatched,5th
Mass,aggregative,aggregative,Platelet aggregation normal,Unmatched,5th
Mass,deal,deal,Fear of death,Unmatched,5th
Mass,slew,slew,Slow vital capacity,Unmatched,5th
Mass,sight,sight,Weight,Unmatched,5th
Mass,people,people,Penile swelling,Unmatched,5th
Mass,masses,masses,Pneumonia measles,Unmatched,5th
Mass,passel,passel,Biopsy blood vessel,Unmatched,5th
Mass,volume,volume,Faecal volume,Unmatched,5th
Mass,raft,raft,Graft loss,Unmatched,5th
Mass,stack,stack,Cardiogenic shock,Unmatched,5th
Mass,bulk,bulk,Burn debridement,Unmatched,5th
Mass,flock,flock,Trifascicular block,Unmatched,5th
Mass,lot,lot,Low income,Unmatched,5th
Mass,pile,pile,Bile duct adenocarcinoma,Unmatched,5th
Mass,pot,pot,PO2 increased,Unmatched,5th
Massage,knead,knead,Knee arthroplasty,Unmatched,5th
Measles,rubeola,rubeola,Roseola,Unmatched,5th
Mediastinal mass,mediastinal deal,mediastinal deal,Primary mediastinal large B-cell lymphoma stage II,Unmatched,5th
Mental disability,mental impairment,mental impairment,Foetal renal impairment,Unmatched,5th
Mental impairment,mental impair,mental impair,Cardiac septal defect repair,Unmatched,5th
Middle aged,center aged,center aged,Transitional cell cancer of the renal pelvis and ureter regional,Unmatched,5th
Middle aged,heart aged,heart aged,Head and neck procedural complication,Unmatched,5th
Middle aged,eye aged,eye aged,"Ear, nose and throat examination abnormal",Unmatched,5th
Middle aged,centric aged,centric aged,Blood citric acid increased,Unmatched,5th
Miosis,meiotic,meiotic,Intra-amniotic injection,Unmatched,5th
Miosis,myotic,myotic,Myopic disc,Unmatched,5th
Moaning,groan,groan,Groin sinus excision,Unmatched,5th
Moaning,moan,moan,Scan,Unmatched,5th
Mole excision,mole cut,mole cut,Bile duct exploration,Unmatched,5th
Mononucleosis syndrome,mono syndrome,mono syndrome,Long QT syndrome congenital,Unmatched,5th
Mood swings,mood cut,mood cut,Blood count abnormal,Unmatched,5th
Mood swings,mood sway,mood sway,Blood HCV RNA below assay limit,Unmatched,5th
Mood swings,mood jive,mood jive,Blood HIV RNA fluctuation,Unmatched,5th
Mood swings,mood drop,mood drop,Blood group O,Unmatched,5th
Morose,moody,moody,Bloody discharge,Unmatched,5th
Morose,sour,sour,Breath odour,Unmatched,5th
Morose,glum,glum,Gram stain positive,Unmatched,5th
Morose,dark,dark,Skin pressure mark,Unmatched,5th
Morose,sullen,sullen,Swollen tongue,Unmatched,5th
Morose,dour,dour,Penile odour,Unmatched,5th
Mouth breathing,mouth rest,mouth rest,Out of specification test results,Unmatched,5th
Mouth cyst,utter cyst,utter cyst,Upper lip bite test,Unmatched,5th
Mouth cyst,talk cyst,talk cyst,Chest wall cyst,Unmatched,5th
Mouth cyst,sassy cyst,sassy cyst,SARS-CoV-1 test negative,Unmatched,5th
Mouth cyst,speak cyst,speak cyst,Sweat test abnormal,Unmatched,5th
Mouth cyst,lip cyst,lip cyst,HIV test false positive,Unmatched,5th
Mouth cyst,sass cyst,sass cyst,SARS-CoV-2 test positive,Unmatched,5th
Mouth haemorrhage,utter haemorrhage,utter haemorrhage,Oesophageal ulcer haemorrhage,Unmatched,5th
Movement disorder,cause disorder,cause disorder,"Drug use disorder, postpartum",Unmatched,5th
Movement disorder,move disorder,move disorder,Male orgasmic disorder,Unmatched,5th
Muscle atrophy,sinew atrophy,sinew atrophy,Instillation site atrophy,Unmatched,5th
Muscle discomfort,sinew discomfort,sinew discomfort,Application site discomfort,Unmatched,5th
Muscle disorder,muscular disorder,muscular disorder,Ocular vascular disorder,Unmatched,5th
Muscle haemorrhage,sinew haemorrhage,sinew haemorrhage,Implant site haemorrhage,Unmatched,5th
Muscle hypertrophy,sinew hypertrophy,sinew hypertrophy,Application site hypertrophy,Unmatched,5th
Muscle injury,sinew injury,sinew injury,Infusion site injury,Unmatched,5th
Muscle necrosis,sinew necrosis,sinew necrosis,Infusion site necrosis,Unmatched,5th
Mutism,mute,mute,Bite,Unmatched,5th
Nail discolouration,nail stain,nail stain,Anal cancer stage I,Unmatched,5th
Nail discomfort,nail sore,nail sore,NIH stroke scale score increased,Unmatched,5th
Nail disorder,cop disorder,cop disorder,Umbilical cord vascular disorder,Unmatched,5th
Nail disorder,ace disorder,ace disorder,Eye disorder prophylaxis,Unmatched,5th
Nail disorder,boom disorder,boom disorder,Substance-induced mood disorder,Unmatched,5th
Nail pitting,nail pit,nail pit,Paranasal sinus and nasal cavity malignant neoplasm stage III,Unmatched,5th
Nail pitting,nail scar,nail scar,Wall motion score index,Unmatched,5th
Nail pitting,nail stone,nail stone,Anal sphincter atony,Unmatched,5th
Nasal cavity packing,nasal cavity take,nasal cavity take,Paranasal sinus and nasal cavity malignant neoplasm stage IV,Unmatched,5th
