MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Indifference,apathy,apathy,APACHE II score,Unmatched,2nd
Indifference,impassive,impassive,Passive smoking,Unmatched,2nd
Indifference,numb,numb,Limb malformation,Unmatched,2nd
Indifference,stolid,stolid,Solid organ transplant rejection,Unmatched,2nd
Infant,babe,babe,Postmature baby,Unmatched,2nd
Infant,baby,baby,Postmature baby,Unmatched,2nd
Infection,contagion,contagion,Kidney contusion,Unmatched,2nd
Infection,transmission,transmission,Primary transmission,Unmatched,2nd
Infection,infect,infect,Infant,Unmatched,2nd
Infection,transmit,transmit,Intestinal transit time increased,Unmatched,2nd
Infection,infectious,infectious,Diarrhoea infectious,Unmatched,2nd
Infertility,infertile,infertile,Acne infantile,Unmatched,2nd
Infertility,sterility,sterility,Manufacturing stability testing issue,Unmatched,2nd
Infertility,sterile,sterile,Sterile pyuria,Unmatched,2nd
Inflammation scan,red scan,red scan,Grey Turner's sign,Unmatched,2nd
Influenza,grippe,grippe,Triple A syndrome,Unmatched,2nd
Influenza,flu,flu,Fat embolism,Unmatched,2nd
Injection site irritation,injection site discomfort,injection site discomfort,Injection site joint discomfort,Unmatched,2nd
Injection site mass,injection site mint,injection site mint,Injection site joint pain,Unmatched,2nd
Injection site mass,injection site muckle,injection site muckle,Injection site muscle weakness,Unmatched,2nd
Injection site pain,injection site infliction,injection site infliction,Injection site joint infection,Unmatched,2nd
Injury,traumatise,traumatise,Cataract traumatic,Unmatched,2nd
Injury,harm,harm,Faeces hard,Unmatched,2nd
Injury,wound,wound,Culture wound,Unmatched,2nd
Injury,traumatize,traumatize,Cataract traumatic,Unmatched,2nd
Injury,trauma,trauma,Psychological trauma,Unmatched,2nd
Injury,hurt,hurt,Aura,Unmatched,2nd
Injury,traumatic,traumatic,Cataract traumatic,Unmatched,2nd
Injury,injurious,injurious,Multiple injuries,Unmatched,2nd
Intelligence increased,word increased,word increased,Viral load increased,Unmatched,2nd
Intentional overdose,intentional o.d.,intentional o.d,Intentional removal of drug delivery system by patient,Unmatched,2nd
Intestinal infarction,enteral infarction,enteral infarction,Central nervous system infection,Unmatched,2nd
Iris cyst,flag cyst,flag cyst,Flat chest,Unmatched,2nd
Iron deficiency,Fe deficiency,fe deficiency,Vitamin B2 deficiency,Unmatched,2nd
Iron deficiency,iron want,iron want,Infection in an immunocompromised host,Unmatched,2nd
Irritability,temper,temper,Psychotic family member,Unmatched,2nd
Irritability,fussy,fussy,Posterior fossa decompression,Unmatched,2nd
Irritability,choler,choler,Cholera immunisation,Unmatched,2nd
Irritability,peevish,peevish,Extrarenal pelvis,Unmatched,2nd
Irritability,surly,surly,Infantile scurvy,Unmatched,2nd
Jaundice,icteric,icteric,Ocular icterus,Unmatched,2nd
Jaundice,acrimony,acrimony,Urine antimony,Unmatched,2nd
Jaundice,tart,tart,Tandem gait test,Unmatched,2nd
Jaundice,bitter,bitter,Blister infected,Unmatched,2nd
Jaundice,icterus,icterus,Icterus index,Unmatched,2nd
Jaundice neonatal,tart neonatal,tart neonatal,Urinary tract infection neonatal,Unmatched,2nd
Jaw cyst,natter cyst,natter cyst,Water loading test,Unmatched,2nd
Jaw cyst,chide cyst,chide cyst,White clot in blood present,Unmatched,2nd
Jaw cyst,chew cyst,chew cyst,Nongerminomatous germ cell tumour of the CNS,Unmatched,2nd
Jaw cyst,claver cyst,claver cyst,Liver function test abnormal,Unmatched,2nd
Jaw cyst,scold cyst,scold cyst,Umbilical cord cyst,Unmatched,2nd
Jaw cyst,chat cyst,chat cyst,Dyspnoea at rest,Unmatched,2nd
Jaw cyst,berate cyst,berate cyst,Hydrogen breath test normal,Unmatched,2nd
Jaw fracture,jaw crack,jaw crack,X-ray gastrointestinal tract abnormal,Unmatched,2nd
Job change,job shift,job shift,Brachytherapy to soft tissue,Unmatched,2nd
Job change,job switch,job switch,"Dementia of the Alzheimer's type, with delirium",Unmatched,2nd
Job change,job alter,job alter,Excision of ampulla of Vater,Unmatched,2nd
Job change,job vary,job vary,Metastases to ovary,Unmatched,2nd
Job change,job variation,job variation,Delayed effects of radiation,Unmatched,2nd
Joint deposit,joint position,joint position,CSF monocyte count positive,Unmatched,2nd
Joint injection,juncture injection,juncture injection,Vessel puncture site infection,Unmatched,2nd
Joint injection,roast injection,roast injection,Post infection glomerulonephritis,Unmatched,2nd
Joint swelling,juncture swelling,juncture swelling,Vascular puncture site sealing,Unmatched,2nd
Joint swelling,roast swelling,roast swelling,Post procedural swelling,Unmatched,2nd
Ketosis,acetonemia,acetonemia,Acetonaemic vomiting,Unmatched,2nd
Laboratory test abnormal,lab test abnormal,lab test abnormal,Slit-lamp tests normal,Unmatched,2nd
Lacrimation decreased,water decreased,water decreased,Heart rate increased,Unmatched,2nd
Lacrimation decreased,tear decreased,tear decreased,Blood lead increased,Unmatched,2nd
Lacrimation disorder,water disorder,water disorder,Non-24-hour sleep-wake disorder,Unmatched,2nd
Lacrimation disorder,tearing disorder,tearing disorder,Reading disorder,Unmatched,2nd
Lacrimation disorder,tear disorder,tear disorder,Middle ear disorder,Unmatched,2nd
Lacrimation increased,water increased,water increased,Heart rate increased,Unmatched,2nd
Lacrimation increased,tear increased,tear increased,Blood lead increased,Unmatched,2nd
Large cell lung cancer stage II,large cell lung cancer stage 2,large cell lung cancer stage 2,Large cell lung cancer stage I,Unmatched,2nd
Large cell lung cancer stage III,large cell lung cancer stage 3,large cell lung cancer stage 3,Large cell lung cancer stage I,Unmatched,2nd
Large cell lung cancer stage IV,large cell lung cancer stage 4,large cell lung cancer stage 4,Large cell lung cancer stage I,Unmatched,2nd
Laryngeal cancer stage II,laryngeal cancer stage 2,laryngeal cancer stage 2,Laryngeal cancer stage I,Unmatched,2nd
Laryngeal cancer stage III,laryngeal cancer stage 3,laryngeal cancer stage 3,Laryngeal cancer stage I,Unmatched,2nd
Laryngeal cancer stage IV,laryngeal cancer stage 4,laryngeal cancer stage 4,Laryngeal cancer stage I,Unmatched,2nd
Laryngeal pain,laryngeal ail,laryngeal ail,Pharyngeal cancer stage III,Unmatched,2nd
Laryngeal repair,laryngeal fix,laryngeal fix,Laryngeal cancer stage III,Unmatched,2nd
Lead urine,wind urine,wind urine,5-hydroxyindolacetic acid in urine,Unmatched,2nd
Lead urine,hint urine,hint urine,5-hydroxyindolacetic acid in urine,Unmatched,2nd
Lead urine,Pb urine,pb urine,pH urine abnormal,Unmatched,2nd
Lead urine,run urine,run urine,5-hydroxyindolacetic acid in urine,Unmatched,2nd
Lead urine,go urine,go urine,17 ketosteroids urine,Unmatched,2nd
Lead urine,lead pee,lead pee,Fear of open spaces,Unmatched,2nd
Lead urine,lead water,lead water,Peak expiratory flow rate abnormal,Unmatched,2nd
Lead urine decreased,wind urine decreased,wind urine decreased,5-hydroxyindolacetic acid in urine decreased,Unmatched,2nd
Lead urine decreased,hint urine decreased,hint urine decreased,5-hydroxyindolacetic acid in urine decreased,Unmatched,2nd
Lead urine decreased,Pb urine decreased,pb urine decreased,pH urine increased,Unmatched,2nd
Lead urine decreased,run urine decreased,run urine decreased,5-hydroxyindolacetic acid in urine decreased,Unmatched,2nd
Lead urine decreased,go urine decreased,go urine decreased,17 ketosteroids urine increased,Unmatched,2nd
Lead urine decreased,lead water decreased,lead water decreased,Peak expiratory flow rate increased,Unmatched,2nd
Lead urine increased,wind urine increased,wind urine increased,5-hydroxyindolacetic acid in urine decreased,Unmatched,2nd
Lead urine increased,hint urine increased,hint urine increased,5-hydroxyindolacetic acid in urine decreased,Unmatched,2nd
Lead urine increased,Pb urine increased,pb urine increased,pH urine increased,Unmatched,2nd
Lead urine increased,run urine increased,run urine increased,5-hydroxyindolacetic acid in urine decreased,Unmatched,2nd
Lead urine increased,go urine increased,go urine increased,17 ketosteroids urine increased,Unmatched,2nd
Lead urine increased,lead water increased,lead water increased,Peak expiratory flow rate increased,Unmatched,2nd
Lead urine normal,Pb urine normal,pb urine normal,pH urine normal,Unmatched,2nd
Lead urine normal,run urine normal,run urine normal,N-telopeptide urine abnormal,Unmatched,2nd
Lead urine normal,go urine normal,go urine normal,17 ketosteroids urine abnormal,Unmatched,2nd
Lead urine normal,lead water normal,lead water normal,Peak expiratory flow rate normal,Unmatched,2nd
Legal problem,legal job,legal job,Non-renal cell carcinoma of kidney,Unmatched,2nd
Lentigo,lentiginous,lentiginous,Multiple lentigines syndrome,Unmatched,2nd
Lethargy,slackness,slackness,Morning sickness,Unmatched,2nd
Lice infestation,lice plague,lice plague,Oral lichen planus,Unmatched,2nd
Lid lag,hat lag,hat lag,Head lag abnormal,Unmatched,2nd
Lid lag,lid jail,lid jail,Ischaemic limb pain,Unmatched,2nd
Lid lag,lid lagger,lid lagger,Low-level laser therapy,Unmatched,2nd
Lid lag,lid stave,lid stave,Fluid wave test,Unmatched,2nd
Life support,life abide,life abide,Total bile acids,Unmatched,2nd
Life support,life toleration,life toleration,Limb operation,Unmatched,2nd
Life support,life fund,life fund,Administration site wound,Unmatched,2nd
Life support,life stand,life stand,Liver scan abnormal,Unmatched,2nd
Life support,life bear,life bear,Injection site scar,Unmatched,2nd
Light anaesthesia,lite anaesthesia,lite anaesthesia,Injection site anaesthesia,Unmatched,2nd
Limb malformation,limb deformity,limb deformity,Rib deformity,Unmatched,2nd
Lip and/or oral cavity cancer stage II,lip and or oral cavity cancer stage 2,lip and or oral cavity cancer stage 2,Lip and/or oral cavity cancer stage I,Unmatched,2nd
Lip and/or oral cavity cancer stage III,lip and or oral cavity cancer stage 3,lip and or oral cavity cancer stage 3,Lip and/or oral cavity cancer stage I,Unmatched,2nd
Lip and/or oral cavity cancer stage IV,lip and or oral cavity cancer stage 4,lip and or oral cavity cancer stage 4,Lip and/or oral cavity cancer stage I,Unmatched,2nd
Lip discolouration,mouth discolouration,mouth discolouration,Tooth discolouration congenital,Unmatched,2nd
Lip discolouration,lip stain,lip stain,Ischaemic limb pain,Unmatched,2nd
Lip dry,brim dry,brim dry,Diffusion-weighted brain MRI,Unmatched,2nd
Lip dry,mouth dry,mouth dry,Face and mouth X-ray abnormal,Unmatched,2nd
Lip oedema,brim oedema,brim oedema,Brain oedema,Unmatched,2nd
Lip pain,brim pain,brim pain,Gram stain negative,Unmatched,2nd
Lip pain,sass pain,sass pain,Loss of personal independence in daily activities,Unmatched,2nd
Lip pain,lip infliction,lip infliction,Lip infection,Unmatched,2nd
Lip pain,lip ail,lip ail,Limy bile syndrome,Unmatched,2nd
Lip repair,lip amend,lip amend,Lip and/or oral cavity cancer,Unmatched,2nd
Lip repair,lip fix,lip fix,"Follicle centre lymphoma, follicular grade I, II, III stage III",Unmatched,2nd
Lip repair,lip doctor,lip doctor,Insulin-like growth factor decreased,Unmatched,2nd
Lip repair,lip mend,lip mend,C-kit gene mutation,Unmatched,2nd
Lip swelling,lip hump,lip hump,Slit-lamp tests abnormal,Unmatched,2nd
Lip swelling,lip bump,lip bump,Slit-lamp tests abnormal,Unmatched,2nd
Lip swelling,lip lump,lip lump,Slit-lamp tests abnormal,Unmatched,2nd
Lip ulceration,lip ulcer,lip ulcer,Hearing aid user,Unmatched,2nd
Lipase urine,lipase pee,lipase pee,Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,Unmatched,2nd
Lipids,lipoid,lipoid,Lipid proteinosis,Unmatched,2nd
Lipids decreased,lipide decreased,lipide decreased,Libido increased,Unmatched,2nd
Lipids decreased,lipid decreased,lipid decreased,Libido increased,Unmatched,2nd
Lipids increased,lipide increased,lipide increased,Libido increased,Unmatched,2nd
Lipids increased,lipid increased,lipid increased,Libido increased,Unmatched,2nd
Lipids normal,lipide normal,lipide normal,Lipids abnormal,Unmatched,2nd
Liver tenderness,liver sore,liver sore,Model for end stage liver disease score,Unmatched,2nd
Liver tenderness,liver affection,liver affection,Lower respiratory tract infection bacterial,Unmatched,2nd
Liver transplant,liver graft,liver graft,Lower respiratory tract inflammation,Unmatched,2nd
Lividity,pallid,pallid,Apallic syndrome,Unmatched,2nd
Lividity,pale,pale,Gaze palsy,Unmatched,2nd
Lividity,wan,wan,Ear pain,Unmatched,2nd
Lividity,pallor,pallor,Retinal pallor,Unmatched,2nd
Lividity,lurid,lurid,Fluid retention,Unmatched,2nd
Lividity,wanness,wanness,Diaphragm muscle weakness,Unmatched,2nd
Lividity,livid,livid,Lipids,Unmatched,2nd
Living alone,life alone,life alone,Application site acne,Unmatched,2nd
Living alone,live alone,live alone,Application site acne,Unmatched,2nd
Living alone,go alone,go alone,Radiotherapy to bone,Unmatched,2nd
Living alone,liver alone,liver alone,Drug level above therapeutic,Unmatched,2nd
Living alone,being alone,being alone,Congenital bowing of long bones,Unmatched,2nd
Localised infection,set infection,set infection,Application site infection,Unmatched,2nd
Localised infection,place infection,place infection,Lack of injection site rotation,Unmatched,2nd
Low density lipoprotein,low tight lipoprotein,low tight lipoprotein,Non-high-density lipoprotein cholesterol increased,Unmatched,2nd
Low density lipoprotein decreased,low tight lipoprotein decreased,low tight lipoprotein decreased,Non-high-density lipoprotein cholesterol decreased,Unmatched,2nd
Low density lipoprotein increased,low tight lipoprotein increased,low tight lipoprotein increased,Non-high-density lipoprotein cholesterol decreased,Unmatched,2nd
Lung adenocarcinoma stage II,lung adenocarcinoma stage 2,lung adenocarcinoma stage 2,Lung adenocarcinoma stage I,Unmatched,2nd
Lung adenocarcinoma stage III,lung adenocarcinoma stage 3,lung adenocarcinoma stage 3,Lung adenocarcinoma stage I,Unmatched,2nd
Lung adenocarcinoma stage IV,lung adenocarcinoma stage 4,lung adenocarcinoma stage 4,Lung adenocarcinoma stage I,Unmatched,2nd
Lung carcinoma cell type unspecified stage II,lung carcinoma cell type unspecified stage 2,lung carcinoma cell type unspecified stage 2,Lung carcinoma cell type unspecified stage I,Unmatched,2nd
Lung carcinoma cell type unspecified stage III,lung carcinoma cell type unspecified stage 3,lung carcinoma cell type unspecified stage 3,Lung carcinoma cell type unspecified stage I,Unmatched,2nd
Lung carcinoma cell type unspecified stage IV,lung carcinoma cell type unspecified stage 4,lung carcinoma cell type unspecified stage 4,Lung carcinoma cell type unspecified stage I,Unmatched,2nd
Lung squamous cell carcinoma stage II,lung squamous cell carcinoma stage 2,lung squamous cell carcinoma stage 2,Lung squamous cell carcinoma stage I,Unmatched,2nd
Lung squamous cell carcinoma stage III,lung squamous cell carcinoma stage 3,lung squamous cell carcinoma stage 3,Lung squamous cell carcinoma stage I,Unmatched,2nd
Lung squamous cell carcinoma stage IV,lung squamous cell carcinoma stage 4,lung squamous cell carcinoma stage 4,Lung squamous cell carcinoma stage I,Unmatched,2nd
Lymphopenia,lymphocytopenia,lymphocytopenia,Idiopathic CD4 lymphocytopenia,Unmatched,2nd
Magical thinking,magical intention,magical intention,Vaginal pessary insertion,Unmatched,2nd
Magnesium deficiency,Mg deficiency,mg deficiency,Vitamin B2 deficiency,Unmatched,2nd
Malaise,unease,unease,Ectropion uveae,Unmatched,2nd
Manganese,Mn,mn,Man-in-the-barrel syndrome,Unmatched,2nd
Manganese decreased,Mn decreased,mn decreased,Vitamin B6 increased,Unmatched,2nd
Manganese increased,Mn increased,mn increased,Vitamin B6 increased,Unmatched,2nd
Manganese normal,Mn normal,mn normal,Vitamin B6 normal,Unmatched,2nd
Mania,passion,passion,Passive leg raise assessment,Unmatched,2nd
Manifest refraction,plain refraction,plain refraction,Polymerase chain reaction positive,Unmatched,2nd
Mantle cell lymphoma stage I,pall cell lymphoma stage i,pall cell lymphoma stage i,Follicle centre lymphoma diffuse small cell lymphoma stage II,Unmatched,2nd
Mantle cell lymphoma stage I,drape cell lymphoma stage i,drape cell lymphoma stage i,High grade B-cell lymphoma Burkitt-like lymphoma stage II,Unmatched,2nd
Mantle cell lymphoma stage II,pall cell lymphoma stage ii,pall cell lymphoma stage ii,Follicle centre lymphoma diffuse small cell lymphoma stage III,Unmatched,2nd
Mantle cell lymphoma stage II,drape cell lymphoma stage ii,drape cell lymphoma stage ii,High grade B-cell lymphoma Burkitt-like lymphoma stage III,Unmatched,2nd
Mantle cell lymphoma stage III,pall cell lymphoma stage iii,pall cell lymphoma stage iii,Follicle centre lymphoma diffuse small cell lymphoma stage III,Unmatched,2nd
Mantle cell lymphoma stage III,drape cell lymphoma stage iii,drape cell lymphoma stage iii,High grade B-cell lymphoma Burkitt-like lymphoma stage III,Unmatched,2nd
Mantle cell lymphoma stage IV,pall cell lymphoma stage iv,pall cell lymphoma stage iv,Follicle centre lymphoma diffuse small cell lymphoma stage IV,Unmatched,2nd
Mantle cell lymphoma stage IV,drape cell lymphoma stage iv,drape cell lymphoma stage iv,High grade B-cell lymphoma Burkitt-like lymphoma stage IV,Unmatched,2nd
Marital problem,marital job,marital job,Nodal marginal zone B-cell lymphoma recurrent,Unmatched,2nd
Married,wed,wed,Bed rest,Unmatched,2nd
Married,tie,tie,Tongue tie operation,Unmatched,2nd
Married,splice,splice,Spine malformation,Unmatched,2nd
Married,marital,marital,Magical thinking,Unmatched,2nd
Married,conjoin,conjoin,Conjoined twins separation,Unmatched,2nd
Married,marry,marry,Early retirement,Unmatched,2nd
Married,wedding,wedding,Bottle feeding,Unmatched,2nd
Married,espouse,espouse,Extensor plantar response,Unmatched,2nd
Mass,mickle,mickle,Retinopathy sickle cell,Unmatched,2nd
Mass,spate,spate,Confusional state,Unmatched,2nd
Mass,mess,mess,MERS-CoV test negative,Unmatched,2nd
Mass,wad,wad,Heel fat pad syndrome,Unmatched,2nd
Mass,aggregated,aggregated,Concomitant disease aggravated,Unmatched,2nd
Mass,mint,mint,Mini-tracheostomy,Unmatched,2nd
Mass,batch,batch,Eye patch application,Unmatched,2nd
Mass,peck,peck,Neck pain,Unmatched,2nd
Mass,muckle,muckle,Macule,Unmatched,2nd
Mass,heap,heap,Head discomfort,Unmatched,2nd
Mass,aggregative,aggregative,Platelet aggregation increased,Unmatched,2nd
Mass,deal,deal,Dural tear,Unmatched,2nd
Mass,slew,slew,Slow speech,Unmatched,2nd
Mass,sight,sight,Light anaesthesia,Unmatched,2nd
Mass,people,people,Penile cancer,Unmatched,2nd
Mass,plenty,plenty,Penta X syndrome,Unmatched,2nd
Mass,masses,masses,Abortion missed,Unmatched,2nd
Mass,passel,passel,Vessel harvesting,Unmatched,2nd
Mass,volume,volume,Volume blood,Unmatched,2nd
Mass,bulky,bulky,Cholesterolosis bulbi,Unmatched,2nd
Mass,mountain,mountain,Rocky mountain spotted fever,Unmatched,2nd
Mass,raft,raft,Cafe au lait spots,Unmatched,2nd
Mass,stack,stack,Anaphylactic shock,Unmatched,2nd
Mass,bulk,bulk,Back disorder,Unmatched,2nd
Mass,flock,flock,Nerve block,Unmatched,2nd
Mass,lot,lot,Clot retraction,Unmatched,2nd
Mass,pile,pile,Faeces pale,Unmatched,2nd
Mass,pot,pot,PO2,Unmatched,2nd
Massage,knead,knead,Head banging,Unmatched,2nd
Mastication disorder,manduction disorder,manduction disorder,Inherited cardiac conduction disorder,Unmatched,2nd
Measles,rubeola,rubeola,Arthritis rubella,Unmatched,2nd
Mediastinal mass,mediastinal spate,mediastinal spate,Primary mediastinal large B-cell lymphoma stage II,Unmatched,2nd
Mediastinal mass,mediastinal deal,mediastinal deal,Primary mediastinal large B-cell lymphoma recurrent,Unmatched,2nd
Mediastinal mass,mediastinal stack,mediastinal stack,Primary mediastinal large B-cell lymphoma stage II,Unmatched,2nd
Menopause,menopausal,menopausal,Menopausal disorder,Unmatched,2nd
Menopause,climacteric,climacteric,Keratoderma climactericum,Unmatched,2nd
Mental disability,mental impairment,mental impairment,Renal impairment,Unmatched,2nd
Mental impairment,mental impair,mental impair,Rectal fistula repair,Unmatched,2nd
Metastases to breast,metastases to boob,metastases to boob,Metastases to bone marrow,Unmatched,2nd
Micturition disorder,urinate disorder,urinate disorder,Urinary tract disorder prophylaxis,Unmatched,2nd
Middle aged,center aged,center aged,Transitional cell cancer of the renal pelvis and ureter,Unmatched,2nd
Middle aged,heart aged,heart aged,Head and neck cancer,Unmatched,2nd
Middle aged,eye aged,eye aged,Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,Unmatched,2nd
Middle aged,centric aged,centric aged,Blood citric acid,Unmatched,2nd
Miosis,meiotic,meiotic,Mycotic allergy,Unmatched,2nd
Miosis,myotic,myotic,Mycotic allergy,Unmatched,2nd
Moaning,groan,groan,Groin abscess,Unmatched,2nd
Moaning,moan,moan,Mean cell haemoglobin,Unmatched,2nd
Moaning,moaner,moaner,Metaphyseal corner fracture,Unmatched,2nd
Mole excision,mole cut,mole cut,Aneurysmal bone cyst,Unmatched,2nd
Mononucleosis syndrome,mono syndrome,mono syndrome,Hungry bone syndrome,Unmatched,2nd
Mood altered,mood spay,mood spay,Red blood cell scan,Unmatched,2nd
Mood swings,mood cut,mood cut,Full blood count,Unmatched,2nd
Mood swings,mood sway,mood sway,White blood cell scan,Unmatched,2nd
Mood swings,mood sweep,mood sweep,Poor quality sleep,Unmatched,2nd
Mood swings,mood lilt,mood lilt,Poor milk ejection reflex,Unmatched,2nd
Mood swings,mood jive,mood jive,Blood HIV RNA,Unmatched,2nd
Mood swings,mood drop,mood drop,Blood group A,Unmatched,2nd
Morose,moody,moody,Euphoric mood,Unmatched,2nd
Morose,sour,sour,Gout,Unmatched,2nd
Morose,glum,glum,Gram stain,Unmatched,2nd
Morose,dark,dark,Dark circles under eyes,Unmatched,2nd
Morose,sullen,sullen,Spleen disorder,Unmatched,2nd
Morose,dour,dour,Vaginal odour,Unmatched,2nd
Mouth breathing,mouth rest,mouth rest,Mouth cyst excision,Unmatched,2nd
Mouth cyst,utter cyst,utter cyst,Pregnancy after post coital contraception,Unmatched,2nd
Mouth cyst,talk cyst,talk cyst,Tilt table test normal,Unmatched,2nd
Mouth cyst,sassy cyst,sassy cyst,SARS-CoV-1 test,Unmatched,2nd
Mouth cyst,speak cyst,speak cyst,Sweat test,Unmatched,2nd
Mouth cyst,talker cyst,talker cyst,Inflammatory marker test,Unmatched,2nd
Mouth cyst,lip cyst,lip cyst,HIV test negative,Unmatched,2nd
Mouth cyst,sass cyst,sass cyst,Mast cell degranulation test,Unmatched,2nd
Mouth haemorrhage,utter haemorrhage,utter haemorrhage,Anastomotic ulcer haemorrhage,Unmatched,2nd
Movement disorder,cause disorder,cause disorder,Substance use disorder,Unmatched,2nd
Movement disorder,motional disorder,motional disorder,Emotional disorder of childhood,Unmatched,2nd
Movement disorder,front disorder,front disorder,Neurodegeneration with brain iron accumulation disorder,Unmatched,2nd
Movement disorder,move disorder,move disorder,Retinal fovea disorder,Unmatched,2nd
Movement disorder,motility disorder,motility disorder,Oesophageal motility disorder,Unmatched,2nd
Movement disorder,bm disorder,bm disorder,Non-24-hour sleep-wake disorder,Unmatched,2nd
Mucocutaneous ulceration,mucocutaneous ulcer,mucocutaneous ulcer,Epstein Barr virus positive mucocutaneous ulcer,Unmatched,2nd
Mucopolysaccharidosis IV,mucopolysaccharidosis 4,mucopolysaccharidosis 4,Mucopolysaccharidosis V,Unmatched,2nd
Muscle atrophy,musculus atrophy,musculus atrophy,Spinal muscular atrophy,Unmatched,2nd
Muscle atrophy,sinew atrophy,sinew atrophy,Injection site atrophy,Unmatched,2nd
Muscle atrophy,muscular atrophy,muscular atrophy,Spinal muscular atrophy,Unmatched,2nd
Muscle discomfort,sinew discomfort,sinew discomfort,Stoma site discomfort,Unmatched,2nd
Muscle disorder,muscular disorder,muscular disorder,Penile vascular disorder,Unmatched,2nd
Muscle haemorrhage,sinew haemorrhage,sinew haemorrhage,Catheter site haemorrhage,Unmatched,2nd
Muscle haemorrhage,muscular haemorrhage,muscular haemorrhage,Vascular anastomotic haemorrhage,Unmatched,2nd
Muscle hypertrophy,sinew hypertrophy,sinew hypertrophy,Implant site hypertrophy,Unmatched,2nd
Muscle incision,sinew incision,sinew incision,Dermal sinus excision,Unmatched,2nd
Muscle injury,sinew injury,sinew injury,Catheter site injury,Unmatched,2nd
Muscle injury,muscular injury,muscular injury,Intra-abdominal vascular injury,Unmatched,2nd
Muscle necrosis,sinew necrosis,sinew necrosis,Injection site necrosis,Unmatched,2nd
Muscle release,muscle pass,muscle pass,Muscle mass,Unmatched,2nd
Muscle release,muscle loss,muscle loss,Muscle mass percentage,Unmatched,2nd
Muscle rupture,muscular rupture,muscular rupture,Macular rupture,Unmatched,2nd
Muscle rupture,muscle sever,muscle sever,Muscle relaxant drug level therapeutic,Unmatched,2nd
Muscle suture,muscular suture,muscular suture,Macular rupture,Unmatched,2nd
Muscular weakness,muscle weakness,muscle weakness,Respiratory muscle weakness,Unmatched,2nd
Muscular weakness,muscular fail,muscular fail,Vascular wall hypertrophy,Unmatched,2nd
Mutism,mute,mute,Acute macular outer retinopathy,Unmatched,2nd
Myalgia,myodynia,myodynia,Myotonia,Unmatched,2nd
Nail discolouration,blast discolouration,blast discolouration,Breast milk discolouration,Unmatched,2nd
Nail discolouration,nail stain,nail stain,Anal skin tag excision,Unmatched,2nd
Nail discomfort,nail sore,nail sore,Wall motion score index,Unmatched,2nd
Nail discomfort,nail irritation,nail irritation,Nasal sinus irrigation,Unmatched,2nd
Nail disorder,cop disorder,cop disorder,Spermatic cord disorder,Unmatched,2nd
Nail disorder,blast disorder,blast disorder,Breast disorder female,Unmatched,2nd
Nail disorder,ace disorder,ace disorder,Eye disorder,Unmatched,2nd
Nail disorder,boom disorder,boom disorder,Blood disorder,Unmatched,2nd
Nail disorder,nail upset,nail upset,Walking aid user,Unmatched,2nd
Nail pitting,cop pitting,cop pitting,Non-pitting oedema,Unmatched,2nd
Nail pitting,nail pit,nail pit,Anal pap smear abnormal,Unmatched,2nd
Nail pitting,nail scar,nail scar,Anal pap smear,Unmatched,2nd
Nail pitting,nail indent,nail indent,Wall motion score index normal,Unmatched,2nd
Nail pitting,nail mark,nail mark,Abdominal wall mass,Unmatched,2nd
Nail pitting,nail stone,nail stone,NIH stroke scale abnormal,Unmatched,2nd
Nasal abscess,rhinal abscess,rhinal abscess,Spinal cord abscess,Unmatched,2nd
Nasal cavity packing,nasal cavity take,nasal cavity take,Paranasal sinus and nasal cavity malignant neoplasm stage I,Unmatched,2nd
Nasal inflammation,nasal red,nasal red,Nail bed bleeding,Unmatched,2nd
Nasal necrosis,rhinal necrosis,rhinal necrosis,Renal cortical necrosis,Unmatched,2nd
Nasal oedema,rhinal oedema,rhinal oedema,Diabetic retinal oedema,Unmatched,2nd
Nasal oedema,nasal dropsy,nasal dropsy,Nail matrix biopsy,Unmatched,2nd
Nasopharyngeal cancer stage II,nasopharyngeal cancer stage 2,nasopharyngeal cancer stage 2,Nasopharyngeal cancer stage I,Unmatched,2nd
Nasopharyngeal cancer stage III,nasopharyngeal cancer stage 3,nasopharyngeal cancer stage 3,Nasopharyngeal cancer stage I,Unmatched,2nd
Nasopharyngeal cancer stage IV,nasopharyngeal cancer stage 4,nasopharyngeal cancer stage 4,Nasopharyngeal cancer stage I,Unmatched,2nd
Nausea,sickness,sickness,Morning sickness,Unmatched,2nd
Nausea,sick,sick,Euthyroid sick syndrome,Unmatched,2nd
Neck crushing,neck beat,neck beat,Colorado tick fever virus test positive,Unmatched,2nd
Neck crushing,neck mash,neck mash,Southern tick-associated rash illness,Unmatched,2nd
Neck crushing,neck smash,neck smash,Southern tick-associated rash illness,Unmatched,2nd
Neck pain,neck ail,neck ail,Head and neck cancer stage III,Unmatched,2nd
Necrosis,gangrene,gangrene,Arteriosclerotic gangrene,Unmatched,2nd
Necrosis,gangrenous,gangrenous,Cellulitis gangrenous,Unmatched,2nd
Negativism,negative,negative,Negative thoughts,Unmatched,2nd
Neologism,coin,coin,Loin pain haematuria syndrome,Unmatched,2nd
Neologism,neology,neology,Serology positive,Unmatched,2nd
Neoplasm,tumor,tumor,Glomus tumour,Unmatched,2nd
