MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
HIV infection CDC Group IV subgroup D,hiv infection cdc group intravenous_feeding subgroup d,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group tetrad subgroup d,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group iv subgroup ergocalciferol,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group iv subgroup calciferol,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group iv subgroup D,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group iv subgroup five_hundred,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group iv subgroup viosterol,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group iv subgroup 500,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hiv infection cdc group iv subgroup cholecalciferol,hiv infection cdc group iv subgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,human_immunodeficiency_virus infection cdc group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,HIV infection cdc group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv contagion cdc group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv contagious cdc group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv transmit cdc group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infectious cdc group iv subgroup e,hiv infectious cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection CDC group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc chemical_group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc aggroup iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc mathematical_group iv subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group IV subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group quartet subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group foursome subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group quatern subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group quadruplet subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group quaternity subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group quaternion subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group quaternary subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group four subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group intravenous_feeding subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group tetrad subgroup e,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group iv subgroup einsteinium,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group iv subgroup E,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group iv subgroup tocopherol,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group iv subgroup atomic_number_99,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group iv subgroup due_east,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group iv subgroup eastward,hiv infection cdc group iv subgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hiv infection cdc group iv subgroup Es,hiv infection cdc group iv subgroup es,HIV infection CDC Group IV subgroup C2,Unmatched,2nd
HIV test,hiv trial,hiv trial,Lip and/or oral cavity cancer recurrent,Unmatched,2nd
HIV test,hiv run,hiv work,Lip and/or oral cavity cancer recurrent,Unmatched,2nd
Hodgkin's disease mixed cellularity stage III,hodgkin's disease mixed cellularity stage 3,hodgkin's disease mixed cellularity stage 3,Hodgkin's disease mixed cellularity stage I supradiaphragmatic,Unmatched,2nd
Hodgkin's disease mixed cellularity stage IV,hodgkin's disease mixed cellularity stage 4,hodgkin's disease mixed cellularity stage 4,Hodgkin's disease mixed cellularity stage I supradiaphragmatic,Unmatched,2nd
Hodgkin's disease stage II,hodgkin's disease stage 2,hodgkin's disease stage 2,Hodgkin's disease nodular sclerosis stage I,Unmatched,2nd
Hodgkin's disease stage III,hodgkin's disease stage 3,hodgkin's disease stage 3,Hodgkin's disease nodular sclerosis stage I,Unmatched,2nd
Homosexuality,queer,cross,Corneal cross linking,Unmatched,2nd
Hostility,hostile,aggression,Developmental regression,Unmatched,2nd
Hostility,antagonistic,incompatible,Crossmatch compatible,Unmatched,2nd
Hostility,antagonism,incompatible,Crossmatch compatible,Unmatched,2nd
Hostility,antagonist,antagonist,Deficiency of the interleukin-36 receptor antagonist,Unmatched,2nd
Hostility,aggress,aggression,Developmental regression,Unmatched,2nd
Hostility,aggression,aggression,Developmental regression,Unmatched,2nd
Human bite,human sting,human sting,Homans' sign positive,Unmatched,2nd
Human bite,human prick,human sting,Homans' sign positive,Unmatched,2nd
Human bite,human insect_bite,human sting,Homans' sign positive,Unmatched,2nd
Human bite,human stinger,human sting,Homans' sign positive,Unmatched,2nd
Hunger,craving,craving,Salt craving,Unmatched,2nd
Hunger,thirst,thirst,Thirst decreased,Unmatched,2nd
Hunger,starvation,starvation,Starvation ketoacidosis,Unmatched,2nd
Hypersensitivity,hypersensitive,allergic,Conjunctivitis allergic,Unmatched,2nd
Hypopharyngeal cancer stage II,hypopharyngeal cancer stage 2,hypopharyngeal cancer stage 2,Hypopharyngeal cancer stage I,Unmatched,2nd
Hypopharyngeal cancer stage III,hypopharyngeal cancer stage 3,hypopharyngeal cancer stage 3,Hypopharyngeal cancer stage I,Unmatched,2nd
Hypopharyngeal cancer stage IV,hypopharyngeal cancer stage 4,hypopharyngeal cancer stage 4,Hypopharyngeal cancer stage I,Unmatched,2nd
Illusion,illusional,delusion,Erotomanic delusion,Unmatched,2nd
Illusion,delude,false,Blood glucose false positive,Unmatched,2nd
Illusion,illusionary,delusion,Erotomanic delusion,Unmatched,2nd
Illusion,head_game,delusion,Erotomanic delusion,Unmatched,2nd
Illusion,semblance,colour,Colour blindness acquired,Unmatched,2nd
Illusion,magic,magic,Manic symptom,Unmatched,2nd
Illusion,delusion,delusion,Erotomanic delusion,Unmatched,2nd
Illusion,magical,magical,Marital problem,Unmatched,2nd
Immobile,immobilize,block,Nerve block,Unmatched,2nd
Immobile,fast,fast,Congenital flat feet,Unmatched,2nd
Immunoglobulins,Ig,ig,IgA nephropathy,Unmatched,2nd
Immunoglobulins abnormal,Ig abnormal,ig abnormal,Angiotensin II normal,Unmatched,2nd
Immunoglobulins decreased,Ig decreased,ig decreased,Angiotensin II increased,Unmatched,2nd
Immunoglobulins increased,Ig increased,ig increased,Angiotensin II increased,Unmatched,2nd
Immunoglobulins normal,Ig normal,ig normal,Angiotensin II normal,Unmatched,2nd
Inadequate diet,poor diet,poor diet,Mood disorder due to a general medical condition,Unmatched,2nd
Incoherent,tongue-tied,tongue level,Dengue fever immunisation,Unmatched,2nd
Indifference,apathy,apathy,APACHE II score,Unmatched,2nd
Indifference,spiritlessness,apathy,APACHE II score,Unmatched,2nd
Indifference,numb,numb,Limb malformation,Unmatched,2nd
Indifference,numbness,apathy,APACHE II score,Unmatched,2nd
Indifference,indifferent,apathy,APACHE II score,Unmatched,2nd
Indifference,spiritless,apathy,APACHE II score,Unmatched,2nd
Indifference,apathetic,apathy,APACHE II score,Unmatched,2nd
Infant,babyhood,child,Child neglect,Unmatched,2nd
Infant,babe,baby,Postmature baby,Unmatched,2nd
Infant,baby,baby,Postmature baby,Unmatched,2nd
Infection,contagion,infection,Injection site joint infection,Unmatched,2nd
Infection,transmission,transmission,Primary transmission,Unmatched,2nd
Infection,infect,infected,Blister infected,Unmatched,2nd
Infection,contagious,infection,Injection site joint infection,Unmatched,2nd
Infection,transmit,infection,Injection site joint infection,Unmatched,2nd
Infection,infectious,infectious,Diarrhoea infectious,Unmatched,2nd
Infertility,infertile,infertile,Acne infantile,Unmatched,2nd
Infertility,sterility,sterility,Manufacturing stability testing issue,Unmatched,2nd
Infertility,sterile,sterile,Sterile pyuria,Unmatched,2nd
Inflammation scan,red scan,red scan,Grey Turner's sign,Unmatched,2nd
Inflammation scan,redness scan,red scan,Grey Turner's sign,Unmatched,2nd
Injection site bruising,injection site hurt,injection site pain,Injection site joint pain,Unmatched,2nd
Injection site irritation,injection site soreness,injection site discomfort,Injection site joint discomfort,Unmatched,2nd
Injection site irritation,injection site sore,injection site discomfort,Injection site joint discomfort,Unmatched,2nd
Injection site irritation,injection site bother,injection site pain,Injection site joint pain,Unmatched,2nd
Injection site irritation,injection site irritate,injection site discomfort,Injection site joint discomfort,Unmatched,2nd
Injection site irritation,injection site discomfort,injection site discomfort,Injection site joint discomfort,Unmatched,2nd
Injection site irritation,injection site botheration,injection site pain,Injection site joint pain,Unmatched,2nd
Injection site irritation,injection site annoyance,injection site pain,Injection site joint pain,Unmatched,2nd
Injection site mass,injection site muckle,injection site muckle,Injection site muscle weakness,Unmatched,2nd
Injury,wound,wound,Culture wound,Unmatched,2nd
Injury,trauma,trauma,Psychological trauma,Unmatched,2nd
Injury,hurt,pain,Pain,Unmatched,2nd
Injury,traumatic,traumatic,Cataract traumatic,Unmatched,2nd
Injury,injurious,injurious,Multiple injuries,Unmatched,2nd
Intention tremor,intention shudder,intention chills,Intentional product misuse to child,Unmatched,2nd
Intentional overdose,intentional o.d.,intentional o.d,Intentional removal of drug delivery system by patient,Unmatched,2nd
Intestinal infarction,enteral infarction,enteral infarction,Central nervous system infection,Unmatched,2nd
Iron deficiency,Fe deficiency,fe deficiency,Vitamin B2 deficiency,Unmatched,2nd
Irritability,fussiness,cross,Corneal cross linking,Unmatched,2nd
Irritability,crossness,cross,Corneal cross linking,Unmatched,2nd
Irritability,temper,mood,Euphoric mood,Unmatched,2nd
Irritability,fussy,cross,Corneal cross linking,Unmatched,2nd
Irritability,choler,anger,Nager syndrome,Unmatched,2nd
Jaundice,bitterness,acid,Homogentisic acid,Unmatched,2nd
Jaundice,acerbity,acid,Homogentisic acid,Unmatched,2nd
Jaundice,icteric,yellow,Yellow skin,Unmatched,2nd
Jaundice,acerbic,acid,Homogentisic acid,Unmatched,2nd
Jaundice,bitter,acid,Homogentisic acid,Unmatched,2nd
Jaundice,icterus,icterus,Icterus index,Unmatched,2nd
Jaw cyst,chat cyst,chat cyst,Dyspnoea at rest,Unmatched,2nd
Job change,job shift,job shift,Brachytherapy to soft tissue,Unmatched,2nd
Job change,job switch,job switch,"Dementia of the Alzheimer's type, with delirium",Unmatched,2nd
Joint contracture,stick contracture,sting contracture,Skin scar contracture,Unmatched,2nd
Joint deposit,joint position,joint position,CSF monocyte count positive,Unmatched,2nd
Joint injection,stick injection,sting injection,Actinomycotic skin infection,Unmatched,2nd
Keloid scar,keloid scrape,keloid skin,Acute myeloid leukaemia (in remission),Unmatched,2nd
Lacrimation decreased,water decreased,water decreased,Heart rate increased,Unmatched,2nd
Lacrimation decreased,tearing decreased,tear decreased,Blood lead increased,Unmatched,2nd
Lacrimation decreased,tear decreased,tear decreased,Blood lead increased,Unmatched,2nd
Lacrimation disorder,water disorder,water disorder,Non-24-hour sleep-wake disorder,Unmatched,2nd
Lacrimation disorder,tearing disorder,tear disorder,Middle ear disorder,Unmatched,2nd
Lacrimation disorder,tear disorder,tear disorder,Middle ear disorder,Unmatched,2nd
Lacrimation increased,water increased,water increased,Heart rate increased,Unmatched,2nd
Lacrimation increased,tearing increased,tear increased,Blood lead increased,Unmatched,2nd
Lacrimation increased,tear increased,tear increased,Blood lead increased,Unmatched,2nd
Large cell lung cancer stage II,large cell lung cancer stage 2,large cell lung cancer stage 2,Large cell lung cancer stage I,Unmatched,2nd
Large cell lung cancer stage III,large cell lung cancer stage 3,large cell lung cancer stage 3,Large cell lung cancer stage I,Unmatched,2nd
Large cell lung cancer stage IV,large cell lung cancer stage 4,large cell lung cancer stage 4,Large cell lung cancer stage I,Unmatched,2nd
Laryngeal cancer stage II,laryngeal cancer stage 2,laryngeal cancer stage 2,Laryngeal cancer stage I,Unmatched,2nd
Laryngeal cancer stage III,laryngeal cancer stage 3,laryngeal cancer stage 3,Laryngeal cancer stage I,Unmatched,2nd
Laryngeal cancer stage IV,laryngeal cancer stage 4,laryngeal cancer stage 4,Laryngeal cancer stage I,Unmatched,2nd
Laryngeal web,laryngeal net,laryngeal clear,Pharyngeal anastomotic leak,Unmatched,2nd
Lead urine,Pb urine,pb urine,pH urine abnormal,Unmatched,2nd
Lead urine,lead water,lead water,Peak expiratory flow rate abnormal,Unmatched,2nd
Lead urine decreased,Pb urine decreased,pb urine decreased,pH urine increased,Unmatched,2nd
Lead urine decreased,lead water decreased,lead water decreased,Peak expiratory flow rate increased,Unmatched,2nd
Lead urine increased,Pb urine increased,pb urine increased,pH urine increased,Unmatched,2nd
Lead urine increased,lead water increased,lead water increased,Peak expiratory flow rate increased,Unmatched,2nd
Lead urine normal,Pb urine normal,pb urine normal,pH urine normal,Unmatched,2nd
Lead urine normal,lead water normal,lead water normal,Peak expiratory flow rate normal,Unmatched,2nd
Legal problem,legal job,legal job,Non-renal cell carcinoma of kidney,Unmatched,2nd
Legal problem,legal trouble,legal pain,Renal vein embolism,Unmatched,2nd
Lentigo,lentiginous,lentiginous,Multiple lentigines syndrome,Unmatched,2nd
Lethargy,languorous,dreamy,Abnormal dreams,Unmatched,2nd
Lethargy,phlegmatical,indifference,Temperature difference of extremities,Unmatched,2nd
Lethargy,phlegmatic,indifference,Temperature difference of extremities,Unmatched,2nd
Lethargy,flatness,level,Histamine level,Unmatched,2nd
Lethargy,languor,dreamy,Abnormal dreams,Unmatched,2nd
Lethargy,phlegm,indifference,Temperature difference of extremities,Unmatched,2nd
Lice infestation,lice plague,lice plague,Oral lichen planus,Unmatched,2nd
Lid lag,lid retard,lid delayed,Lymphoma AIDS related,Unmatched,2nd
Life support,life sustain,life prolonged,Coagulation time prolonged,Unmatched,2nd
Life support,life sufferance,life borne,Instillation site burn,Unmatched,2nd
Life support,life bearable,life borne,Instillation site burn,Unmatched,2nd
Life support,life tolerant,life borne,Instillation site burn,Unmatched,2nd
Life support,life brook,life borne,Instillation site burn,Unmatched,2nd
Life support,life sustenance,life prolonged,Coagulation time prolonged,Unmatched,2nd
Life support,life abide,life borne,Instillation site burn,Unmatched,2nd
Life support,life tolerate,life borne,Instillation site burn,Unmatched,2nd
Life support,life digest,life borne,Instillation site burn,Unmatched,2nd
Life support,life endure,life borne,Instillation site burn,Unmatched,2nd
Life support,life hold,life borne,Instillation site burn,Unmatched,2nd
Life support,life sustainable,life prolonged,Coagulation time prolonged,Unmatched,2nd
Life support,life abidance,life borne,Instillation site burn,Unmatched,2nd
Life support,life toleration,life borne,Instillation site burn,Unmatched,2nd
Life support,life holder,life borne,Instillation site burn,Unmatched,2nd
Life support,life put_up,life borne,Instillation site burn,Unmatched,2nd
Life support,life endurance,life borne,Instillation site burn,Unmatched,2nd
Life support,life stand,life base,Injection site mass,Unmatched,2nd
Life support,life stick_out,life borne,Instillation site burn,Unmatched,2nd
Light anaesthesia,easy anaesthesia,soft anaesthesia,Maintenance of anaesthesia,Unmatched,2nd
Limb malformation,limb deformity,limb deformity,Rib deformity,Unmatched,2nd
Lip and/or oral cavity cancer stage II,lip and or oral cavity cancer stage 2,lip and or oral cavity cancer stage 2,Lip and/or oral cavity cancer stage I,Unmatched,2nd
Lip and/or oral cavity cancer stage III,lip and or oral cavity cancer stage 3,lip and or oral cavity cancer stage 3,Lip and/or oral cavity cancer stage I,Unmatched,2nd
Lip and/or oral cavity cancer stage IV,lip and or oral cavity cancer stage 4,lip and or oral cavity cancer stage 4,Lip and/or oral cavity cancer stage I,Unmatched,2nd
Lip discolouration,mouth discolouration,mouth discolouration,Tooth discolouration congenital,Unmatched,2nd
Lip discolouration,lip stain,lip stain,Ischaemic limb pain,Unmatched,2nd
Lip dry,mouth dry,mouth dry,Face and mouth X-ray abnormal,Unmatched,2nd
Lip swelling,lip lump,lip lump,Slit-lamp tests abnormal,Unmatched,2nd
Lip ulceration,lip ulcerous,lip ulcer,Hearing aid user,Unmatched,2nd
Lip ulceration,lip ulcer,lip ulcer,Hearing aid user,Unmatched,2nd
Lip ulceration,lip ulcerate,lip ulcer,Hearing aid user,Unmatched,2nd
Lipids,lipoid,lipoid,Lipid proteinosis,Unmatched,2nd
Lipids decreased,lipide decreased,lipids decreased,Libido increased,Unmatched,2nd
Lipids decreased,lipid decreased,lipid decreased,Libido increased,Unmatched,2nd
Lipids decreased,lipids diminution,lipids decreased,Libido increased,Unmatched,2nd
Lipids decreased,lipids minify,lipids decreased,Libido increased,Unmatched,2nd
Lipids decreased,lipids diminish,lipids decreased,Libido increased,Unmatched,2nd
Lipids decreased,lipids lessen,lipids decreased,Libido increased,Unmatched,2nd
Lipids increased,lipide increased,lipids increased,Libido increased,Unmatched,2nd
Lipids increased,lipid increased,lipid increased,Libido increased,Unmatched,2nd
Lipids increased,lipids increase,lipids increased,Libido increased,Unmatched,2nd
Listless,dispiritedness,lower,Abdominal pain lower,Unmatched,2nd
Listless,dispirited,lower,Abdominal pain lower,Unmatched,2nd
Liver disorder,liver trouble,liver pain,Gomori methenamine silver stain,Unmatched,2nd
Liver transplant,liver grafting,liver graft,Lower respiratory tract inflammation,Unmatched,2nd
Liver transplant,liver graft,liver graft,Lower respiratory tract inflammation,Unmatched,2nd
Lividity,pallid,sick,Euthyroid sick syndrome,Unmatched,2nd
Lividity,pale,pale,Gaze palsy,Unmatched,2nd
Lividity,pallidness,pale,Gaze palsy,Unmatched,2nd
Lividity,wan,sick,Euthyroid sick syndrome,Unmatched,2nd
Lividity,paleness,sick,Euthyroid sick syndrome,Unmatched,2nd
Lividity,pallor,pallor,Retinal pallor,Unmatched,2nd
Lividity,wanness,pale,Gaze palsy,Unmatched,2nd
Lividity,lividness,white,White sponge naevus,Unmatched,2nd
Lividity,livid,white,White sponge naevus,Unmatched,2nd
Living alone,lifer alone,life alone,Application site acne,Unmatched,2nd
Living alone,life alone,life alone,Application site acne,Unmatched,2nd
Living alone,live alone,live alone,Application site acne,Unmatched,2nd
Living alone,know alone,bed alone,Pyogenic sterile arthritis pyoderma gangrenosum and acne syndrome,Unmatched,2nd
Living alone,animation alone,life alone,Application site acne,Unmatched,2nd
Living alone,liver alone,liver alone,Drug level above therapeutic,Unmatched,2nd
Localised infection,set infection,set infection,Application site infection,Unmatched,2nd
Localised infection,place infection,home infection,Ear lobe infection,Unmatched,2nd
Lung adenocarcinoma stage II,lung adenocarcinoma stage 2,lung adenocarcinoma stage 2,Lung adenocarcinoma stage I,Unmatched,2nd
Lung adenocarcinoma stage III,lung adenocarcinoma stage 3,lung adenocarcinoma stage 3,Lung adenocarcinoma stage I,Unmatched,2nd
Lung adenocarcinoma stage IV,lung adenocarcinoma stage 4,lung adenocarcinoma stage 4,Lung adenocarcinoma stage I,Unmatched,2nd
Lung carcinoma cell type unspecified stage II,lung carcinoma cell type unspecified stage 2,lung carcinoma cell type unspecified stage 2,Lung carcinoma cell type unspecified stage I,Unmatched,2nd
Lung carcinoma cell type unspecified stage III,lung carcinoma cell type unspecified stage 3,lung carcinoma cell type unspecified stage 3,Lung carcinoma cell type unspecified stage I,Unmatched,2nd
Lung carcinoma cell type unspecified stage IV,lung carcinoma cell type unspecified stage 4,lung carcinoma cell type unspecified stage 4,Lung carcinoma cell type unspecified stage I,Unmatched,2nd
Lung disorder,lung trouble,lung pain,Very long-chain acyl-coenzyme A dehydrogenase deficiency,Unmatched,2nd
Lung squamous cell carcinoma stage II,lung squamous cell carcinoma stage 2,lung squamous cell carcinoma stage 2,Lung squamous cell carcinoma stage I,Unmatched,2nd
Lung squamous cell carcinoma stage III,lung squamous cell carcinoma stage 3,lung squamous cell carcinoma stage 3,Lung squamous cell carcinoma stage I,Unmatched,2nd
Lung squamous cell carcinoma stage IV,lung squamous cell carcinoma stage 4,lung squamous cell carcinoma stage 4,Lung squamous cell carcinoma stage I,Unmatched,2nd
Lymphopenia,lymphocytopenia,lymphocytopenia,Idiopathic CD4 lymphocytopenia,Unmatched,2nd
Macule,maculate,stain,Gram stain,Unmatched,2nd
Magical thinking,magical reckon,magical count,Medical device site joint effusion,Unmatched,2nd
Magical thinking,magical consideration,magical condition,Anxiety disorder due to a general medical condition,Unmatched,2nd
Magical thinking,magical intention,magical intention,Vaginal pessary insertion,Unmatched,2nd
Magical thinking,magical consider,magical condition,Anxiety disorder due to a general medical condition,Unmatched,2nd
Magnesium deficiency,Mg deficiency,mg deficiency,Vitamin B2 deficiency,Unmatched,2nd
Manganese,Mn,mn,Man-in-the-barrel syndrome,Unmatched,2nd
Manganese decreased,Mn decreased,mn decreased,Vitamin B6 increased,Unmatched,2nd
Manganese increased,Mn increased,mn increased,Vitamin B6 increased,Unmatched,2nd
Manganese normal,Mn normal,mn normal,Vitamin B6 normal,Unmatched,2nd
Mania,passion,warmth,Application site warmth,Unmatched,2nd
Marital problem,marital job,marital job,Nodal marginal zone B-cell lymphoma recurrent,Unmatched,2nd
Married,wed,conjoined,Conjoined twins separation,Unmatched,2nd
Married,tie,tie,Tongue tie operation,Unmatched,2nd
Married,marriage,conjoined,Conjoined twins separation,Unmatched,2nd
Married,hook_up_with,conjoined,Conjoined twins separation,Unmatched,2nd
Married,marital,marital,Magical thinking,Unmatched,2nd
Married,matrimonial,union,Anion gap,Unmatched,2nd
Married,conjoin,conjoined,Conjoined twins separation,Unmatched,2nd
Married,marry,conjoined,Conjoined twins separation,Unmatched,2nd
Married,matrimony,union,Anion gap,Unmatched,2nd
Married,wedding,conjoined,Conjoined twins separation,Unmatched,2nd
Married,get_married,conjoined,Conjoined twins separation,Unmatched,2nd
Married,espouse,adoption,Abortion,Unmatched,2nd
Married,get_hitched_with,conjoined,Conjoined twins separation,Unmatched,2nd
Mass,muckle,muckle,Macule,Unmatched,2nd
Mass,sight,sight,Light anaesthesia,Unmatched,2nd
Mass,volume,volume,Volume blood,Unmatched,2nd
Mass,mountain,mountain,Rocky mountain spotted fever,Unmatched,2nd
Mass,lot,lot,Clot retraction,Unmatched,2nd
Massage,knead,work,Stress at work,Unmatched,2nd
Mastication disorder,chew disorder,jaw disorder,Jaw disorder,Unmatched,2nd
Mastication disorder,masticate disorder,jaw disorder,Jaw disorder,Unmatched,2nd
Mastication disorder,chewing disorder,jaw disorder,Jaw disorder,Unmatched,2nd
Menopause,menopausal,menopausal,Menopausal disorder,Unmatched,2nd
Menopause,change_of_life,climacteric,Keratoderma climactericum,Unmatched,2nd
Menopause,climacteric,climacteric,Keratoderma climactericum,Unmatched,2nd
Mental disability,mental impairment,mental impairment,Renal impairment,Unmatched,2nd
Mental impairment,mental harm,mental injury,Genital injury,Unmatched,2nd
Micturition disorder,urinate disorder,urine disorder,Purine metabolism disorder,Unmatched,2nd
Middle aged,center aged,eye aged,Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,Unmatched,2nd
Middle aged,heart aged,heart aged,Head and neck cancer,Unmatched,2nd
Middle aged,centrical aged,eye aged,Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,Unmatched,2nd
Middle aged,eye aged,eye aged,Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,Unmatched,2nd
Middle aged,centric aged,eye aged,Anaplastic lymphoma kinase gene and nucleophosmin gene fusion overexpression,Unmatched,2nd
Mood swings,mood swing,mood drop,Blood group A,Unmatched,2nd
Mood swings,mood swinging,mood drop,Blood group A,Unmatched,2nd
Mood swings,mood dangle,mood drop,Blood group A,Unmatched,2nd
Mood swings,mood sweep,mood cross,Blood loss anaemia neonatal,Unmatched,2nd
Mood swings,mood drop,mood drop,Blood group A,Unmatched,2nd
Morose,moody,mood,Euphoric mood,Unmatched,2nd
Morose,sour,work,Stress at work,Unmatched,2nd
Morose,dark,dark,Dark circles under eyes,Unmatched,2nd
Morose,sullenness,heavy,Blood heavy metal test,Unmatched,2nd
Morose,sullen,heavy,Blood heavy metal test,Unmatched,2nd
Morose,dour,persistent,Hepatitis chronic persistent,Unmatched,2nd
Mouth breathing,mouth breathe,mouth rest,Mouth cyst excision,Unmatched,2nd
Mouth breathing,mouth rester,mouth rest,Mouth cyst excision,Unmatched,2nd
Mouth breathing,mouth catch_one's_breath,mouth rest,Mouth cyst excision,Unmatched,2nd
Mouth breathing,mouth rest,mouth rest,Mouth cyst excision,Unmatched,2nd
Mouth breathing,mouth take_a_breather,mouth rest,Mouth cyst excision,Unmatched,2nd
Mouth breathing,mouth breather,mouth rest,Mouth cyst excision,Unmatched,2nd
Mouth cyst,utter cyst,complete cyst,Mycobacterium tuberculosis complex test positive,Unmatched,2nd
Mouth cyst,back_talk cyst,lip cyst,HIV test negative,Unmatched,2nd
Mouth cyst,sassy cyst,lip cyst,HIV test negative,Unmatched,2nd
Mouth cyst,backtalk cyst,lip cyst,HIV test negative,Unmatched,2nd
Mouth cyst,sassing cyst,lip cyst,HIV test negative,Unmatched,2nd
Mouth cyst,lip cyst,lip cyst,HIV test negative,Unmatched,2nd
