MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Coagulation factor XII level increased,coagulation factor xii level increase,coagulation factor xii level increased,Coagulation factor VIII level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factoring xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor_out xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation genetical xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation ingredient xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factorization xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation compose xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation divisor xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factorize xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation cistron xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factorisation xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor_in xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation genic xiii level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor XIII level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor baker's_dozen level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor thirteen level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor long_dozen level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii story decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii leveller decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii tear_down decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii storey decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii stratum decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii raze decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii planeness decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii razing decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii dismantle decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii even_out decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii spirit_level decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii pull_down decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii tied decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii rase decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii level_off decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii horizontal_surface decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii flatness decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii leveler decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii unwavering decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii even decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii evenness decreased,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii level diminution,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii level minify,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii level diminish,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coagulation factor xiii level lessen,coagulation factor xiii level decreased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factoring xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor_out xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation genetical xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation ingredient xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factorization xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation compose xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation divisor xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factorize xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation cistron xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factorisation xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor_in xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation genic xiii level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor XIII level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor baker's_dozen level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor thirteen level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor long_dozen level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii story increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii leveller increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii tear_down increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii storey increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii stratum increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii raze increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii planeness increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii razing increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii dismantle increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii even_out increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii spirit_level increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii pull_down increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii tied increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii rase increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii level_off increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii horizontal_surface increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii flatness increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii leveler increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii unwavering increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii even increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii evenness increased,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagulation factor xiii level increase,coagulation factor xiii level increased,Coagulation factor XI level decreased,Unmatched,5th
Coagulation time,coagulate time,clot time,Clot retraction time prolonged,Unmatched,5th
Coagulation time,curdling time,clot time,Clot retraction time prolonged,Unmatched,5th
Coagulation time,curdle time,clot time,Clot retraction time prolonged,Unmatched,5th
Coagulation time,clot time,clot time,Clot retraction time prolonged,Unmatched,5th
Compulsions,obsessional,fixation,External fixation of fracture,Unmatched,5th
Compulsions,obsession,fixation,External fixation of fracture,Unmatched,5th
Compulsions,coercion,pressure,Blood pressure abnormal,Unmatched,5th
Compulsions,coerce,pressure,Blood pressure abnormal,Unmatched,5th
Compulsions,compulsive,compulsive,Compulsive lip biting,Unmatched,5th
Condom,rubber,rubber,Product identification number issue,Unmatched,5th
Confabulation,confab,jaw,Jaw disorder,Unmatched,5th
Confabulation,confabulate,jaw,Jaw disorder,Unmatched,5th
Confabulation,chat,chat,Cyst,Unmatched,5th
Congenital syphilis,congenital pox,congenital pox,Congenital hyperextension of spine,Unmatched,5th
Congenital tuberculosis,congenital T.B.,congenital t.b,Congenital Eustachian tube anomaly,Unmatched,5th
Constipation,irregular,irregular,Irregular sleep wake rhythm disorder,Unmatched,5th
Constipation,impairment,impairment,Renal impairment neonatal,Unmatched,5th
Copper deficiency,Cu deficiency,cu deficiency,Protein C deficiency,Unmatched,5th
CREST syndrome,cap syndrome,cap syndrome,Riley-Day syndrome,Unmatched,5th
CREST syndrome,top syndrome,lead syndrome,Stiff leg syndrome,Unmatched,5th
CREST syndrome,peak syndrome,peak syndrome,Post-traumatic neck syndrome,Unmatched,5th
Cross infection,crisscross infection,mark infection,Ear infection fungal,Unmatched,5th
Cross infection,track infection,track infection,Lower respiratory tract infection,Unmatched,5th
Cross infection,mark infection,mark infection,Ear infection fungal,Unmatched,5th
Cross infection,cover infection,back infection,Lack of injection site rotation,Unmatched,5th
Crying,tears,tears,Broad ligament tear,Unmatched,5th
Crying,insistency,pressure,Blood pressure abnormal,Unmatched,5th
Crying,shout,abuse,Physical abuse,Unmatched,5th
Crying,weeping,weeping,Breast feeding,Unmatched,5th
Crying,instant,second,Atrioventricular block second degree,Unmatched,5th
Crying,gross,gross,Therapeutic product cross-reactivity,Unmatched,5th
Crying,rank,grade,High-grade B-cell lymphoma,Unmatched,5th
Crying,screaming,screaming,Application site streaking,Unmatched,5th
Crying,insistent,pressure,Blood pressure abnormal,Unmatched,5th
CSF culture,csf cultivate,csf work,Benign neoplasm of spinal cord,Unmatched,5th
CSF culture,csf cultivation,csf work,Benign neoplasm of spinal cord,Unmatched,5th
Culture throat,cultivate throat,work throat,"Photon radiation therapy to ear, nose, or throat",Unmatched,5th
Culture throat,cultivation throat,work throat,"Photon radiation therapy to ear, nose, or throat",Unmatched,5th
Cutaneous tuberculosis,cutaneous T.B.,cutaneous t.b,Cutaneous T-cell lymphoma stage I,Unmatched,5th
Cyst,vesicle,vesicle,Seminal vesicle atrophy,Unmatched,5th
Cyst,cystic,cystic,Cystic angiomatosis,Unmatched,5th
Cyst drainage,cyst drain,cyst drain,Post-thoracotomy pain syndrome,Unmatched,5th
Cytomegalovirus infection,CMV infection,cmv infection,Perinatal HIV infection,Unmatched,5th
Deafness,deaf,deaf,Death,Unmatched,5th
Death,decease,choking,Smoking cessation therapy,Unmatched,5th
Death,die,choking,Smoking cessation therapy,Unmatched,5th
Death,destruction,destruction,Platelet destruction increased,Unmatched,5th
Death,end,end,End-tidal CO2 increased,Unmatched,5th
Decreased activity,fall activity,fall activity,Natural killer cell activity normal,Unmatched,5th
Delusion,delude,false,Urine glucose false positive,Unmatched,5th
Delusion,hallucination,hallucination,"Hallucination, tactile",Unmatched,5th
Dependence,dependency,count,Tender joint count increased,Unmatched,5th
Dependence,depend,count,Tender joint count increased,Unmatched,5th
Dependence,habituate,habit,Rabbit syndrome,Unmatched,5th
Deposit eye,situate eye,site eye,Carcinoma in situ of eye,Unmatched,5th
Depressed mood,low mood,low mood,Generalised onset non-motor seizure,Unmatched,5th
Depression,low,low,Low set ears,Unmatched,5th
Depression,depress,lower,Lower gastrointestinal perforation,Unmatched,5th
Dermal cyst,cutaneal cyst,skin cyst,Fothergill sign test,Unmatched,5th
Dermal sinus,cutaneal sinus,skin sinus,Gastrointestinal carcinoma in situ,Unmatched,5th
Diarrhoea,loose,loose,Joint noise,Unmatched,5th
Diethylstilboestrol syndrome,DES syndrome,des syndrome,Crowned dens syndrome,Unmatched,5th
Disability,impairment,impairment,Renal impairment neonatal,Unmatched,5th
Discomfort,irritation,irritation,Scrotal irritation,Unmatched,5th
Divorced,disassociate,dissociation,Dissociative amnesia,Unmatched,5th
Divorced,split_up,part,Post intensive care syndrome,Unmatched,5th
Divorced,dissociation,dissociation,Dissociative amnesia,Unmatched,5th
Divorced,disunite,part,Post intensive care syndrome,Unmatched,5th
Divorced,dissociate,dissociation,Dissociative amnesia,Unmatched,5th
Divorced,disassociation,dissociation,Dissociative amnesia,Unmatched,5th
Dizziness,vertigo,vertigo,Vertigo CNS origin,Unmatched,5th
Drop attacks,drop fire,drop fire,Malabsorption from administration site,Unmatched,5th
Dry eye,dry central,dry central,"Sleep disorder due to general medical condition, insomnia type",Unmatched,5th
Dry mouth,dry utter,dry complete,Electrocardiogram QRS complex shortened,Unmatched,5th
Dry mouth,dry back_talk,dry lip,Very low density lipoprotein abnormal,Unmatched,5th
Dry mouth,dry sassy,dry lip,Very low density lipoprotein abnormal,Unmatched,5th
Dry mouth,dry backtalk,dry lip,Very low density lipoprotein abnormal,Unmatched,5th
Dry mouth,dry sassing,dry lip,Very low density lipoprotein abnormal,Unmatched,5th
Dry mouth,dry lip,dry lip,Very low density lipoprotein abnormal,Unmatched,5th
Dry mouth,dry sass,dry lip,Very low density lipoprotein abnormal,Unmatched,5th
Dry skin,dry peel,dry peel,Anticonvulsant drug level,Unmatched,5th
Dumping syndrome,floor syndrome,floor syndrome,Hand-foot-genital syndrome,Unmatched,5th
Dumping syndrome,knock_down syndrome,blast syndrome,Red breast syndrome,Unmatched,5th
Ear disorder,ear trouble,ear pain,Infrapatellar fat pad inflammation,Unmatched,5th
Ear haemorrhage,spike haemorrhage,spike haemorrhage,Implant site haemorrhage,Unmatched,5th
Ear infection,spike infection,spike infection,Implant site infection,Unmatched,5th
Ear pain,spike pain,spike pain,Catheter site pain,Unmatched,5th
Ear piercing,ear thrust,ear thrust,"Radiation therapy to ear, nose, or throat",Unmatched,5th
Ear swelling,spike swelling,spike swelling,Catheter site swelling,Unmatched,5th
Ear swelling,ear well,ear well,Mean cell haemoglobin decreased,Unmatched,5th
Elderly,senior,senior,Senile osteoporosis,Unmatched,5th
Elderly,aged,aged,Gestational age test,Unmatched,5th
Elderly,agedness,aged,Gestational age test,Unmatched,5th
Elderly,older,aged,Gestational age test,Unmatched,5th
Elderly,seniority,aged,Gestational age test,Unmatched,5th
Electrocardiogram,ECG,ecg,ECG signs of myocardial infarction,Unmatched,5th
Electrocardiogram,EKG,ekg,ECG signs of myocardial infarction,Unmatched,5th
Electrocardiogram abnormal,ECG abnormal,ecg abnormal,Ultrasound eye abnormal,Unmatched,5th
Electrocardiogram abnormal,EKG abnormal,ekg abnormal,Ultrasound eye abnormal,Unmatched,5th
Electrocardiogram normal,ECG normal,ecg normal,Ultrasound eye abnormal,Unmatched,5th
Electrocardiogram normal,EKG normal,ekg normal,Ultrasound eye abnormal,Unmatched,5th
Electrocution,electrocute,burning,Vulvovaginal burning sensation,Unmatched,5th
Electrocution,burning,burning,Vulvovaginal burning sensation,Unmatched,5th
Electroencephalogram,EEG,eeg,ECG P wave inverted,Unmatched,5th
Electroencephalogram abnormal,EEG abnormal,eeg abnormal,Ultrasound eye abnormal,Unmatched,5th
Electroencephalogram normal,EEG normal,eeg normal,Ultrasound eye abnormal,Unmatched,5th
Electromyogram,EMG,emg,ECG signs of myocardial infarction,Unmatched,5th
Electromyogram abnormal,EMG abnormal,emg abnormal,Ultrasound eye abnormal,Unmatched,5th
Electromyogram normal,EMG normal,emg normal,Ultrasound eye abnormal,Unmatched,5th
Enzyme abnormality,enzyme abnormal,enzyme abnormal,Digestive enzyme normal,Unmatched,5th
Epilepsy,epileptic,epileptic,Acquired epileptic aphasia,Unmatched,5th
Epinephrine,Adrenalin,adrenalin,Adrenal insufficiency,Unmatched,5th
Epinephrine normal,Adrenalin normal,adrenalin normal,Adrenal glomerular zone abnormal,Unmatched,5th
Eructation,eruption,eruption,Oral mucosal eruption,Unmatched,5th
Eructation,extravasate,eruption,Oral mucosal eruption,Unmatched,5th
Eructation,extravasation,extravasation,Chemotherapy extravasation management,Unmatched,5th
Eructation,erupt,eruption,Oral mucosal eruption,Unmatched,5th
Eructation,eruct,eruption,Oral mucosal eruption,Unmatched,5th
Erythema,erythematous,erythematous,Neonatal lupus erythematosus,Unmatched,5th
Exercise test,workout test,work test,Weber tuning fork test,Unmatched,5th
Exercise test,exert test,sweat test,Sweat test abnormal,Unmatched,5th
Exercise test,use test,use test,Gestational age test,Unmatched,5th
Exercise test,work_out test,work test,Weber tuning fork test,Unmatched,5th
Exercise test,work test,work test,Weber tuning fork test,Unmatched,5th
Exercise test,exerciser test,work test,Weber tuning fork test,Unmatched,5th
Extravasation,extravasate,eruption,Oral mucosal eruption,Unmatched,5th
Extravasation,eruption,eruption,Oral mucosal eruption,Unmatched,5th
Extravasation,erupt,eruption,Oral mucosal eruption,Unmatched,5th
Extravasation,eruct,eruption,Oral mucosal eruption,Unmatched,5th
Eye discharge,eye run,eye work,"Gamma radiation therapy to ear, nose, or throat",Unmatched,5th
Eye discharge,eye vent,eye air,Gaucher's disease type III,Unmatched,5th
Eye discharge,eye venting,eye air,Gaucher's disease type III,Unmatched,5th
Eye disorder,optic disorder,optic disorder,Optic nerve disorder,Unmatched,5th
Eye disorder,central disorder,central disorder,Mental disorder due to a general medical condition,Unmatched,5th
Eye disorder,heart disorder,heart disorder,Foetal heart rate disorder,Unmatched,5th
Eye disorder,eye trouble,eye pain,Product use in unapproved indication,Unmatched,5th
Eye infection,heart infection,heart infection,Ear infection fungal,Unmatched,5th
Eye inflammation,eye red,eye red,"Ear, nose and throat examination normal",Unmatched,5th
Eye inflammation,eye redness,eye red,"Ear, nose and throat examination normal",Unmatched,5th
Eye irritation,eye bother,eye pain,Product use in unapproved indication,Unmatched,5th
Eye irritation,eye botheration,eye pain,Product use in unapproved indication,Unmatched,5th
Eye irritation,eye annoyance,eye pain,Product use in unapproved indication,Unmatched,5th
Eyelid infection,lid infection,lid infection,Congenital HIV infection,Unmatched,5th
Face oedema,side oedema,side oedema,Implant site oedema,Unmatched,5th
Facial pain,face pain,face pain,Genital cancer male in situ,Unmatched,5th
Facial paralysis,facial paralytical,facial palsy,Radial pulse abnormal,Unmatched,5th
Facial paralysis,facial palsy,facial palsy,Radial pulse abnormal,Unmatched,5th
Factor II deficiency,factor 2 deficiency,factor 2 deficiency,Severe primary insulin like growth factor-1 deficiency,Unmatched,5th
Factor IX deficiency,factor 9 deficiency,factor 9 deficiency,Severe primary insulin like growth factor-1 deficiency,Unmatched,5th
Factor VII deficiency,factor 7 deficiency,factor 7 deficiency,Severe primary insulin like growth factor-1 deficiency,Unmatched,5th
Factor VIII deficiency,factor 8 deficiency,factor 8 deficiency,Severe primary insulin like growth factor-1 deficiency,Unmatched,5th
Fall,descent,blood,Blood beryllium,Unmatched,5th
Fall,free_fall,drop,Croup noninfectious,Unmatched,5th
Fall,strike,affecting,Maternal drugs affecting foetus,Unmatched,5th
Fall,drop,drop,Croup noninfectious,Unmatched,5th
Fall,diminish,decreased,Carnitine decreased,Unmatched,5th
Fall,devolve,drop,Croup noninfectious,Unmatched,5th
Fall,descend,blood,Blood beryllium,Unmatched,5th
Fall,pass,loss,Vitreous loss,Unmatched,5th
Fall,come,follow,Barium meal and follow through abnormal,Unmatched,5th
Fall,decrease,decrease,Carnitine decreased,Unmatched,5th
Fall,settle,closure,Ileostomy closure,Unmatched,5th
Fall,flow,flow,Directional Doppler flow tests,Unmatched,5th
Fall,hang,flow,Directional Doppler flow tests,Unmatched,5th
Fall,dip,drop,Croup noninfectious,Unmatched,5th
Fall,light,light,Light chain analysis,Unmatched,5th
Fall,tumble,collapse,Cerebral ventricle collapse,Unmatched,5th
Fall,diminution,decreased,Carnitine decreased,Unmatched,5th
Fall,return,return,Serum fetuin-A decreased,Unmatched,5th
Fall,lessen,decreased,Carnitine decreased,Unmatched,5th
Fatigue,wear,borne,Tick-borne viral encephalitis,Unmatched,5th
Fatigue,pall,chills,Blast cells,Unmatched,5th
Fatigue,fag,labour,Normal labour,Unmatched,5th
Fear,concern,related,Suture related complication,Unmatched,5th
Fear,care,care,Preoperative care,Unmatched,5th
Feeling abnormal,smell abnormal,odour abnormal,Breast milk odour abnormal,Unmatched,5th
Feeling abnormal,tone abnormal,tone abnormal,Bleeding time normal,Unmatched,5th
Feeling abnormal,look abnormal,count abnormal,Lymphocyte count abnormal,Unmatched,5th
Feeling abnormal,spirit abnormal,heart abnormal,Biopsy ear normal,Unmatched,5th
Feeling cold,tone cold,tone cold,Gamma radiation therapy to colon,Unmatched,5th
Feeling hot,tone hot,tone hot,Exposure to SARS-CoV-2,Unmatched,5th
Fertility increased,fertile increased,fat increased,Fat tissue increased,Unmatched,5th
Fertility increased,rank increased,grade increased,Glomerular filtration rate decreased,Unmatched,5th
Fertility increased,rich increased,rich increased,High density lipoprotein decreased,Unmatched,5th
Fertility increased,richness increased,fat increased,Fat tissue increased,Unmatched,5th
Fibrin,fibrinous,fibrinous,Thyroiditis fibrous chronic,Unmatched,5th
Fistula,fistular,sinus,Sinus bradycardia,Unmatched,5th
Fistula,sinus,sinus,Sinus bradycardia,Unmatched,5th
Fistula,fistulous,sinus,Sinus bradycardia,Unmatched,5th
Flat chest,planeness chest,level chest,Liver function test decreased,Unmatched,5th
Flat chest,flatness chest,level chest,Liver function test decreased,Unmatched,5th
Flat chest,level chest,level chest,Liver function test decreased,Unmatched,5th
Flatulence,gas,gas,Cerebral gas embolism,Unmatched,5th
Flatulence,gassy,gases,Urinary casts,Unmatched,5th
Flatulence,flatulency,gases,Urinary casts,Unmatched,5th
Flatulence,turgid,large,Large intestine polyp,Unmatched,5th
Flatulence,flatulent,gases,Urinary casts,Unmatched,5th
Flatulence,turgidness,large,Large intestine polyp,Unmatched,5th
Flatulence,turgidity,large,Large intestine polyp,Unmatched,5th
Flooding,flood,flood,Synovial fluid red blood cells,Unmatched,5th
Flooding,glut,binge,Mallet finger,Unmatched,5th
Flushing,even_out,level,Drug level,Unmatched,5th
Flushing,leveller,level,Drug level,Unmatched,5th
Flushing,purge,cat,Fat intolerance,Unmatched,5th
Flushing,crimson,red,Red reflex abnormal,Unmatched,5th
Flushing,flush,flush,Fluid imbalance,Unmatched,5th
Flushing,level,level,Drug level,Unmatched,5th
Flushing,leveler,level,Drug level,Unmatched,5th
Flushing,even,level,Drug level,Unmatched,5th
Foetal damage,foetal hurt,foetal pain,Preduodenal portal vein,Unmatched,5th
Folate deficiency,vitamin_M deficiency,vitamin_m deficiency,Vitamin B2 deficiency,Unmatched,5th
Food poisoning,food intoxicate,food alcohol,Blood alcohol decreased,Unmatched,5th
Fracture,break,break,Breast atrophy,Unmatched,5th
Fracture,shift,shift,Shift to the right,Unmatched,5th
Fumbling,spoil,baby,Premature baby death,Unmatched,5th
Fumbling,incompetent,incompetence,Aortic valve incompetence,Unmatched,5th
Fumbling,incompetency,incompetence,Aortic valve incompetence,Unmatched,5th
Fumbling,incompetence,incompetence,Aortic valve incompetence,Unmatched,5th
Fumbling,blow,shock,Endotoxic shock,Unmatched,5th
Furuncle,boil,boil,Exposure to polluted soil,Unmatched,5th
Gait disturbance,gait perturb,gait disorder,Congenital hair disorder,Unmatched,5th
Gait disturbance,gait perturbation,gait disorder,Congenital hair disorder,Unmatched,5th
Gait disturbance,gait upset,gait disorder,Congenital hair disorder,Unmatched,5th
Gambling,chance,chance,Therapy change,Unmatched,5th
Gambling,risk,risk,High risk sexual behaviour,Unmatched,5th
Gambling,game,high,High-pitched crying,Unmatched,5th
Gambling,play,work,Rinne tuning fork test,Unmatched,5th
Gangrene,necrotic,necrotic,Breast necrosis,Unmatched,5th
Gangrene,mortify,necrosis,Dental necrosis,Unmatched,5th
Gangrene,sphacelate,necrosis,Dental necrosis,Unmatched,5th
Gangrene,gangrenous,gangrenous,Diaphragmatic hernia gangrenous,Unmatched,5th
Gangrene,sphacelus,necrosis,Dental necrosis,Unmatched,5th
Gangrene,mortification,necrosis,Dental necrosis,Unmatched,5th
Gangrene,necrosis,necrosis,Dental necrosis,Unmatched,5th
Gastrointestinal infection,GI infection,gi infection,Suspected transmission of an infectious agent via product,Unmatched,5th
Gigantism,overgrowth,overgrowth,Gastrointestinal bacterial overgrowth,Unmatched,5th
Gonorrhoea,clap,tongue,Tongue blistering,Unmatched,5th
Gram stain,gramme stain,g stain,T-cell lymphoma stage I,Unmatched,5th
Gram stain,g stain,g stain,T-cell lymphoma stage I,Unmatched,5th
Gram stain,gm stain,g stain,T-cell lymphoma stage I,Unmatched,5th
Gram stain,gram smear,gram smear,"X-ray therapy to ear, nose, or throat",Unmatched,5th
Gram stain,gram soil,gram soil,Graft versus host disease in skin,Unmatched,5th
